#          pt_b        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2349.8462      6.7912688      2011.6322       6.100099      2853.0499      8.1484699
              5      3056.7317      7.8019147      2619.7673      7.0331202      3686.6186      9.0691688
             10        2013.39      6.4312467      1733.4653      5.8231469      2399.7544      7.3299291
             15       1266.908      5.2907071      1095.1288      4.7737174      1496.5782      5.9938174
             20      822.00891      4.2967541      712.96264      3.9322494      964.75976      4.7747475
             25      559.82463      3.6914405      486.67105      3.3670397      654.24559      4.1057029
             30      390.73107      2.8883828      339.71633      2.6412414      455.84563      3.1962923
             35      279.59754      2.2699959      243.44062      2.0735075      325.47499      2.5372079
             40      208.04191      2.4363452       181.0364      2.2247026      241.94421      2.6655414
             45       156.4007      1.7415339      136.09569      1.6007135      181.92736      1.9005657
             50      119.80131      1.4246325      104.68972      1.3179293      138.17102      1.5536674
             55      93.724614      1.2179248      81.574099      1.1284017       108.8617      1.3411695
             60      75.159107       1.146557      65.323823      1.0285333      87.408648      1.2904324
             65      58.716656     0.98963278      51.116733     0.88848685      68.085673      1.1238298
             70      51.151605      1.1091087      44.478206      1.0240189      59.539804       1.213065
             75      39.403122     0.72700043      34.004932     0.65807692      46.264016     0.81143832
             80      33.194903     0.66986875      28.848161     0.61651855      38.686975     0.75226931
             85      28.273416     0.71713854      24.414316     0.67780632      33.109124     0.75907292
             90      23.948163     0.75826805      20.772334      0.7201368      27.928601     0.79323641
             95      19.385419     0.47732899      16.720397     0.43765499      22.735104     0.53507751
            100      17.764861     0.55559382      15.378619     0.51683111      20.703192      0.5988778
            105      14.917647     0.40341336      12.872129     0.36329648      17.482999     0.46401964
            110      13.290234     0.39351061      11.352274      0.3561461      15.794118      0.4436118
            115      11.135099     0.35325783      9.5448377     0.31807876       13.16878     0.40177198
            120      10.051611     0.34129235      8.6358213     0.30631012      11.823581     0.38956908
            125      8.0327824     0.33871947      6.8692846     0.30453519      9.5192333     0.38355666
            130      6.8769295     0.38587877      5.8794709     0.34740244      8.1460296     0.43092431
            135        6.28676     0.31188919      5.3854581      0.2878207      7.4119136     0.34337506
            140      5.6388454     0.27245543      4.7818963     0.24303221      6.7642571     0.31311751
            145      5.0912009     0.26019767      4.3802764     0.23207943      5.9760326      0.2980902
            150      4.8191884     0.53461194      4.1445342     0.47638843      5.6400067     0.59888014
            155      4.0957604      0.2226404      3.4748371     0.19864344      4.9038104     0.25601881
            160      3.5421413     0.19197226      3.0426952     0.17340743       4.154591      0.2219315
            165      3.1507807     0.17732008      2.6747083     0.15747788      3.7601031     0.20588584
            170      2.6377953     0.14998368      2.2461735     0.13441719      3.1448858      0.1785131
