#          pt_b        central        num_err    min (scale)        num_err    max (scale)        num_err
            175      2.1688252     0.15029027       1.831801     0.13165436      2.6001268     0.17695657
            180      2.2943094     0.21481313      1.9683236     0.19593994      2.6995985     0.23799436
            185      2.0694556     0.14160598      1.7561494     0.12526987      2.4666291     0.16558084
            190      2.0468318     0.14659635      1.7130892     0.12900073       2.486226     0.17166827
            195      1.7341171     0.18619524      1.4665389     0.16322454      2.0703762     0.21453901
            200      1.4458804     0.11281123      1.2219418     0.09925092      1.7407058     0.13350527
            205      1.3134863     0.13524352      1.1580955     0.13147581      1.4737803     0.16604297
            210      1.6978927     0.24964634      1.4502563     0.22277522      2.0001011     0.27829005
            215      0.9176303    0.074496019     0.74660188    0.061268172      1.1424051    0.094593907
            220      1.4694213     0.34665707       1.270651     0.31663332      1.7045637     0.37756201
            225     0.96494443    0.086454277     0.81720011    0.076475281      1.1475954      0.1059774
            230     0.88388414    0.083311825     0.73619332    0.071249627      1.0820714     0.10193256
            235     0.74357297    0.072124856     0.61208123    0.059492097     0.91404078    0.092153108
            240     0.91809146     0.12058236     0.79464972     0.11160409       1.068301      0.1321668
            245     0.80383553    0.098692387     0.68812358    0.083721944     0.94753357     0.12361815
            250     0.61239096    0.074278103      0.5153105    0.065190993     0.73379274    0.087022523
            255     0.58390916    0.079707962     0.51280981    0.072344383     0.66180232     0.09113046
            260      0.3721019    0.064785872     0.33442689    0.055514327     0.40336111    0.080314432
            265     0.58788772    0.084899665     0.50736725    0.076633353      0.6817686    0.097784285
            270     0.45849006    0.071861893     0.39144034    0.064257952     0.54388659    0.082991449
            275     0.28223944    0.038145714     0.22747497    0.030138147     0.35375814     0.05074873
            280     0.33600861    0.057292855     0.27521687    0.050080201     0.41443159    0.068292286
            285      0.4150961    0.084598131     0.35522536    0.078265567     0.48833598    0.091697199
            290     0.35383285    0.050859226     0.28959035    0.042808214     0.44250525    0.063816087
            295     0.26692537    0.058672095     0.23335006     0.05065148     0.29960838    0.068700236
            300      0.1988628    0.049685671       0.168509    0.042314463     0.23445486    0.062222528
            305     0.33610123    0.072929849     0.28768972    0.064689077     0.39515475    0.084133227
            310     0.15316715     0.02780751     0.12278771    0.022072222     0.19291754    0.036202328
            315     0.22808681    0.050970224     0.20104082    0.045180189     0.25463799    0.059022131
            320      0.2210028    0.046173251     0.18753844    0.041014288     0.26325039    0.053020026
            325     0.12648458     0.02877665     0.10482648    0.023210914      0.1536857    0.037607829
            330    0.091060336    0.023464952    0.072693721    0.017530791     0.11580503    0.033727478
            335    0.098668604    0.025234231    0.083066369    0.020420359     0.11670603    0.032674686
            340     0.11102771    0.024858858    0.087981564    0.019353668     0.14218626     0.03340493
            345     0.13528145    0.030747382     0.11201441     0.02567873     0.16324194    0.038528288
            350     0.15378693    0.032167357      0.1264581    0.027118137     0.18976313    0.040104138
            355     0.14134939     0.03035285     0.11625922    0.024901056     0.17292488    0.039749261
            360     0.15907274    0.037387306     0.13264558    0.032665775     0.19385162    0.044421028
            365    0.057014749    0.019798763    0.047314302    0.015822346     0.06856704    0.026176502
            370    0.051390056    0.019700711    0.046552793    0.015241254    0.053320782    0.027672881
            375     0.12280022    0.026261782    0.095581228    0.020559124     0.16202458    0.035260482
            380     0.11017084    0.053909059    0.095439889    0.052361745      0.1287257    0.054047021
            385     0.12117005     0.04062932      0.1033924     0.03737605      0.1436124    0.044680641
            390     0.03839352    0.014977647    0.030355642    0.011370612    0.049921899    0.020468823
            395    0.068260895    0.023707241    0.062448157    0.019864971     0.07159866    0.029547081
            400    0.085788828    0.021663192    0.065413185    0.016013117     0.11484067    0.030643653
            405     0.13283453    0.045312352     0.11813385    0.042526226     0.14735475    0.047290387
            410    0.037426258    0.020102581    0.032295307    0.015460045    0.042583016    0.025789392
            415    0.060497766    0.021744609    0.053389944    0.021126847    0.073455531    0.026393383
            420    0.034218437    0.014703464    0.026715195    0.011774025    0.044312961    0.018983072
            425    0.037142012    0.016259454    0.028596425    0.012442219    0.049559107    0.022488832
            430     0.16558224      0.1063022     0.14670961    0.096410765     0.18330603     0.11504537
            435    0.032358436    0.016575257    0.027161676    0.014852888    0.040326146    0.019480732
            440    0.030692626      0.0156269    0.026813296    0.021864875    0.030810056    0.013707728
            445    0.025491955    0.013525533    0.021410056    0.011528006    0.030717095    0.016178463
            450    0.030935755    0.011693484    0.023763799   0.0090534045    0.040801117    0.015664034
            455    0.046253185    0.022476417     0.03860648    0.019654768    0.060077878    0.027184119
            460    0.027037207     0.01677574    0.026196202    0.013942786    0.027396983    0.017755737
            465    0.039882124    0.013297805    0.029158883   0.0097591747    0.056295307    0.018833052
            470    0.036249051    0.018356555    0.028449051    0.015685005    0.046233072    0.021893984
            475    0.029157319    0.013512509    0.025640335    0.010771899    0.031791508    0.018210368
            480    0.043828492    0.025505651    0.040288827    0.022499127    0.044696648    0.029030046
            485    0.047102347    0.026970845    0.033223352    0.018469211    0.068785363    0.040522831
            490    0.035279778    0.012473393     0.02797419   0.0099575929    0.044847263    0.016033827
            495    0.018779889   0.0094484353    0.016011508   0.0081746111    0.022089609    0.011182427
            500    0.018779889   0.0094484353    0.016011508   0.0081746111    0.022089609    0.011182427
