#          m_bb        central        num_err    min (scale)        num_err    max (scale)        num_err
             10      3471.9945      5.6079107      2989.0624      5.1240019      4153.4568      6.4339522
             20      1157.1916      3.4126858      995.40634      3.0733289      1379.5871      3.9134783
             30      480.89325      2.2347369      414.27083       2.020342      571.32065      2.5315872
             40      246.38714      1.5091229      212.61302      1.3619828      291.58961      1.7196922
             50      143.36407       1.137872      123.90407       1.017973      169.13883      1.3043291
             60      92.228805      1.0025234      79.978912     0.90987123      108.49991      1.1381907
             70      62.789476     0.90457401      54.374508     0.82950758      73.747976     0.98816018
             80      45.063779     0.67606644         39.125     0.61280887      52.740359     0.75049455
             90      32.362559     0.64235876      28.026288     0.56334834      37.988106     0.74067003
            100      24.144352     0.42045894      20.987214     0.37693572      28.201325     0.47752631
            110      18.652781     0.35597633      16.253088     0.32038177      21.740331     0.40645995
            120      15.328679     0.38055083      13.399423     0.35742133      17.806832     0.40398996
            130      12.043665      0.4990881      10.534846     0.46675447      13.999848     0.52466315
            140      9.5077563      0.3384175      8.2673965     0.31071839      11.088669     0.36809779
            150      7.9621373      0.2840797      7.0068408     0.25917447      9.1599438     0.31926475
            160      6.3813446     0.21253528      5.5487177     0.19389751      7.4647169      0.2412927
            170      5.4550542     0.21450184      4.7456137     0.19528952      6.3643743      0.2384077
            180      4.5574884     0.17794609      3.9581391     0.16235433      5.3389624     0.20051889
            190      3.7946042     0.16324214       3.276137     0.14524638      4.4583748     0.18725386
            200      3.0642163     0.14914939      2.6423716     0.13476253      3.6092598     0.16734629
            210       3.039006     0.16729374       2.647741     0.15131979      3.5490559     0.18822985
            220        2.36889     0.12684926      2.0687393     0.11572161      2.7623915     0.14255619
            230      2.2792677     0.14538132      1.9983778     0.13316636      2.6266607     0.16323505
            240      1.9237251     0.12429718      1.6766309     0.11690298      2.2492468     0.13509268
            250      1.7171763     0.11396631      1.5101072     0.10449058      1.9755395     0.12630873
            260      1.4019942      0.1166011      1.2114298     0.10542183      1.6479126     0.13030845
            270      1.2155817     0.10057851      1.0539967    0.091413592      1.4166036     0.11216656
            280      1.1279933     0.16377519     0.96982191     0.14751909      1.3342338     0.18077418
            290      1.0184328    0.078652112     0.88837472    0.070847851      1.1795328    0.089068282
            300     0.89427215    0.087499673      0.7808803     0.07855738      1.0335977    0.098976956
            310     0.84760696    0.077048222      0.7320328    0.069393385     0.99747995    0.087541734
            320     0.68771889    0.068789684     0.58401067    0.059527901     0.82698659    0.082454967
            330     0.76559487     0.16927735      0.6724857     0.15405097     0.87899027       0.185001
            340     0.54716911    0.057440457     0.47011882    0.051882626     0.64713687    0.064377444
            350     0.47598314    0.054883943     0.41104737    0.049401875     0.56139218    0.062175579
            360     0.54325805    0.073881407     0.47611982    0.067694541     0.62702447    0.080658186
            370     0.46055872    0.073574715     0.40024899    0.067204175     0.53771592    0.081110186
            380     0.32992492    0.042161526     0.28157207    0.037203896     0.39215302    0.048731999
            390     0.37394618    0.051193427     0.32935592    0.046065194     0.42464462    0.060957268
            400     0.31675715    0.053487145     0.27230693    0.047958187     0.37451162    0.060546649
            410     0.37313005    0.095852189      0.3317787    0.087601232     0.41976995      0.1041305
            420     0.21949967    0.033126829     0.18823421    0.029499993     0.25952341    0.037994318
            430     0.33595905    0.052572151     0.28299424    0.046486542      0.4082005    0.060309979
            440     0.23061145    0.034364439      0.2002762    0.031011538     0.26918509    0.039002915
            450     0.13373366    0.022251052      0.1161876    0.019400777     0.15588207    0.027039859
            460     0.20172475    0.036672054     0.17297413    0.032476261     0.23968324    0.042170034
            470     0.17017827    0.032281855     0.14903151    0.028968641     0.19587497    0.036266121
            480     0.16401236    0.029363841     0.14017313    0.025852917     0.19470726    0.034014363
            490     0.23533877    0.080199914     0.20483955    0.069970288     0.27350073    0.092340832
            500     0.23533877    0.080199914     0.20483955    0.069970288     0.27350073    0.092340832
