#    pt_ep-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      23.748746      2.8704021      20.643674      2.6519017      27.917259      2.9927433
              1      61.006485      2.6007028      52.431349      2.3166004      72.483155      3.0466045
              2      113.83826      5.9032619      99.018235      5.5996406      133.37646      6.0028933
              3      158.23778      4.7849744      136.72771      4.3471094       188.6484      5.4683018
              4      185.10188      4.2041517      158.91292      3.7799881       221.0816      4.7721266
              5      231.22302      4.4674517      198.77372      4.0455074      276.98266      5.1452168
              6      286.94692      7.4403558      247.65682       6.993157      340.97779       7.787386
              7      331.68783      7.7713548       285.7341      7.0535735      395.14827      8.5214642
              8      355.81607      5.8233539      305.84976      5.2321523      425.86879      6.7279368
              9      418.33745      8.8121571      360.86318      8.1338118      498.58784      9.5620002
             10       480.7852      9.6143391      413.59423      8.7166992       573.5072      10.543207
             11       534.2898      10.295397      461.91655      9.3598972      633.85499      11.272954
             12      559.58468      8.5833366      481.80868      7.8025607      667.79679      9.5534786
             13      613.19154      9.2749681      529.80482      8.5495618      729.95355      10.161781
             14       673.8635      11.842803      581.13311      10.716144      803.89096      13.350517
             15      720.65346      11.733281      623.55782      10.681568      854.75241      13.170946
             16      793.53141       12.52872      687.98065      11.542085      937.82762      13.905272
             17      830.15905      11.692517      715.66668      10.549349      989.63018      13.212227
             18      886.12478      10.778737      764.33361      9.6465788      1056.5418      12.499426
             19      951.31227      12.969096      825.69794       12.39031      1123.3853      13.464768
             20      996.47993      12.262085      861.01901      11.223274      1183.6366      13.625021
             21      1058.2362      12.190776      915.71095      11.023629      1254.7847      13.933234
             22      1101.2769      11.786896      952.64661      10.571603      1307.5461      13.642169
             23      1166.7637      12.490191      1008.8831      11.292356      1385.8138      14.316975
             24      1206.1499      11.558837      1042.6511      10.399885      1434.0081      13.384783
             25      1286.8381      13.958237      1113.4766      12.368328      1527.9117      16.466372
             26      1323.6666      13.953398      1145.1768      12.689477      1575.5685      15.744332
             27      1367.1416      11.885943      1183.6808      10.695279      1626.7345      13.902123
             28      1412.4244      13.325862      1220.7621      11.925355      1681.6717      15.553506
             29      1449.0011      11.807639      1254.2764      10.546269      1725.0784      13.939537
             30      1511.0302      13.129555      1308.7154      11.683581      1799.5128      15.557094
             31      1541.8877      13.011778      1335.6825      11.707266      1840.1891      15.499525
             32      1558.5871      12.144285      1348.5569       10.99728      1860.8356      14.208049
             33      1609.3893      13.075141      1392.3149      11.684349      1926.5042      15.497671
             34      1593.0222      12.570666      1378.4775       11.24843      1905.7946      14.956632
             35      1619.8932      13.377698      1401.7589      12.185054      1942.9945      15.369628
             36      1568.5058      11.907507      1353.8311      10.556303      1888.8078      14.376222
             37      1529.9052      13.452251      1320.4344       12.09125      1840.2621      15.688398
             38      1499.1961      11.758346      1296.3896       10.69121        1793.79      13.635761
             39      1449.5192      12.349348      1252.7537      11.253303      1738.6624      14.220359
             40      1377.4697      11.076711      1188.7762      9.8526647      1655.9651      13.396412
             41      1311.0382      10.900527      1132.5761      9.7384814      1568.9059      12.832277
             42      1220.8281      10.327497      1053.8511       9.144698      1462.1425      12.320217
             43      1126.7358      9.4260083      975.19791      8.4670675      1339.9556      11.171884
             44      1041.7301      8.7752077      899.51029      7.8606498      1239.0623      10.297551
             45      960.25503      9.1212161      829.94189      8.2758687      1138.2588      10.471193
             46      872.41977      7.2827486      751.78415      6.4840672      1035.4487      8.5632888
             47      820.42488      7.8292174      708.07648      7.0043828      969.21839      9.1360941
             48      747.74981      7.3540863      644.62881      6.6020896      883.89478      8.5309933
             49      696.02947       6.638136      598.26396      5.9410291      826.20459      7.6995838
             50      639.82912      6.3311481      551.17654      5.7214275      757.44406      7.3803044
             51      595.38762      5.8917114      512.52914      5.2967917      704.12891      6.8715069
             52      545.36724      6.3730829      469.57834      5.8067416      642.51669      7.1752589
             53       506.5044      5.8042075      435.63044      5.2648567      597.77422      6.5933107
             54      479.69791      6.2254204      412.86623      5.7378663      565.97837      7.0206898
             55      442.11027      4.9475519      378.05584      4.3850962      525.57238      5.7713582
             56      405.34899      4.5805834      346.93389      4.1005532      480.47903      5.2973576
             57       388.2175      5.1221204      332.06638      4.5858619      460.62144      5.8694799
             58      359.98586      4.4118237      307.72726      3.9391911      427.16364      5.1234962
             59      342.25889      5.6316155      292.90334      4.9589688      404.72129      6.5003504
             60      320.19558      5.3012398      273.69101      4.8498771      379.36095       5.847782
             61      303.33273      4.3844646      259.20247      3.9741236      359.30025      5.0059964
             62      283.73574      4.2538226      242.27271      3.8322025      336.23606      4.7958483
             63      274.88296      4.5874133       234.1896      4.1451931      327.18919      5.1744887
             64      246.34381      3.8041241      210.35747       3.438993      291.11666      4.4542343
             65      233.42428      3.6339576      198.00617      3.2227387      279.23417      4.2162966
             66      226.18654      4.0069994      192.40364      3.7227636      269.02239      4.3210418
             67      206.32468      3.4407387      175.39558      3.0856131      245.74232      3.9187091
             68      207.99681      4.6032778      176.87179      4.0530167      248.07591      5.4476317
             69       188.1506       3.222692      159.00281      2.8390644      225.42917       3.728147
             70      183.06411      3.7369245      155.40628      3.3668195      218.35812      4.3438188
             71       167.0226      2.8851817      141.27761      2.5656786      199.89718      3.3383013
             72      164.46214      3.1881333      138.66606      2.7925116      198.18621      3.7920797
             73      150.00884      2.6113891      126.56043      2.2895775      180.30113      3.0677267
             74      147.25618      3.1712285      125.51593      2.9914068      174.11958      4.1648656
             75      138.92635      3.8529276      117.91083      3.6248646      165.40936       4.106303
             76      129.79772      2.6102236      109.86476      2.3282796      155.25879      3.0100353
             77      122.72969      2.2872217      103.21261      1.9887965      148.20908      2.7361706
             78      122.17582      3.0313716      103.19286      2.7760495      146.31168      3.3187791
             79      119.32096      2.6264638      100.38618      2.3219709      143.82174      3.0717784
             80      109.33032      2.7084476        92.6864      2.4786091      130.24428      3.0245239
             81      107.17551      4.7232735       90.00097      4.0397989      129.27627       5.562901
             82      98.778478      2.0273816      83.117023      1.7605643      118.80824      2.4117457
             83      94.509164      2.0226275      79.382725      1.7681837      114.13322      2.3726587
             84       91.97227      1.9414684      77.598714      1.7179848      110.57998      2.3084853
             85       88.43617      3.3743493      74.505245      3.0909573      106.13703      3.8043208
             86      85.982798      2.0300301      72.827179      1.8305486      102.37019      2.4249909
             87      80.551469      2.4275026       67.96612      2.2692804      96.732494      2.6446367
             88      73.523454      1.6375503      61.717916      1.4279629      88.882281      1.9556987
             89      71.297145      1.9045751      59.683588      1.6726117      86.493481      2.2408235
             90      73.123987       1.943097       61.65134      1.7416126      87.994568      2.2955063
             91      69.926428      2.4120724      58.939948      2.1947886      83.963137      2.7016295
             92       64.47297      2.3078301      53.934359      1.9849837      78.227868      2.7388511
