#   y_bbZ-ptj60        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5              0              0              0              0              0              0
           -4.9              0              0              0              0              0              0
           -4.8              0              0              0              0              0              0
           -4.7              0              0              0              0              0              0
           -4.6              0              0              0              0              0              0
           -4.5     0.80025141      0.6208675      0.6788771     0.54401816     0.93411732     0.69322435
           -4.4      1.8485084     0.76613745      1.2277765     0.55195544      2.9208827      1.1448028
           -4.3      1.0290503     0.67252086     0.83267596     0.49237418      1.2753855     0.97812005
           -4.2      6.9057936      1.5573494      5.3229553      1.1988009      9.2055755      2.1247171
           -4.1      11.444062       1.885885      8.7444581      1.4532793      15.485302      2.7292395
             -4      25.135157      3.3220662      19.529967       2.736153      33.327827      4.2907824
           -3.9       36.84525       3.611406      28.974313      2.9106262      47.740369      4.6654234
           -3.8      69.172666      6.1430563       55.69737      5.2228472      87.235989      7.3658126
           -3.7      89.830599      5.8291407      71.579397      4.8476577      115.05767      7.3177292
           -3.6      144.90651      8.1191822      114.48749      6.7610252      187.82437      10.089677
           -3.5      193.21732      11.469966      154.84666      9.7330775      245.84156      13.913706
           -3.4      255.78737      13.529242      208.26772      11.750377      318.79101      15.911023
           -3.3      291.65377      10.933784      235.71784      9.1634059      366.63306      13.748521
           -3.2      347.59169      11.411913      281.21399      9.7099986      436.92277      14.300868
           -3.1      471.93296      19.225936      386.92629      16.583743      582.15053        22.6894
             -3       561.9005      30.146917      455.27076      26.526194      706.04205      34.233561
           -2.9      643.43294      17.850704      525.92002      15.405195      798.11903       22.38439
           -2.8      726.13522      18.628809      592.11438       15.89588      904.53849      22.520741
           -2.7      817.77271      21.231458      667.81544      18.338674      1016.4054      25.160526
           -2.6      909.80608      20.534242      747.42949      17.528885      1120.4027       25.21648
           -2.5       978.8081      19.111103      791.54382      15.956946      1231.9224      23.884992
           -2.4      1097.0982      26.321964      893.55931      22.442088      1369.0256      31.853724
           -2.3      1254.0594      34.211013      1023.3079      28.727105      1560.4748      41.738203
           -2.2      1285.3397      32.539156      1051.4663      28.480769      1593.3574      38.325541
           -2.1      1381.2105      55.612522      1133.8566      49.561856       1704.195      61.513192
             -2      1346.8257      26.979795      1099.0787      23.300922      1674.6421      32.161789
           -1.9      1485.8434       33.92154      1214.6705      29.770357      1843.5301      39.513407
           -1.8      1526.7997      31.711404       1248.244      27.765343      1893.1791      36.848356
           -1.7      1577.0668      31.683798      1290.8727      27.891456      1953.8824      36.791972
           -1.6      1606.7084      28.327535      1317.2216      24.396852       1985.142      33.881944
           -1.5      1651.0543      32.153537      1349.1556      26.994952      2047.3668      39.396617
           -1.4      1709.7788      31.034235      1395.9831      26.645601      2122.2133      37.454384
           -1.3      1791.2698      34.460873      1466.4628       29.92439      2215.6744      40.520934
           -1.2      1793.8893      34.560389      1466.3037      29.278698      2223.3982      42.022623
           -1.1      1823.5817      30.657567       1489.444      26.122108      2261.7517      36.976854
             -1      1867.5454      38.361249       1535.302      34.092457      2297.7447      44.480336
           -0.9      1852.9622      35.494926      1509.6257      29.367349      2304.9316      44.110403
           -0.8      1888.3474      46.397678      1543.4038      39.279042      2339.2887      55.415747
           -0.7      1891.4668      30.365395      1544.0356      25.737083      2346.8641      37.069132
           -0.6      1925.5169      52.525591      1578.0524      45.461241      2378.1397       61.22461
           -0.5      1959.7411      35.689906      1601.4456       31.43344      2430.8928      41.943192
           -0.4      1963.9484      43.302284      1602.4337      37.694184      2439.2856       50.37995
           -0.3      1853.1542      28.687883      1517.1966      24.698776      2288.8983      34.798241
           -0.2      1933.4698      52.448737      1584.4304       48.38845      2387.9705      56.520091
           -0.1       1910.151      33.935656      1565.0245      29.525819      2359.3116      40.573839
              0      1981.0274      46.199519      1615.5821      40.077226       2461.753      53.706701
            0.1      1942.8786      37.614394      1588.6271      32.933149      2406.2354      43.678685
            0.2      1926.8435      44.993458      1579.8844      40.150139      2377.1634      50.692747
            0.3      1838.7701      31.735929      1498.9267      27.344377      2284.8159      37.894687
            0.4      1992.5759      53.602316      1626.3109      44.487121      2472.3269      65.844295
            0.5      1892.3932      33.241543      1547.3576      29.072624      2343.2142      38.750546
            0.6      1885.3767      33.271097      1543.8738      29.292433      2330.2678      39.300385
            0.7       1893.177       43.39843      1555.7872      38.469711      2329.3519      49.664508
