# m_Zbb-CMS-2bj        central        num_err    min (scale)        num_err    max (scale)        num_err
# et
            150      1.8315913    0.045802108      1.6016861    0.041542054      2.1192686    0.051277671
            200       2.552184    0.058335459      2.2339823    0.053393826      2.9565491    0.064339864
            250      1.9301729    0.048243695      1.6760297    0.043603849      2.2507054    0.053951109
            300      1.5001654    0.062502826      1.3123773    0.059969537       1.733322    0.063337021
            350     0.94309954    0.033543139     0.81008565    0.030367121      1.1204248    0.037785195
            400     0.74803665    0.034655955     0.64695246    0.031524772      0.8817897    0.038907556
            450     0.50407038    0.025513233     0.43101955    0.022954011     0.60187918    0.028907413
            500      0.3288287    0.017846901     0.27984373    0.016184107     0.39373754    0.019898875
            600      0.3288287    0.017846901     0.27984373    0.016184107     0.39373754    0.019898875
