#       pt_lep1        central        num_err    min (scale)        num_err    max (scale)        num_err
            365     0.25276481     0.03699228     0.20454995     0.03030067     0.31491827    0.047287878
            370     0.26378995    0.044359741     0.21585218    0.037666716     0.32749285    0.055217345
            375      0.2127761    0.037187578     0.16916413    0.030358052     0.27086224    0.047565281
            380     0.23384313    0.043487543     0.19314358    0.034725132     0.28011229    0.061557349
            385     0.19881352    0.034223868     0.16021508    0.027149804     0.24914726    0.045208457
            390     0.18392861    0.032655546     0.14576816     0.02661485     0.23650302    0.043258566
            395     0.11992961    0.024663588    0.096119889      0.0197142     0.15043274    0.032122621
            400     0.15550268    0.028851642         0.1253    0.023399826     0.19653319    0.037270327
            405     0.16984805    0.028508758     0.13212145    0.022658306     0.22270603    0.037326361
            410     0.18022838    0.035193714     0.14457151    0.029880067     0.22720581    0.042658437
            415     0.12844123    0.027472702    0.099918212       0.021837     0.16915967    0.036150154
            420     0.10150268    0.025214762    0.080381451    0.019288564     0.12985933    0.034973373
            425     0.15650011    0.074220269      0.1385381    0.072119325     0.17554816    0.074291333
            430     0.11537051    0.031680147     0.10286233    0.027087923      0.1272857    0.041348253
            435    0.092811846    0.038314378    0.081261228     0.03404267     0.10189646    0.043731532
            440    0.068819667    0.020834385    0.054947709    0.015477334    0.086863687    0.029438102
            445     0.07117665    0.020718045    0.056055865    0.015042469     0.09132313    0.030518207
            450    0.073551733    0.019922335    0.057241675    0.016066935    0.096643911    0.025662262
            455      0.0669438    0.018340284    0.050101899    0.013672699    0.091702458    0.025538966
            460    0.065868939    0.019978808    0.054402793    0.016046726    0.080433965     0.02697993
            465    0.024514078    0.015328115    0.021995084    0.012040599    0.026715419    0.020736446
            470      0.1315505    0.056101414     0.11516235    0.051524096     0.15280815    0.060410353
            475    0.039991734    0.014701735    0.030854078     0.01118921    0.052601453    0.019834879
            480    0.057602459    0.016717057    0.045400782    0.013232692    0.074676537    0.021987839
            485    0.081425141    0.024963593     0.06413419    0.020820065      0.1061733    0.030806833
            490    0.047185588    0.021054877    0.038163017    0.017354089    0.059153073    0.026807284
            495    0.045689498    0.015786261    0.037174525    0.012705296    0.056201676    0.020645809
            500    0.045689498    0.015786261    0.037174525    0.012705296    0.056201676    0.020645809
