#       pt_lep1        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      4.8763127     0.25660086      4.1715765     0.22628172      6.0214369     0.32882071
              5      52.455382      1.2794409      45.006993      1.1934684      64.830424      1.4019289
             10       167.4075      2.6498922      144.29681       2.419186      203.34633      2.9185102
             15      328.27919      3.8013851      283.51243      3.4793837      395.48337      4.2402067
             20      531.41732      4.7266188      459.20736      4.2781546      638.77248      5.3538764
             25        761.362      5.3385698      658.92403      4.8393986      911.60326      6.0941244
             30      1047.6012      5.5020059      907.68978      4.9765146      1253.9788      6.4016957
             35      1474.1879      5.8128837       1275.279       5.263484      1767.2159      6.7267314
             40      1951.5361      5.8771311       1689.002      5.2914037      2332.8408      6.9081177
             45      1440.2696      4.4814299      1246.3091      4.0446019      1700.9141      5.1762672
             50      980.74664      3.7449462      847.12725      3.4042341      1154.1345      4.2566802
             55      682.48871      2.9232443      586.49543      2.6236591      805.41213      3.3513209
             60      497.29436      2.6494999      426.14481      2.3956546      587.42367      2.9947578
             65      365.62297      2.3089219      311.78216      2.0565462      434.27546      2.6656257
             70       279.7752      1.8723849      237.98223      1.6821327      333.01855      2.1997681
             75      215.09999      1.6957531      182.62895      1.5332426      256.37074      1.9094926
             80      168.14729      1.6859518      142.39618      1.4827812      200.92341      1.9488556
             85      135.33644      1.3793995      114.62872      1.2468121      161.56063      1.5503616
             90      109.02893      1.1925404      91.998597      1.0558571       130.8534      1.3793815
             95      87.814555     0.99583603       73.84897     0.88206456       106.0206      1.1543003
            100      72.652048     0.93785693      61.171479     0.81615791      87.470779      1.1349636
            105      59.221705     0.78452572      49.725066     0.69834094      71.547603     0.91198865
            110       49.81967     0.68624802      41.795363     0.60349016       60.19517      0.8447445
            115       41.18224     0.59203129      34.590886     0.52706079       49.57804     0.72141172
            120      36.361974      1.1232604      30.559632      1.0668992      43.776962      1.1623943
            125      31.507386     0.78156616      26.295115     0.69119433      38.266888     0.89655065
            130      25.939559     0.50795772      21.639078     0.44754925      31.532688     0.59662436
            135      22.434666     0.43174088      18.588906     0.37374121      27.474659     0.51921981
            140       19.49255      0.4278775      16.273961      0.3719939      23.650013      0.5288099
            145      16.972148     0.46743434      14.089481     0.40962011      20.712513     0.54564682
            150      14.648718     0.46305684      12.058905     0.38373293      18.057715     0.57319076
            155      12.230772     0.30302173      10.126257     0.26398916      14.958893     0.36757747
            160      11.669466     0.41077296      9.7410947     0.37766053      14.172078       0.460124
            165      9.4439998        0.30234      7.8147997     0.26466841      11.585776     0.35783159
            170      8.5067514     0.29228749      7.0335686     0.25159972      10.399472     0.34954033
            175      7.4236986     0.23239852      6.1280644     0.19949636      9.1120137     0.28237342
            180      7.0681866     0.32401222      5.8795547     0.28562133      8.5807341     0.37355087
            185      5.8575802     0.24569027       4.883873     0.21715104      7.0862517     0.29841591
            190       5.584747     0.27128101      4.6307424     0.24606948      6.8140755     0.30757403
            195      4.5692172     0.17978963      3.7229374     0.15202862      5.6866377     0.22203465
            200      4.3476877     0.22602528      3.5997299     0.19998965      5.3109373     0.26102869
            205      3.7774338     0.18733794      3.1421563     0.17205177      4.5823409     0.20822639
            210      3.7823903     0.21643191      3.1203127     0.18977479      4.6396574     0.25223567
            215      3.1524844     0.15773602      2.6150408     0.13444919       3.825732     0.19515232
            220      2.6907381     0.18329258      2.2410555     0.16346761      3.2413008     0.22507653
            225      2.6838954     0.14490727      2.1866905     0.12180169      3.3419785     0.17939467
            230      2.2954477     0.12942585       1.930638     0.11461939      2.7324835     0.17953886
            235      2.3192695     0.22355627      1.9158484     0.19760795      2.8357614     0.25367583
            240      1.7820021     0.12390138      1.4460661     0.10235044       2.225301     0.15570003
            245      1.6936201     0.12998513      1.3940859     0.11279179      2.0832478       0.156332
            250      1.5378949      0.1326229       1.275937     0.11432018      1.8628314     0.15697329
            255      1.3466458    0.093327851      1.1072618    0.078124747       1.654795     0.11839892
            260      1.2871001     0.12039687      1.0567904     0.10302594      1.5870496     0.14570019
            265      1.1746145    0.097958285     0.98160606    0.087972685      1.4173922     0.11428954
            270      1.0308437     0.08109893     0.83162224    0.067417928      1.2971822     0.10473867
            275      1.4709481     0.48624697      1.2315663     0.43154264      1.7654752     0.54317389
            280      1.0136137    0.099488685     0.83692268    0.087561125      1.2373342     0.11579777
            285     0.82172572     0.10521376     0.67221776    0.093781069      1.0156455      0.1195104
            290     0.81644494    0.070603589     0.64643285    0.058005514      1.0538941    0.089180431
            295     0.85335343    0.075129411     0.72053263    0.070817071      1.0076534     0.10198148
            300     0.63766482    0.062164742     0.52091754     0.05067073     0.78224504    0.082224101
            305     0.61978002    0.063041409     0.51022592    0.052349813     0.75686793    0.084488409
            310     0.60695543    0.059861371     0.49178492    0.048901931     0.75629263    0.076273777
            315     0.52133141    0.058295549     0.42169788    0.047901775     0.65416626     0.07473004
            320     0.45911197    0.074079424     0.36917888    0.066796005     0.57968525    0.082880504
            325     0.75783946     0.20596323     0.66549709     0.20348514     0.86546704     0.19664064
            330      0.3677752     0.05879876      0.2976105    0.051572905     0.46299899    0.068543886
            335     0.43756917    0.059215953     0.35928492    0.051899954     0.53879162    0.070027034
            340     0.36091498    0.056392735     0.29062927    0.048060069     0.45623106    0.068152416
            345     0.37001141    0.048206544     0.30477933    0.040116533     0.44915497    0.060155525
            350     0.39681699     0.11342373     0.32875933     0.10606249     0.48894838     0.11937341
            355     0.24640324    0.038824927     0.19636659    0.031725435     0.31506391    0.049260784
            360      0.2909552    0.049133877     0.23204829    0.040273629      0.3726476    0.062524776
