#    pt_j2-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2064.9926       18.58102      1834.3534      16.735119      2611.6752      23.389094
              1      3303.7096      22.613464      2916.8755      20.289764      4105.3905      27.980882
              2      3528.0206      22.962327      3098.8273       20.63564      4160.7969      26.772124
              3      3293.3286      21.112006      2881.2285      19.134337      3820.3293      23.581844
              4      3028.1704      19.893309      2641.4865      18.257783      3495.0779      21.521232
              5      2677.1376      16.418456      2326.6135      14.833066      3092.0811      18.133614
              6      2384.2284      15.280531      2066.3948      13.857127      2758.7437      16.763309
              7      2175.3074      15.063571      1883.8534      13.785779      2516.5345      16.353153
              8      1924.4799      13.721304      1660.7053      12.486667      2235.0976      14.955826
              9      1731.4272      12.052668      1493.1438      10.974583      2011.7467       13.20426
             10      1555.6339      13.047998      1338.6177      11.872824      1811.9749      14.175752
             11      1426.9861      11.067441      1227.5059      10.063117      1662.4065      12.095568
             12      1272.0741       9.159842      1090.2991      8.2716857      1489.4066      10.155693
             13      1177.4017      10.008963      1009.2345      9.0423356      1377.9998      11.073721
             14      1062.7833      10.010773      909.95861      9.3411111      1245.5279      10.640387
             15      990.44949      9.9096412       846.3164      9.1017077      1164.2242      10.723405
             16      891.37155      8.0271699      759.34998      7.2214503      1052.5149      8.9385829
             17      822.88207      8.3695915      700.62238      7.7366657       972.6058      9.5645526
             18      740.01243      6.6103853      627.29105      5.8764891      879.70163      7.5025934
             19        701.765       8.801738      596.58854      7.8696023      831.03339      10.119376
             20      641.88361      6.7665521       545.5384      6.0919145        760.295      7.6493233
             21      591.61811      6.2137992      500.84553      5.4908578      704.47596      7.1249098
             22      546.02106      6.7841782      462.14421      5.9802187      649.93933      7.7509219
             23      504.39234      7.3591473      425.74831      7.0545771       603.2142      7.6721351
             24      472.65111      5.3294372      398.16758      4.6832462       566.1978      6.1712473
             25      445.17387      5.6258414      374.31676        4.90642      534.35464      6.5647399
             26      420.63842      7.6241631      353.44074      6.6188039      505.24192      8.8571324
             27      390.89968      5.8835587      328.56508      5.1726452      469.42529      6.7703125
             28      363.79692      5.6368567      305.42967      4.9827329      437.39847      6.4333866
             29        334.988      4.2158682      281.06888      3.7866446      403.12168      4.8415965
             30      317.16982      6.5941088      265.28696      5.8868955       383.1873       7.323351
             31      295.42105      4.8039554      246.34637      4.2857144      358.37018      5.4324524
             32        271.182      4.9052703      225.20905      4.1521492      330.68396      5.8879234
             33      257.78237      4.6294259      214.38971      3.9982886      313.62241      5.4571903
             34      243.83792      4.3285115      202.96076      3.8553501      296.44872      4.8988285
             35      235.39761      4.4903321      195.64631      3.9934547      286.77011      5.0871993
             36      217.43269      3.8142622      180.85594      3.3145194      264.37379      4.5124972
             37      197.82538      3.3706424      163.07908      2.8926861      243.39521      4.0098544
             38      191.20392      4.2886941      158.05587      3.8283421      234.42439      4.8271439
             39      186.28996      2.9990118      154.16498      2.5974795      227.97792      3.5701228
             40      172.55968      3.0126227      141.92139      2.6124268      212.91436      3.5404741
             41      160.58703      2.9048619      132.23431      2.4991469      197.70674      3.4444136
             42      153.53312       3.084756      127.12381      2.7645396      187.57633      3.9551985
             43      149.41205      2.9984265      123.08792      2.7939429      183.83237      3.2869802
             44      143.61261      3.0480772      118.46309      2.6793106      176.43129      3.5243143
             45      131.00618      2.3811424      107.63586      2.0269158      161.77734      2.8891396
             46      133.63789      3.4683849      109.48506      2.9811278      165.69634      4.0916113
             47       120.2756      2.6835888      99.040052      2.3691826      148.03471      3.1063905
             48      116.75925      3.1173595      95.530456      2.7544182       145.1242      3.5632683
             49      113.52169      3.1179048        92.9777      2.6456253      140.74127      3.7504563
             50      113.52169      3.1179048        92.9777      2.6456253      140.74127      3.7504563
