# eta_bjet1-CMS        central        num_err    min (scale)        num_err    max (scale)        num_err
# -1bjet
              0      2226.9525       18.93403      1927.5565      17.333027       2601.241      20.991313
            0.4      2151.5781      19.704797      1866.0221      18.230077      2508.5824      21.531737
            0.8      1945.1706      19.693631      1689.1961      18.262185      2260.9377      21.474449
            1.2      1705.0255      17.136279       1481.776      15.699716      1980.0039      18.981616
            1.6      1446.0341      17.755123      1261.2163      15.932737      1674.7061      20.103596
              2      1157.4288       19.82073      1007.0004      17.459912      1344.4566      22.695045
            2.4      1157.4288       19.82073      1007.0004      17.459912      1344.4566      22.695045
