# pt_bbZ-zoom-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj20
              0      3.9414335     0.36384985      3.3030392     0.31030052       4.771923     0.44220343
              1      13.804858     0.76987442      11.617841     0.66239161      16.622986     0.92813077
              2       26.31075       1.780531      22.426189      1.6369991      31.123908      1.9078014
              3      36.067794      1.6517723      30.792117      1.5197304      42.542592      1.7880424
              4      51.396159      1.6749524      43.667991      1.4756779      61.050921      1.9353015
              5      68.070061      2.0876457      57.653593      1.9224805      81.379091       2.305792
              6      75.784159      2.0167067      63.907542      1.7865511      91.031992      2.3088639
              7      96.156411      2.6446201      81.748711      2.4069607      114.29259      2.9398245
              8      108.82398      2.4492905      91.839928      2.1530146       130.4829      2.8287464
              9      132.31151      3.3646248      112.89813      3.1073995      156.13219      3.6131539
             10      148.68994       2.938357      126.18048      2.6305801      176.95644       3.317004
             11       171.0597      3.5976115      145.75966      3.2724528      202.33502      3.9652997
             12      192.79218      3.6167842      164.13994      3.2704876      228.10036      3.9973923
             13      215.77286       4.059168      182.90805      3.6634924      257.05303      4.5007702
             14      246.96842      7.2584937      210.54495      6.7084935      291.71826      7.5669738
             15      264.51526      4.0373971      225.58118      3.6341002      312.28738       4.512406
             16      300.96812      4.8717595      256.91212      4.4673878      354.57582      5.2509716
             17      320.23237      4.7745678      273.41801      4.3612119      377.31034      5.2141501
             18      357.14114      6.0783937      305.52235      5.7597443      419.37959      6.2153696
             19      376.96602      5.0824485      322.59909      4.5440874      442.06087      5.7345234
             20      451.25076      6.6996862      386.92803      6.1557053      528.15506      7.1624194
             21      483.05395      6.2248791      415.89453      5.7386303      561.47385      7.0070825
             22      509.93242      7.2518677      438.88487       6.689527      593.32285      8.0815761
             23      531.87032      6.3807933      457.68677      5.8088961      619.12924      7.1680952
             24      532.15181      5.7810179      456.82233      5.2005812      621.50342      6.5986128
             25       548.7566      6.0950234      471.88263      5.5483983      638.83727      6.6591117
             26      577.16834      8.0379975      496.94236      7.3515443       671.4979      8.8932704
             27      569.06206      6.9858886        489.736      6.4997645      663.72492      7.8288672
             28      572.90275      7.2061468      492.68843      6.4734603      669.01933       8.186675
             29      560.45836      5.9371204      481.59508      5.2833941      653.68359       6.811281
             30      563.80231      6.4362809      485.63181      5.8273672      657.34603      7.1490695
             31      548.28688      6.1654018      470.51824       5.451769      641.85523       7.042594
             32      545.23344       6.159882      467.62003      5.4554296      639.19186      7.0479128
             33       539.6472      6.4573974      462.65263       5.689544      632.67537      7.4164729
             34      544.52479      6.6510628       467.4034      5.9343754       636.9967      7.4855514
             35      511.49001      6.5587113      437.94897      5.9036899      600.36003       7.289408
             36        500.729       5.619684      427.66554      4.9545403      589.58801       6.458896
             37      499.02572      6.1390724      427.59386      5.5532982      584.79485      6.7956127
             38      480.76134      5.5385261      409.79464      4.9279584      567.45802      6.2855958
             39      456.31445      5.2244896      390.12755      4.6247383      536.30602      6.0137028
             40      467.23576      7.5547503      398.25332      7.1956492      551.55504      7.9277192
             41      427.37394      5.2554611      363.03013      4.6210951      506.05497      6.0554711
             42      426.54881      5.7789954      363.90731      5.2367047      502.10683      6.4219328
             43      404.51975      5.1268104      344.82677      4.5730558      476.91478      5.8034503
             44      393.85714      5.0533315      334.52216      4.4407825      466.35407      5.8148187
             45      380.14111      4.6620047      322.93585      4.1201602      450.09472      5.3437989
             46       384.1729      6.5311979      326.91739      5.8000423      453.71165      7.4004917
             47      364.99828      6.5790784      309.35727      5.8350573      433.37761       7.435967
             48      344.42959      4.3452665      291.65058      3.8211486      409.44453      5.0807253
             49      336.87343      4.4686893       285.3226      3.9551062      400.27116       5.109495
             50      336.87343      4.4686893       285.3226      3.9551062      400.27116       5.109495
