#  total-ptj120        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2602.6356       14.08165      2069.8496      12.026057      3330.9106       17.02511
              1      2602.6356       14.08165      2069.8496      12.026057      3330.9106       17.02511
