# dy_bbZ-j1-ptj        central        num_err    min (scale)        num_err    max (scale)        num_err
# 60
             -8   0.0060279497     0.30604941   -0.012385469     0.46849099    0.022670408     0.33791814
           -7.9     0.43882684     0.31028192     0.32605587     0.23055779      0.6039218     0.42707864
           -7.8      1.4975083      1.2481643      1.2454581      1.0732405       1.832419      1.4458288
           -7.7     0.21941342     0.21940245     0.14924023     0.14923277     0.33506146     0.33504471
           -7.6      1.3104469     0.70060262      1.0455977     0.57097828      1.6763576      0.8825361
           -7.5     0.84200563     0.42211211     0.64755308     0.32700888       1.137229     0.59647856
           -7.4      3.5624358      1.2118259      2.8280726      1.0119515      4.7483184      1.5415903
           -7.3      3.3908213      1.0289601      2.7181397     0.85586582      4.3299944       1.279306
           -7.2       5.972352      2.3316782      5.0115755      2.0869683      7.2293576      2.5916484
           -7.1      5.9102012      1.4650443      4.5516592      1.1418458       7.986743      1.9914467
             -7      17.227855      10.792605      14.501816      9.4690892      20.784592       12.28188
           -6.9      5.4172347      1.2175219      4.1735531     0.91679028      7.2027821       1.703226
           -6.8      6.7196426      1.2585521      5.0232291     0.95114417      9.3078212      1.7410416
           -6.7      7.0945811      1.7552504      6.0334469      1.4114336      8.2235978      2.5911202
           -6.6      10.369045         1.8508      8.4864414      1.5286237      12.820112      2.4308967
           -6.5      13.265391      2.7181248      10.849279      2.2299213      16.451319      3.4679868
           -6.4      14.045162      2.4324704      11.296654      1.9393461      17.800615      3.1774875
           -6.3      21.709598      4.8281365      17.097603      3.8056769      28.202726      6.2438408
           -6.2      19.994877      2.3968412      16.059799      1.9628959      25.461492      3.0702615
           -6.1      20.321453      2.4744955      15.865603      1.9614971      26.800771      3.2871365
             -6      23.775285      3.7164676      19.546237      3.1486382       29.27871      4.5889655
           -5.9      27.104978      3.0581606      20.932855      2.3671872      36.252821      4.1552169
           -5.8      30.956201       3.647153      25.274441      2.9643051      38.363581      4.6813924
           -5.7      35.284766       3.533243      28.145593      2.8806018      45.153306       4.609538
           -5.6      49.410034      5.4422061      38.996492      4.3616398      64.171329      6.9974521
           -5.5      50.969542      4.2936697      40.930329      3.5371835      64.612258        5.47961
           -5.4      54.194693      4.5747564      43.072892        3.74483      69.791229      5.8000812
           -5.3      72.025459      11.390179      57.496726      9.2974775      92.131256      14.281117
           -5.2      74.786753       5.286178      58.456376      4.1016587      98.321118      7.1889641
           -5.1      68.846129      4.8697277      55.489423      3.9803312      86.900503      6.3020343
             -5       80.74528      5.6390584      64.447173      4.7686109      103.41047      7.0186609
           -4.9      105.05708      6.7403367      85.069964       5.590738      131.72499       8.540481
           -4.8      109.52671      6.4507782      86.224894      5.1946609       142.4127      8.2973404
           -4.7      145.61919      15.109934      117.70961      13.086101      183.42314      17.428243
           -4.6       139.4178      8.2309273      109.72587      6.6707272       181.6371      10.524812
           -4.5      156.33617       9.440194      126.84766      7.8938548      195.59707      11.666779
           -4.4      181.59799      9.3565131      145.46773      7.8099265      230.60711      11.519124
           -4.3      203.54174      15.295756      163.80421       12.82052      257.66503      18.517183
           -4.2      217.06516      11.085517      174.98392      9.3683751      273.64592      13.764523
           -4.1      221.89482       9.520484       177.4185      7.8097015      282.95394      12.146808
             -4      303.79645      19.655453      245.97713      16.852567      381.25875      23.105717
           -3.9      283.75178      10.128119      228.59283      8.6701038      358.32783      13.740944
           -3.8      340.31898      22.784673      274.71065      19.433282      428.27451      26.753873
           -3.7      349.20931      13.745764      278.91606      11.412574      445.57666      17.071795
           -3.6      375.09472      12.860418      303.02757      10.853644       471.6367      16.324207
           -3.5      402.89516       14.30043      322.63387      11.814598      512.23633      17.942999
           -3.4      461.14129       17.09461      372.40201      14.554253      580.61681      20.597194
           -3.3      501.62244      19.564784      405.86236      16.626352      629.51805      23.568437
           -3.2      533.02017      22.918475      428.83624      18.693313      673.68885      28.639793
           -3.1      593.17784      25.663577      478.08709      21.520846      747.75019      31.228468
             -3      645.68431      19.957311      524.89516       17.31093      805.56885      23.455421
           -2.9      682.52523      28.601257      553.50045       24.67011      853.75725      33.423212
           -2.8      706.28806      18.173819      569.62932      15.137998       890.2692      22.498319
           -2.7      778.99756       19.06932      629.45929       16.14298      979.90788       23.45986
           -2.6      827.93435      20.830362      670.05126      17.456368      1038.1507      26.284346
           -2.5      894.96476      20.855001      725.40787      17.723797      1121.1149      25.472419
           -2.4      963.61545      29.028291      782.83712      24.780731      1203.3301      34.642006
           -2.3      964.11372      18.409745      778.59522      15.311012       1212.914      22.996224
           -2.2      1064.7243      21.556873      864.43587      18.157402       1331.337      26.455716
           -2.1      1119.9236      25.649285      909.29564      21.832258      1400.0096      30.953415
             -2      1142.0826      20.976607      933.24076      18.094359      1413.6707      27.537629
           -1.9      1244.3972      24.034036      1018.7994      20.423856      1539.3904      30.534496
           -1.8      1320.3724      32.826866      1077.3888      28.319873      1640.3493      38.703586
           -1.7      1300.6704      24.052709      1060.1865      20.556411       1617.964      29.059016
           -1.6      1371.1923      29.905772       1119.642      25.746185      1702.3295      35.375419
           -1.5      1462.8577      30.195483      1196.1019      26.188862      1813.3556      35.535848
           -1.4      1491.6668      42.474275       1219.513      35.392447       1848.528      51.780391
           -1.3      1552.2068      30.054538      1266.4897      25.167536      1928.7646      37.045135
           -1.2      1689.1206      47.624218      1387.1134      41.829366      2082.2687      54.682491
           -1.1      1604.9773      47.578772      1315.6161      40.868665      1982.9676       55.95115
             -1      1647.7996      27.643174      1351.2628      23.730803      2035.2634       33.19512
           -0.9       1725.807      33.149271      1421.1146      28.592805      2119.6691      40.644837
           -0.8      1767.8628      35.606528      1460.1979      30.699117      2163.5393      42.144168
           -0.7      1851.6921      50.740683      1531.3636      46.810895      2264.2456      55.526537
           -0.6      1848.0795      43.639761      1529.4621        38.2045      2256.1514       51.12045
           -0.5      1855.2999      47.258244      1526.0138      40.568517       2283.595      55.483213
           -0.4      1782.3907       39.19635      1474.5065      35.638988      2178.1993      43.087021
           -0.3      1842.7547      46.056829      1528.3343      41.021943      2242.4189      51.786708
           -0.2       1762.733      27.319874      1456.8013      23.841959        2153.87      33.166343
           -0.1      1843.8425      40.051787      1515.7382      35.075116       2270.733       46.16212
              0      1705.7778      25.612271      1404.6658      22.337058      2095.0442      31.175403
            0.1      1763.1727      31.885697      1458.5206      28.072666      2152.3895       37.12084
            0.2      1745.0277      27.755722      1433.5742      23.785417      2150.7683       33.29566
            0.3      1885.8692      49.884192      1552.0274      42.526103      2316.8207      59.097991
            0.4      1850.6169      35.352387      1525.1178       30.28076      2271.3416       42.14823
            0.5      1776.7002      32.792268      1460.5394      29.210349      2188.0693      37.504036
            0.6      1729.8372      28.976713      1420.6751      25.249494      2132.1347       34.06616
            0.7      1784.4828      29.154038      1467.2584      25.153513      2194.9647      34.978631
            0.8      1737.4284      30.481891      1430.7912      26.724971      2134.1336      35.558986
            0.9      1675.5075      35.320486      1377.0572       31.33104      2063.6223      40.178602
              1      1699.5175       30.08663      1393.5685       26.48547      2098.9327      35.055591
            1.1      1524.0265      23.972014      1245.5508      20.450098      1890.3005      29.183766
            1.2      1570.0385      26.948589      1287.6539       23.18727       1937.022       32.62859
            1.3      1537.1693      36.639314      1262.7451       32.88231       1893.793      41.440441
            1.4      1450.4062      28.283222      1186.5191      24.551332      1796.1538      33.339886
            1.5      1445.3986      35.839016      1183.1675      31.848571      1789.7414       40.69171
            1.6      1340.5825       29.57772      1096.3789      26.549911      1661.6132      33.597838
            1.7       1320.341      30.274839      1078.1719      26.295623      1638.8983      35.545041
            1.8      1213.3154      24.231216      985.63299      20.744786      1515.4474      29.013925
            1.9      1168.9971      23.807099      954.20277      20.474683       1452.153      28.592823
              2      1162.6691      31.114195       946.3688      26.822288      1449.2404      36.608785
            2.1       1087.932      43.000745      885.70121      37.156594      1355.4736      50.615447
            2.2      1024.5366      51.617038      835.85964      45.895071      1272.9467      57.240341
            2.3      941.18659      26.645302      761.20535      23.280918      1182.7501       30.96089
            2.4      845.67326      18.152799      684.81042      15.124007      1059.4123      22.655249
            2.5       849.3225      31.068541      686.21133      26.730388       1068.663      36.510453
            2.6      772.21966      20.290688      624.35969      17.296858      970.64232      24.447112
            2.7      716.47621      20.233636      582.44494      16.439081      893.91582      26.704843
            2.8      678.80814      19.721015      550.64615      16.904888      849.41746      23.600358
            2.9      621.88327      15.876586       502.1611      13.258444      782.84415      19.760062
              3      572.91099      17.955818      463.79637      15.257537      718.66869      21.683824
            3.1      497.27601      13.543944      399.79959      11.085835      628.97756      17.196196
            3.2      514.31615      20.976893      416.93966      17.788024      642.77525      25.361076
            3.3      451.44472      16.093834      364.43631      13.434389      568.23457      19.841063
            3.4      391.55767      12.077827      313.21344       9.914418      498.85913       15.37498
            3.5      390.80789      13.245546      311.88329      10.807423      499.61099      16.860679
            3.6      335.95561      12.843556      271.28058      10.973076      422.79652       15.65566
            3.7       313.2414      22.736206      247.86321      17.889866      404.34181      29.418126
            3.8      308.97185      14.484824      246.02334       11.87458      395.87726      18.005234
