#        pt_bbZ        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1634.0739      7.1461514      1440.7403      6.5999264      2145.4017      9.4033353
              5      1836.6677       7.169285      1604.8836      6.4996705      2136.6282      7.9842075
             10      1385.1809      5.7185112       1205.341      5.2363274      1593.5687      6.1319708
             15      1075.6405      4.4602982      932.15664      4.0959609      1240.3039      4.7922819
             20       875.6555      3.8886722      756.89096       3.568849      1012.5337      4.1901646
             25        723.309      3.5639737      623.55304      3.2673603      839.78462      3.9941883
             30      610.07771      2.9955153      524.52289      2.6715527      712.83651      3.3865317
             35      510.51966      2.7095128         436.75      2.4253673      599.72496      3.0448244
             40      434.75744      2.6076122      370.40405      2.3783141       512.9769      2.8857502
             45      369.98189      2.4203145      314.03666      2.1439116      438.46572      2.7595746
             50      309.78742      2.3329054      261.63488      2.0644894      369.46834      2.6684556
             55      261.54891      1.8779838      219.71966      1.6454985      313.89745      2.1767958
             60      217.77934      1.5737677      182.10419       1.381043      262.79339      1.8279496
             65       185.8161      1.6502132      154.76515      1.4297207      225.24648      1.9682062
             70      161.47176      1.4334049      133.95059      1.2427591      196.74369      1.6837751
             75      142.68648      1.7450537      118.39116      1.5055958      173.68068      2.0665234
             80      119.32175      1.1805031      98.488009      1.0160542      146.18208      1.4154754
             85      101.99713      1.0240948      83.967606     0.90419057      125.28739      1.1969613
             90      91.892511      1.2687846      75.323841      1.0660381      113.51859      1.5449629
             95      79.002242      1.3174611       64.99391      1.1661736      97.059088      1.4969477
            100       67.57754     0.72482678      55.103896      0.6136859      83.950314     0.89261122
            105      61.351479     0.85976543      50.178937     0.74681858      75.886871      1.0180358
            110      53.942437      1.0053273      43.918695     0.87314102      67.133924      1.1715946
            115      48.307448       1.279827      39.237788      1.1495291      60.324878       1.427692
            120      40.641624     0.57111218      33.019999     0.48851774      50.607303      0.7266071
            125      37.612854     0.64587427      30.435846     0.54499612       47.09476     0.79006565
            130      34.599441     0.98869574      28.077349     0.84490298      43.236162      1.1830209
            135      28.307605     0.51897494      22.958564     0.44601623      35.315692     0.63323802
            140      25.974552     0.57362234      21.119624     0.49668923      32.274364     0.68785019
            145      24.285328     0.83237285      19.694806     0.74593437      30.333399     0.93040385
            150      21.232164     0.54260831      17.108628     0.45694309      26.688885      0.6607705
            155      19.082312     0.54381084      15.392064     0.47866597      23.951149     0.62366901
            160      17.662423     0.48664151      14.263608     0.41783138      22.137936     0.58437667
            165      15.881852     0.58746238      12.824569     0.50648917      19.915164     0.69210437
            170      13.773576       0.339142      11.107689     0.28433643      17.291141     0.42140836
            175      13.054544     0.91981284      10.463102     0.78272869      16.529474      1.0898948
            180      12.164516      0.6227532      9.7845309     0.53648904      15.349572     0.73376738
            185      9.7862391     0.30482764      7.8083703     0.24812301      12.451646     0.38883053
            190      9.1828767      0.2678218      7.3815742     0.22465103      11.567993     0.33485056
            195      8.1535043     0.25000102      6.5345627     0.20948657      10.301887     0.31388583
            200      7.4897967     0.21811498      5.9771305     0.17799947      9.5126865     0.28191333
            205      7.0276013     0.26474831      5.6302782     0.22817961      8.8752265     0.31723503
            210      6.0735856     0.29992143      4.8924353     0.25938493      7.6176278     0.35507639
            215       5.486376     0.18973449      4.4139109     0.15520305      6.8891157     0.24633368
            220      5.5620277     0.26272643      4.4787818     0.22974812      6.9961956     0.32014611
            225      5.4426901     0.30911758      4.3684887     0.26117707      6.8636353     0.37586992
            230      4.4787701     0.25422171      3.5830107     0.23198342      5.6725952     0.28483445
            235      4.6107584     0.37029784      3.6955999     0.30027957      5.8175829     0.46544674
            240      4.5619854     0.48234981      3.7006808     0.40945532      5.6781183     0.57506277
            245      3.8362627     0.24763127       3.149749     0.21734318      4.6700242     0.30375671
            250       3.242543      0.1333107      2.5573136     0.10591365      4.1729127     0.17648056
            255      2.8375713     0.15981453      2.2682497     0.12965672      3.5808188     0.20514686
            260      2.8556483     0.14376277      2.2714619     0.11937619      3.6414691     0.18186985
            265      2.8068132     0.21224526      2.2605108     0.18333917      3.5213473     0.25305596
            270      2.1705992     0.10943208       1.705276      0.0848601       2.806858     0.14883751
            275      2.0568072     0.14140373      1.6549126     0.13144345      2.5792931     0.15407671
            280      2.3747014     0.16090576      1.8845167     0.13584789       3.032313     0.19507103
