# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ750
              0      367.91024      7.2266179      303.57954      6.0793172      574.65429      11.426039
              1       1456.222      15.163937      1208.5768      13.449763      2223.9213      23.074546
              2      2011.6183      17.855778      1747.2658      16.193691      2652.0347       23.74767
              3      2157.8198      18.767363      1896.4847      16.607549      2666.2561      23.328875
              4      2169.2959      18.747031       1902.231      16.786933       2602.001      22.098659
              5      2077.3464      19.726166      1820.2397      17.806229      2443.4239       22.38685
              6       1923.517      14.841715      1679.3372      13.339988      2250.3701      16.895525
              7      1839.9754      17.572438      1607.8291      15.910816      2131.8251      19.344271
              8      1692.6211      13.839092      1475.4575      12.457773      1959.2042      15.473967
              9      1630.9198       14.54813      1423.6515      13.432388      1877.4735      15.580201
             10      1542.8451      14.017045      1343.9306      12.697479      1777.1043      15.323041
             11      1444.0678      12.885513      1258.3186      11.781847      1658.6091      13.822678
             12      1365.8896      12.237167      1187.9254      11.168146      1571.5056      13.199704
             13      1304.0598      12.244305      1133.0421      11.222741      1500.9675      13.114799
             14      1242.0271      13.246937      1078.6702      12.243743      1429.5013      13.949853
             15      1199.1429      11.917487      1041.4036      11.016952      1379.0287      12.594268
             16      1124.0867      10.006649      975.23837      9.1923876      1293.5251      10.734826
             17      1037.0112      8.7116577      896.83825      7.9015265      1199.5885      9.5802088
             18      1014.3313      9.9975528      877.65185      9.2687543      1171.4489      10.570544
             19       968.8869      9.1237435      838.23446      8.2524637      1118.7755      10.070716
             20      941.41423      9.2973953       814.0269       8.528122      1088.2315      9.9807197
             21      904.94027      9.2415016      783.22176      8.6159139      1043.8287      9.7944687
             22      874.57098      9.7357293      755.94317      8.9068597      1011.2759      10.463687
             23      834.51588      8.2305515      721.71479      7.5128943      963.63013      8.9580014
             24      789.54783      7.0945519      680.10738      6.3742986      917.27705       7.903435
             25      757.82375      7.4516696      653.96065      6.8196229       877.7778      8.0925527
             26      753.37133      9.2403353      650.44246      8.5455172       872.5833      9.7620638
             27      717.59721       8.296971      618.28928      7.6930565      833.98302      9.2593214
             28      696.25129      8.0028257      599.69746      7.2633649      809.70818      8.9505356
             29      659.97485      6.9587109      567.63046      6.2336345      768.38041      7.7497315
             30      641.96303      6.7722881      553.27132      6.2238927      747.00333      7.5444729
             31      617.64579      6.9300977      530.91755      6.2310371      721.34324      7.8160615
             32       597.7375      6.3905785      513.55343      5.6661292      699.19165      7.3002583
             33      584.29588      6.6711539      501.56231      5.8810646      684.02709      7.6551195
             34      580.64527      6.9394612      499.11023      6.1990825      678.18714      7.7952956
             35      537.21206      6.6650835      460.47427      6.0010469       629.7321       7.404097
             36      519.88968      6.6289089      444.63424      5.9003553      610.99359      7.4650953
             37      512.24362      6.1779721       439.2804      5.5874001       599.6888      6.8413552
             38      489.14971      5.5638825      417.61235      4.9566335      576.11429       6.308627
             39      464.59148      5.2636729      397.57135      4.6624444      545.37279      6.0527972
             40      473.46265      7.5459099      403.98367      7.1964297      558.19019      7.9003129
             41      434.00199      5.2803807      369.18905      4.6453231      512.92896      6.0801887
             42      430.88305       5.762212       367.9137       5.225115      506.66185      6.3975586
             43      409.80342      5.1461992       349.7846      4.5939109      482.35082      5.8199111
             44      397.72894      5.0613266      338.22443      4.4497735      470.17195      5.8220072
             45      383.32958       4.672504       325.9017      4.1320227      453.42574        5.35005
             46      387.27517      6.5323521      329.85376      5.8033983       456.8294      7.3968354
             47      366.10178      5.9970488      310.65438      5.3935177      434.03421      6.6526576
             48      345.64552      4.3547891      293.04969      3.8313426      410.18539      5.0884507
             49      337.78148      4.4021963       286.3404       3.900742      400.85568      5.0271933
             50      337.78148      4.4021963       286.3404       3.900742      400.85568      5.0271933
