#         pt_j2        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      3043.6443      9.2142865      2674.5542      8.3370541       3638.654      10.805423
              5      2178.5161      6.3586746      1886.1422      5.7929524      2522.8407      6.9414907
             10      1298.9758      4.7255451      1115.1232      4.3166803      1517.4632      5.1405134
             15      829.29611      3.7212802      706.03367      3.3808975      979.85181      4.0967072
             20      551.31325      2.8954981      466.48881      2.6252675      656.82446      3.2341573
             25      391.09938      2.6247951      328.56423      2.3030588       469.9084      3.0315169
             30      277.07863      2.2797789      230.83857      2.0051962      336.46252      2.6102035
             35      205.62991      1.7086747      170.36043      1.5017528      251.38829      1.9765075
             40       155.9409      1.3422421       128.5661      1.1918724      191.69222      1.5856626
             45      123.04012      1.3292348      100.93383       1.150324      152.27477      1.5651478
             50      95.332126      1.0893527      77.930538     0.94116352      118.45442      1.3005108
             55      75.363403     0.87114285      61.232961     0.74123573      94.329891      1.0626639
             60      62.476257      1.0546799      50.609924     0.90971661      78.531495      1.2408332
             65      48.883117     0.68747327        39.4052       0.587057      61.800855     0.83335333
             70      41.786789     0.79817487      33.685149      0.6843834      52.830088     0.95935398
             75      34.612939     0.87080973      27.785351      0.7483878      43.987338      1.0285854
             80      29.553882       1.038312      23.782509     0.95927071      37.460717      1.1141839
             85      24.129069     0.46842601      19.179824     0.40379118      31.042212     0.58009092
             90      21.133218     0.61690776      16.768276     0.50768013      27.250923     0.78896414
             95      17.862076     0.45519492      14.139799     0.38712901      23.080809     0.55263678
            100      15.828783     0.88407559      12.480356     0.75623725      20.569895      1.0405942
            105      13.425515     0.43317191      10.495251     0.36707715      17.619729     0.52342983
            110      11.377205     0.26365155      8.8997607     0.21160776      14.903841     0.34564744
            115      10.029035     0.32999687      7.8715504     0.27331005      13.097512     0.41343573
            120      8.4434116     0.24190169      6.5413289     0.20031232      11.197504     0.30913414
            125      7.8740584     0.32737532      6.1390056     0.27086776      10.364353     0.40819812
            130      6.2813418     0.19364159       4.845975     0.15511115       8.377113     0.25740365
            135      6.2369353     0.25351868      4.8209843     0.21333037      8.3011646     0.31238365
            140      6.0140136     0.23370183      4.6434827     0.19259662      8.0092079      0.2958142
            145      4.5192052      0.1621193      3.4242047     0.12550005      6.1537006     0.22129176
            150      4.5969141     0.37363994      3.5331412     0.29946757      6.1483678     0.47581632
            155      4.0076889     0.16287832      3.0783924     0.13064209      5.3774099     0.21570158
            160      3.7711413     0.16272248      2.8765711     0.13092159      5.0957194     0.21569447
            165       3.064055     0.14832241      2.3267865     0.11687971      4.1546673     0.19783575
