#   total-ptj30        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      21537.319      37.343425      18014.735      33.147752      25996.277      42.793487
              1      21537.319      37.343425      18014.735      33.147752      25996.277      42.793487
