#pt_bb-mbbZ1000        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      872.41235       4.518819       740.2396      3.9764956      1082.9395      5.6490663
              5      1839.7021      6.1365953      1571.0405      5.4897008      2247.9643      7.3228526
             10      1841.2464      6.3011018        1580.71       5.703923      2218.5927      7.2546139
             15       1513.501      5.6455385      1304.5782       5.104314      1802.1376      6.4739791
             20      1178.5981      4.7989143      1018.7289      4.3509667      1394.2264      5.4544361
             25      902.09813      4.5056572      781.74882      4.1183424      1060.4962      5.0115313
             30      689.51924      3.8125834       597.8334      3.4472033      808.45929      4.2982108
             35      532.62884       3.463008      462.47165       3.167145      622.53966      3.8195015
             40      417.49044      2.7978113       362.7406      2.5524082      486.64495      3.1004921
             45      323.67519      2.6907456       281.5203      2.4762196      376.35441      2.9499168
             50      263.86777      2.5222178      229.68603      2.3535433      306.56028      2.7151855
             55      207.36228      2.0801815      180.07057      1.9037777      241.34905      2.2890205
             60       172.1624      1.9249326       149.9554      1.7808926      199.49201        2.07131
             65      138.59968      1.5162621      120.32991      1.3798838      161.00324       1.698072
             70      113.03578      1.5628936      97.849728      1.4178473      132.03348      1.7176729
             75      96.933843      1.4001108      83.829667      1.2493222      113.30093      1.6026144
             80      82.406298      1.4190656      71.577841      1.2600813      95.858788      1.6118177
             85      68.879045     0.97814571      59.727299     0.89702882      80.339938       1.104478
             90       58.83493      1.1107699      51.034293      1.0221998      68.516638      1.2367496
             95       50.69384      0.9159379      43.791853     0.84321021      59.380114     0.99904911
            100       42.48842      0.6753424      36.489093     0.60501941      50.079554     0.77552036
            105      36.727059     0.70422755      31.467263     0.63366252      43.376394     0.79711017
            110      32.240836     0.68096223      27.648247     0.61762011      38.041664     0.76374445
            115      27.547026     0.53381731      23.561904     0.47592968      32.557786     0.61855811
            120      24.842662     0.64288078      21.263237     0.60005991      29.356081     0.70162723
            125      22.869086     0.73805444      19.588206     0.67167417      26.977518     0.81831358
            130      19.286727     0.46560447      16.493619     0.41811885      22.816671     0.53641453
            135      16.907242      0.5017014      14.539607     0.46426653      19.846836     0.55348489
            140      14.813825     0.48269196       12.65768     0.44009999      17.466928     0.53809866
            145      12.933145     0.49585351       11.00473      0.4374179      15.362758       0.572769
            150      12.723453     0.48818187      10.807776     0.44365406      15.145372     0.54507514
            155      10.180508     0.32099229      8.6217346     0.28544047      12.156125      0.3736982
            160      8.9582739     0.29185873      7.5762297     0.25980441      10.697391     0.34003896
            165      9.0107797     0.39222964       7.673795     0.35678349      10.666682     0.44051802
            170      7.7186653     0.30341383      6.5297318     0.27188627       9.202709     0.34640357
            175      6.2184625     0.24574836      5.2312753     0.21748033      7.4730032     0.28650793
