#         pt_j1        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1623.3865      7.1822449      1431.8289       6.609099      2109.0031      9.3725528
              5      1793.6276      7.0909884      1570.0826       6.432577      2074.1508       7.853942
             10      1335.4402      5.5011064      1163.2542      5.0445266      1532.4093      5.8851738
             15      1032.2426      4.6525664      895.72647      4.2842628      1187.3646       4.962909
             20      836.58638       3.757584      723.46871      3.4497778      966.69024      4.0405921
             25      693.64453      3.4504977      598.05596      3.1571984      805.11336      3.7448331
             30      588.20957      2.9717366      505.79915      2.6624448      686.98718      3.3357681
             35      502.66575      2.9650594      430.47708       2.693606      589.65165      3.2986666
             40      419.25072      2.5487962      356.85846      2.2707504      495.13249      2.8766586
             45      356.44842      2.1890148      302.06526      1.9368182      423.21356      2.5289598
             50      303.70256      2.1838684       255.9132      1.9031186      363.08443      2.5302704
             55      256.10883      1.7446748      214.93235      1.5276159      307.62289      2.0258759
             60      221.22197      1.9857209       185.1879      1.7583791      266.54684      2.2631981
             65      187.24012      1.6728395      156.17472      1.4844406      226.49641      1.9207468
             70      160.09822      1.3528719      132.53857       1.166453      195.55025       1.603438
             75      140.73109      1.4867557       116.4189      1.2948372      172.03462      1.7342875
             80      121.52103      1.3715293      100.08732      1.1790149      149.35986      1.6189489
             85      108.10317      1.3443626      88.735135      1.1407057      133.39309      1.6140811
             90      94.040164      1.1839723      76.983103      1.0050544      116.37933      1.4251418
             95      82.152788      1.0011575      67.145239     0.86574614      101.79914      1.1886569
            100      73.120073      1.1302428      59.435933     0.96955304      91.245952      1.3404124
            105      63.292206     0.83544467      51.605021     0.72780728      78.640988     0.98126735
            110      57.844528      1.0393598      47.164558     0.89889277       71.82864      1.2491313
            115      51.185524     0.84346317      41.455093     0.74156977      64.105851     0.98292734
            120      46.827003      1.3139199      38.116677      1.1748147      58.264074      1.4833287
            125      40.609226     0.75436201       32.75102     0.64726406      51.102518     0.90269491
            130      36.508412     0.61294568      29.364582     0.52446196      46.122601     0.74637207
            135      31.189442     0.49228883       25.07632     0.40712124      39.376198     0.62146149
            140       29.58999     0.59071863      23.776121     0.51045542      37.398009     0.70318993
            145      25.779913     0.41768591      20.596106     0.34427712      32.792931     0.53589233
            150      23.753055     0.42233914      18.880169     0.35187207      30.439909     0.52964864
            155      21.854126     0.54632414      17.548015      0.4653939      27.627476     0.66096954
