#  n_light_jets        central        num_err    min (scale)        num_err    max (scale)        num_err
           -0.5      856.01518      9.0200219      751.70664      7.9784738      1096.6171      12.244633
            0.5      9853.9795      32.573837      8565.4847      29.395537      11906.677      38.890176
            1.5      48257.979      62.213456      41484.124      57.126607      57302.708      69.635449
            2.5              0              0              0              0              0              0
            3.5              0              0              0              0              0              0
            4.5              0              0              0              0              0              0
            5.5              0              0              0              0              0              0
            6.5              0              0              0              0              0              0
