#total-mbbZ1000        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      58718.664      66.418748      50583.314      61.170898      70016.078      75.122169
              1      58718.664      66.418748      50583.314      61.170898      70016.078      75.122169
