#   pt_bbZ-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      368.43192      7.2331491      304.09574      6.0868771       575.2469      11.431821
              1       1457.583      15.167898      1210.0037      13.454571      2225.3979      23.077441
              2      2013.1421      17.858012      1748.8375      16.196353       2653.659      23.749517
              3      2159.6997      18.770873      1898.3494      16.611469      2668.2647        23.3324
              4      2171.5128      18.750638      1904.3755      16.790906      2604.4402      22.102592
              5      2080.5971      19.731866      1823.4099      17.812497      2446.9347      22.392812
              6      1927.1047      14.846177      1682.7391      13.344391      2254.3249       16.90065
              7      1844.5479      17.585055      1612.0554      15.922557      2136.9662      19.359026
              8      1696.2919      13.845314      1478.9074      12.463248      1963.2234      15.481685
              9      1634.7968      14.557056      1427.3062       13.44062      1881.6919      15.590455
             10      1547.4586      14.026724      1348.1669      12.706114      1782.2578       15.33483
             11      1449.2042      12.894363      1263.0702      11.790117      1664.3144      13.833201
             12      1371.2125      12.244882      1192.8325       11.17531      1577.4122       13.20914
             13      1310.6683      12.259551      1139.0429      11.236737      1508.4578      13.133181
             14      1247.3608      13.254995      1083.5926      12.250823      1435.4012      13.960125
             15      1206.4982       11.98467      1048.2049      11.075149      1387.0903      12.678973
             16      1132.9762      10.329539      983.16517       9.451326      1303.7019      11.157675
             17      1043.0875      8.7281482      902.35709       7.916247      1206.4123      9.5998654
             18      1019.7486      10.006354      882.50068      9.2761685      1177.6228      10.582052
             19      975.89183      9.1443664      844.55541      8.2710799      1126.6921      10.095461
             20      948.41011      9.3170847      820.23232      8.5443657      1096.2816      10.006268
             21      911.68007      9.2605058      789.20794      8.6320019      1051.5881      9.8184404
             22      880.92946      9.7499544      761.58831      8.9191882      1018.5762      10.481481
             23      840.18995      8.2453331      726.67311      7.5246846      970.26499      8.9779739
             24      797.06791      7.1408862      686.75311      6.4127023      925.95758      7.9616947
             25      764.17308      7.4675025      659.58599      6.8329026      885.09509      8.1126986
             26      759.99428      9.2545437      656.25929      8.5572434      880.58523      10.251651
             27      723.94224      8.3117518      623.85518      7.7050975      841.74964      9.2799833
             28      702.33705      8.0156704      605.07145      7.2746548      817.12505       8.967944
             29      666.09833      6.9740596      572.99327      6.2468572      775.50069      7.7685093
             30      647.92147      6.7922237      558.51837      6.2405264      754.21249      7.5717903
             31      623.32516      6.9488961      535.89266      6.1937955      728.22577      7.8414615
             32      603.24224      6.4043822        518.065      5.6763508      706.05414      7.3201983
             33      589.56776       6.685987      505.89825      5.8924261      690.55505        7.67557
             34      586.33191      6.9529927      503.83869       6.209324       685.1351      7.8146461
             35      543.14273      6.6893392      465.31684      6.0182341      637.14437      7.4409645
             36      526.42779      6.6443929      449.99149      5.9124517      619.15086      7.4864289
             37      517.97887      6.1979152      443.99528      5.6033669      606.79299      6.8678191
             38      495.40128      5.5933815      422.73643      4.9782582      583.87562      6.3505849
             39      469.64762      5.2774601      401.70994      4.6726008      551.66097       6.072806
             40      479.54823       7.596074      409.02775      7.2308964      565.64911      7.9781766
             41      438.90331      5.2999475       373.1496      4.6608699       519.1341      6.1061915
             42      436.89567      5.8102943       372.8293      5.2631446      514.15958      6.4604881
             43      415.24038      5.1665801      354.28754      4.6106023       489.0103      5.8480415
             44      403.19959       5.085036      342.72604      4.4691325       476.9314      5.8523694
             45      388.63244       4.698148      330.27092      4.1514119      459.95451      5.3867809
             46       393.4218      6.5553301      334.84888      5.8205239      464.54631      7.4298642
             47      373.26039      6.6042457      316.53139      5.8568595      442.88386      7.4658543
             48       350.8514      4.3754702      297.27105      3.8472239      416.74031      5.1165451
             49      343.74341      4.4912862      291.26108      3.9741799      408.20363      5.1371956
             50      343.74341      4.4912862      291.26108      3.9741799      408.20363      5.1371956
