#  m_bbZ-ptj120        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
              1              0              0              0              0              0              0
              2              0              0              0              0              0              0
              3              0              0              0              0              0              0
              4              0              0              0              0              0              0
              5              0              0              0              0              0              0
              6              0              0              0              0              0              0
              7              0              0              0              0              0              0
              8              0              0              0              0              0              0
              9              0              0              0              0              0              0
             10              0              0              0              0              0              0
             11              0              0              0              0              0              0
             12              0              0              0              0              0              0
             13              0              0              0              0              0              0
             14              0              0              0              0              0              0
             15              0              0              0              0              0              0
             16              0              0              0              0              0              0
             17              0              0              0              0              0              0
             18              0              0              0              0              0              0
             19              0              0              0              0              0              0
             20              0              0              0              0              0              0
             21              0              0              0              0              0              0
             22              0              0              0              0              0              0
             23              0              0              0              0              0              0
             24              0              0              0              0              0              0
             25              0              0              0              0              0              0
             26              0              0              0              0              0              0
             27   0.0012488077   0.0012487452  0.00066063593  0.00066060293    0.002557202   0.0025570741
             28              0              0              0              0              0              0
             29              0              0              0              0              0              0
             30              0              0              0              0              0              0
             31              0              0              0              0              0              0
             32              0              0              0              0              0              0
             33   0.0012488077   0.0021628902  0.00068537364   0.0037062903   0.0014737997   0.0021345594
             34   0.0024976154   0.0017659925   0.0014666773   0.0010381936   0.0045598729   0.0032294918
             35   0.0049952308   0.0024974905   0.0030661367   0.0015329919   0.0087586009   0.0043790825
             36              0              0              0              0              0              0
             37   0.0012488077   0.0012487452  0.00076918919  0.00076915072   0.0021795548   0.0021794458
             38   0.0012488077   0.0012487452  0.00085020668  0.00085016417   0.0019489666   0.0019488691
             39   0.0012488077   0.0012487452  0.00080642289  0.00080638254   0.0020083624    0.002008262
             40   0.0024976154   0.0017659925   0.0015515421   0.0010970511   0.0043100158   0.0030474892
             41   0.0012488077   0.0012487452   0.0009472814  0.00094723402   0.0016780286   0.0016779446
             42   0.0037464231   0.0021628902   0.0022528458   0.0013016652   0.0066402861   0.0038381235
             43              0              0              0              0              0              0
             44   0.0012488077   0.0012487452  0.00083332273  0.00083328108    0.001992178   0.0019920784
             45   0.0025034024   0.0024946021   0.0018770112   0.0016879909   0.0033124642   0.0040840241
             46   0.0074928462   0.0030587887   0.0049809221    0.002042351    0.011988204     0.00492155
             47   0.0037464231   0.0021628902   0.0024801272   0.0014656526   0.0062620034    0.003736567
             48   0.0037464231   0.0021628902     0.00252531   0.0014639408    0.005900318   0.0034250046
             49   0.0037464231   0.0021628902   0.0026580604   0.0015504668   0.0054873769   0.0032262954
             50   0.0037464231   0.0021628902   0.0023596184   0.0013622763   0.0062819078   0.0036268098
             51    1.26869e-05   0.0017570448 -0.00014378362   0.0030758788  8.1112941e-05    0.001665607
             52   0.0099904616   0.0035319849   0.0067055009   0.0023923534    0.015827822   0.0056576137
             53   0.0049952308   0.0024974905    0.003468108   0.0017413925    0.007593577   0.0038164981
             54   0.0049952308   0.0024974905   0.0034396184   0.0017253516   0.0076780287   0.0038554192
             55   0.0062440385   0.0027922793   0.0045419397   0.0020475554   0.0089869635    0.004072863
             56   0.0049952308   0.0024974905   0.0031209857   0.0015662603   0.0085222892   0.0042788792
             57   0.0062440385   0.0033038694   0.0049443562   0.0023319871   0.0080199046   0.0050732404
             58   0.0074928462   0.0035319849   0.0056292528   0.0024893123    0.010256026   0.0053432319
             59    0.011880954   0.0039901063   0.0096033705   0.0032853262    0.014556512   0.0053436355
             60    0.014985692   0.0046723769    0.011006169   0.0033141657    0.021280668   0.0070583658
             61    0.014985692   0.0043257804    0.011654881   0.0035387039    0.019900572   0.0062557421
             62    0.012913323   0.0047964047   0.0089197774   0.0030720352    0.019895517   0.0080224931
             63   0.0099904616   0.0035319849   0.0069922735    0.002489659    0.014974277   0.0053401451
             64    0.021229731   0.0051487086    0.016153036   0.0039601636    0.028982385   0.0071712489
             65    0.024977171   0.0055847861    0.018258378   0.0041018966    0.035583148   0.0080200754
             66    0.025230049   0.0056467529     0.01804903   0.0040904213    0.037129889    0.008419466
             67    0.023732084   0.0057235045    0.017307122   0.0040950161    0.033994785   0.0085285118
             68    0.023727346   0.0054431543    0.017234467   0.0039929647    0.034262353   0.0079620034
             69    0.033510971   0.0072849778    0.024762289   0.0056236788    0.047269221    0.010123757
             70    0.043931448   0.0084741467    0.033653164   0.0069101528    0.059618061     0.01106765
             71    0.032972657   0.0069492733    0.024760452    0.004894243    0.045648585    0.011288084
             72    0.027477998   0.0063665484    0.023726168   0.0065659955    0.030033673    0.012297907
             73    0.048707061   0.0077989821    0.035492464   0.0057470036    0.069883021    0.011371528
             74    0.050130209   0.0084974529    0.036828207   0.0060515561    0.071354245    0.013199153
             75    0.054114184    0.008753826    0.041339781   0.0067713892    0.074612624    0.012563069
             76    0.063151959   0.0091138198    0.044622544   0.0064359662    0.094102545    0.013798779
             77    0.043659398   0.0075495898    0.034094817    0.006054204    0.057418807    0.010164342
             78    0.072368048   0.0096895079    0.053534913   0.0072382154     0.10246191    0.013938491
             79    0.055064263    0.009000576    0.042395135    0.006746821    0.073404372    0.012917879
             80      0.1014587    0.011414081    0.074676515   0.0083475276     0.14370982    0.016684141
             81     0.10572166    0.011902165    0.080657361   0.0090712417     0.14352153    0.016614545
             82     0.10296388     0.01461966    0.080563376    0.012187274     0.13629449     0.01896358
             83     0.11922045     0.01270112    0.090341049   0.0097265188     0.16335975    0.018409049
             84     0.12209924    0.013333162    0.091018442   0.0099320977     0.17061658    0.019411852
             85     0.16815101    0.014953794     0.12835173    0.011442607      0.2271769    0.021284267
             86     0.19855362     0.02351014     0.15509117    0.023382085     0.26404312    0.025172411
             87     0.22538961    0.018510856     0.17118417    0.014328711     0.30719358    0.025798895
             88     0.26653976    0.018684774     0.19695759    0.013771288     0.37598747    0.027235383
