#         pt_ep        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      108.38663      1.9005337      93.546777      1.7532845      128.70137      2.0666653
              5      324.80226      3.1375671      279.77552      2.8822957      387.51307      3.4337514
             10      572.34295      4.4485181      493.65148      4.0481327       681.8007      4.9227214
             15       836.3562      5.3214436      723.44734      4.8963407      992.42746       5.892237
             20      1105.7813       5.343666      956.18216      4.8361638      1313.1579        6.10169
             25      1367.8144      5.7511798      1183.4745      5.1620847       1627.393      6.6900705
             30      1562.7833      5.6244755      1352.7494      5.0482084      1866.5672      6.6605804
             35      1533.4039      5.5361739      1325.0336      5.0097851      1840.9034      6.4477727
             40      1215.5604      4.4612483      1049.9823      3.9836677      1453.2063      5.3037793
             45      819.37579      3.3953068      706.53906      3.0523391      970.60506      3.9396192
             50      553.35726      2.7161888      476.35614      2.4707913      653.56845      3.1059335
             55       387.5843      2.2018138      331.53734      1.9591428      459.71156      2.5453447
             60      285.69817      2.0002753      243.94265      1.8149021      338.64062      2.2591494
             65      212.41658      1.6990944        180.336      1.5217162      253.50079      1.9459077
             70      162.36277      1.4005069      137.48526      1.2601018      194.17245       1.682024
             75      126.59011      1.3084081      106.91345      1.1914064      151.80213      1.4642594
             80      100.35315      1.2884661      84.557167      1.1235927       120.6084      1.5060811
             85      79.958208      1.0514302      67.344137     0.95578144      96.055769      1.1725906
             90      66.046342     0.95799656      55.428758     0.83746251      79.801659      1.1186203
             95      52.840469     0.73955862      44.193122     0.65307678       64.21313     0.86348978
            100      43.876751     0.61044062       36.67444     0.53461701      53.278861     0.72578499
            105      35.903659     0.55367722      29.974109     0.48638222      43.667297      0.6596792
            110      30.425958     0.48658556      25.362948     0.42484472      37.017391     0.62118132
            115      25.746015     0.44376321      21.510645     0.39234501      31.188908     0.55659224
            120      23.047647      1.0389444      19.385465     0.99936116      27.719583      1.0511647
            125      19.657842     0.64203224      16.344234     0.56893849      23.979118     0.73640599
            130      16.340348     0.36859474      13.542646     0.31937772      20.015721     0.44469159
            135      14.217929     0.31384089      11.692691     0.26720885      17.544662     0.38681272
            140      11.776245     0.31212602       9.705184     0.26811847      14.482524      0.3767804
            145      10.489637     0.40108788      8.6320557     0.35152148      12.928079      0.4669414
            150      9.1751659     0.26043216      7.5221503     0.22097912      11.358742     0.32202402
            155      7.7258392     0.22898323      6.3554224     0.19560204      9.5123065     0.28463549
            160      7.5191276     0.33967139      6.2491086     0.31122318      9.1753628     0.38691669
            165      5.7817341     0.20963429      4.7325152     0.17911907      7.1677586     0.25435457
            170      5.6038889     0.25310041      4.6230892     0.21796117      6.8612822     0.30137348
            175      4.6576002     0.17669053      3.8150897     0.14954893       5.761333     0.21989056
            180      4.3507899     0.23637765      3.5730681     0.20342265      5.3587842     0.27997114
            185      4.0438575      0.2011477      3.3340699     0.17215316      4.9679849      0.2425416
            190      3.5835871     0.23293215      2.9348737     0.21272581       4.446936     0.26113187
            195      2.9102947     0.14011399      2.3520427     0.11533051      3.6529988     0.17799261
            200      2.7176824     0.15668878       2.228394     0.13320608      3.3539498     0.19166441
            205      2.3555721     0.14664335      1.9452937     0.13637712      2.8834199     0.16009598
            210      2.3569761     0.13097809      1.9134529     0.11231235      2.9551657     0.15882235
            215      2.0014277     0.12732781      1.6634051     0.11049414      2.4216187     0.15737929
            220      1.6673075     0.10053056      1.3753405    0.086762108      2.0294004     0.14875564
            225       1.728351     0.10900849      1.3951932    0.091847586      2.1797859      0.1355729
            230       1.821767     0.21013965      1.5008175     0.18477067       2.237333     0.24065783
            235      1.3619331    0.097731761      1.1171379    0.083863338      1.6754285     0.11868355
            240      1.2570075     0.10945442       1.010869      0.0891515      1.5873854     0.13883769
            245      1.1099677     0.10820398     0.91711995    0.094594433      1.3528031     0.12912367
            250     0.98700941     0.10853091     0.81814023    0.092953052      1.1944832     0.12981442
            255     0.93860706    0.078443295     0.76337439    0.065181462        1.17542    0.098957666
            260     0.82332208    0.075528155     0.67986847    0.064888999      1.0069432    0.092880192
            265     0.78726348    0.076814834      0.6483324    0.069640756     0.96897095     0.08880884
            270     0.68474314    0.061716069     0.54583743     0.04907957     0.87225341    0.084202352
            275      1.0623713     0.48322219     0.90601135     0.42920543      1.2427106     0.53898271
            280     0.65983924    0.072525821     0.53517419    0.062875751     0.82207609    0.086858573
            285     0.55392716    0.097325367     0.45786693    0.088120263     0.67591073     0.10740725
            290     0.52937297     0.05331745     0.41232425    0.042286321     0.69479497    0.069660397
            295     0.59427767    0.063122902     0.48061721    0.052714489      0.7446105    0.079084835
            300     0.40773163    0.048337773     0.32928335    0.038300941     0.50865241    0.064332449
            305     0.38458772    0.046639104     0.30889642    0.036434851     0.48183519    0.067749328
            310      0.4162561    0.047176783     0.33559687    0.038336095     0.52164022    0.060744311
            315     0.38931721    0.057150272     0.31728101    0.046790453     0.48129207    0.072511349
            320     0.27273308    0.036512615     0.21280626    0.028033327     0.35525843    0.049904199
            325     0.56366035     0.20031925     0.49044827     0.19737716      0.6527381     0.19046852
            330     0.23005509    0.037581386     0.18137821     0.03068603     0.29897989    0.047976376
            335     0.25720827    0.044815771     0.20853587    0.038532137     0.32182011    0.054009089
            340     0.26107967    0.051827148     0.20963832    0.044303338     0.33071408    0.062132845
            345     0.23823677    0.033389411     0.19141899    0.026882898     0.29809564    0.042974181
            350     0.31721062     0.11147324     0.26657039     0.10468383     0.38495296     0.11632248
            355     0.18032324    0.033366999     0.14732246    0.027677309     0.22264078    0.041408001
            360     0.15596034    0.028910711     0.12032983    0.022081754     0.20661654    0.039666397
            365     0.16125889    0.029975622     0.13137542    0.024604998     0.19934424    0.038242337
            370     0.16894626    0.033682344     0.13253542    0.028033373     0.22225944    0.042445621
            375      0.1442657    0.027034303      0.1131048    0.021291601     0.18623877    0.035699315
            380     0.17818704    0.037978849     0.14469285     0.02997964     0.21897933    0.054097103
            385     0.10542749    0.026110667    0.086706034    0.020556354       0.127821    0.035062543
            390      0.1371104    0.025378493     0.10526458    0.019744982     0.18232201    0.035444992
            395    0.097980784    0.022626356    0.078043352    0.017961882     0.12456581    0.029897247
            400    0.097629164    0.023392771    0.078967039    0.018909511     0.12271978    0.030315535
            405     0.11169386    0.023494157    0.087033408    0.018824929     0.14650179    0.030549529
            410     0.10424492    0.022732169    0.081397877    0.018076293     0.13579128    0.029619884
            415    0.096392182    0.022945052    0.075075419    0.018378153     0.12623542    0.029735235
            420    0.070952851     0.01884258    0.056045809    0.015140351    0.091828492    0.024392727
            425    0.054953633    0.017571662    0.044626704    0.014386402    0.067238882    0.021703761
            430    0.095767042    0.027824752    0.075891956    0.024278844     0.12351464    0.032802359
            435    0.088402013     0.03651569    0.073565363    0.032542855     0.10733888    0.040948476
            440    0.059738438    0.016694675    0.046168827    0.012561295    0.078656424    0.023290644
            445    0.035958102    0.016559058    0.031181117    0.012177804    0.040502345    0.022526759
            450    0.060386928    0.018415605    0.046629609    0.014828837    0.080365475    0.023802672
            455    0.058167263    0.017258507    0.043899329    0.012949213    0.078872738    0.023870326
            460    0.040389721    0.014836894    0.033165363    0.011251159    0.049266704    0.021704462
            465    0.014611285    0.012138678    0.012388939   0.0082391234    0.016934972    0.017388006
            470    0.039785699    0.014549487    0.030503463    0.011424493    0.053391061     0.01923131
            475    0.035588828     0.01258985    0.027485363   0.0097551553    0.046710838    0.016582361
            480    0.023321006    0.010460139    0.018813631    0.008510413    0.029397654    0.013161248
            485    0.068260336    0.023778781    0.053991285    0.019972367    0.088843463    0.029112087
            490    0.029585141    0.019127728    0.024725363    0.015956215    0.035644581    0.023921136
            495    0.022014973    0.011606797    0.018755531   0.0094670457    0.025215419    0.014625563
            500    0.022014973    0.011606797    0.018755531   0.0094670457    0.025215419    0.014625563
