# total-CMS-1bj        central        num_err    min (scale)        num_err    max (scale)        num_err
# et
              0      4252.8758      18.261196       3693.107       16.64742      4947.9711      20.295104
              1      4252.8758      18.261196       3693.107       16.64742      4947.9711      20.295104
