# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ1000
              0      368.38803       7.233084      304.04822      6.0867858      575.19878      11.431772
              1      1456.7948      15.164596       1209.177      13.450607      2224.5674      23.075105
              2      2012.6421      17.857641      1748.3095      16.195857      2653.1538      23.749217
              3      2159.1381      18.770354      1897.7979      16.610905      2667.6715      23.331924
              4      2171.0037      18.750282      1903.8563       16.79051      2603.9263       22.10225
              5      2079.4445      19.730519      1822.2966      17.811117      2445.7004       22.39139
              6        1926.09      14.845198      1681.7385      13.343348      2253.2578      16.899591
              7      1843.3878      17.579442      1610.9483      15.917421      2135.7256      19.352656
              8      1694.9562      13.843669      1477.5946      12.461635      1961.8405       15.47987
              9      1633.6294      14.555524      1426.1855      13.439146      1880.4447      15.588726
             10      1545.9446      14.024458      1346.7536       12.70384      1780.5969      15.332434
             11       1447.511      12.890927      1261.4212      11.786635      1662.5275      13.829356
             12      1369.0902       12.24116      1190.8598      11.171863      1575.0787      13.204837
             13      1308.6505      12.255776      1137.1277      11.233202      1506.2871      13.128768
             14      1245.7046      13.251982      1082.0303      12.248051      1433.6149      13.956517
             15       1203.365       11.92786      1045.2728      11.026311      1383.7288      12.607242
             16      1130.7083      10.323726      981.10339      9.4463178      1301.1606      11.150544
             17      1040.7969        8.72356      900.20361      7.9120184      1203.9316      9.5942955
             18       1017.095      10.001781      880.10333      9.2722055      1174.6312       10.57629
             19      972.87163      9.1323845      841.79352      8.2600151      1123.3271      10.081749
             20      946.21598      9.3133351       818.2494      8.5412306      1093.8069      10.001399
             21      908.93444      9.2538967      786.71571      8.6259465      1048.5067      9.8108041
             22      878.43851      9.7442122      759.33081      8.9141147      1015.7861      10.474556
             23      838.30565      8.2395793      724.99213      7.5199133      968.11137      8.9704948
             24      793.95676      7.1116429      683.96534      6.3881056      922.41697      7.9259895
             25      761.84583      7.4631792      657.48899      6.8291113      882.46275      8.1074655
             26      757.48419      9.2495509      654.02559        8.55322      877.46568      10.243825
             27      721.89493      8.3075151      622.02632       7.701627      839.21346      9.2735275
             28      700.21455       8.011455      603.16516      7.2711418      814.51117      8.9614352
             29      663.93803      6.9690318      571.06376      6.2424775      773.04655      7.7623962
             30      645.93849       6.788308      556.77792      6.2373078      751.72685        7.56602
             31      620.81799      6.9374985      533.70834      6.2372342      725.18214      7.8265893
             32      601.03675      6.3974952      516.27265      5.6712543      703.28152      7.3102457
             33      587.58415      6.6805666      504.25445      5.8881158      688.11627      7.6683778
             34      584.18156        6.94674      502.04813      6.2047742      682.51395      7.8053926
             35      541.29115      6.6855593      463.78562      6.0153948      634.86904      7.4353787
             36      524.37768      6.6397139      448.31277      5.9089139      616.58692      7.4796979
             37      515.92915      6.1929058       442.2826      5.5996917       604.3057      6.8603144
             38      493.28486      5.5852832       421.0093      4.9726822      581.23643      6.3380982
             39      468.01424      5.2731558      400.35113      4.6694741      549.66926      6.0664769
             40      476.35074      7.5525272      406.39744      7.2012615      561.69137      7.9101214
             41      437.11273      5.2920249      371.69335      4.6542441        516.882      6.0961837
             42       434.6301      5.8043499       370.9795      5.2588853      511.34152      6.4515956
             43      413.24024      5.1613972      352.65292      4.6067833      486.51885      5.8403542
             44       401.1373      5.0701588      341.02144      4.4563798      474.40231       5.834943
             45      386.92561      4.6930207       328.8788      4.1478158       457.8235      5.3788838
             46      390.91259      6.5438117      332.83758      5.8128157      461.34685      7.4116683
             47      371.71652       6.599991      315.24996      5.8536252      440.99491      7.4597709
             48       348.7456      4.3689435      295.58359      3.8424259      414.04763      5.1073545
             49      341.92702      4.4853504      289.75818      3.9698195      405.97803      5.1283823
             50      341.92702      4.4853504      289.75818      3.9698195      405.97803      5.1283823
