# dR_bb-CMS-2bj        central        num_err    min (scale)        num_err    max (scale)        num_err
# et
            0.4      272.21465      4.2686254       228.8839      3.8126328       330.1871       4.898346
            1.2      137.02529      3.5302293      118.04803      3.1931377      162.20104      3.9531443
              2      145.17692      4.9946189      127.72072      4.5285101      167.09718       5.560859
            2.4      201.38965       6.229235      181.70127      5.9182039      224.36326      6.4394523
              3       154.8982      5.3849546      139.78645      4.9364382      173.00479      5.9222041
            3.4      26.275964      4.5351875      23.555247      4.0036852      29.446699       5.125008
              4      3.8825006     0.83595087      3.3953598      0.7529905      4.4961196     0.93442001
            4.5     0.15038771     0.10341132     0.13201005    0.088814178     0.17903017      0.1270962
              5     0.15038771     0.10341132     0.13201005    0.088814178     0.17903017      0.1270962
