#    pt_Z-ptj60        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      7.0639013     0.39051059      5.8047596       0.316914      8.6882131     0.49372896
              5      21.311275     0.46925867      17.394748     0.40233331      26.506006     0.56328856
             10      35.011263      0.6374686      28.628861     0.55393271      43.448995     0.74945704
             15      48.326653     0.72811965      39.508331     0.63597699      60.015138     0.85374503
             20      59.692663     0.86535075      48.959565     0.76074885      73.789839      1.0132195
             25      71.430757      1.4527914      58.380153      1.2582229      88.673249      1.6845746
             30      78.908784      1.2672565      64.632831      1.0816139      97.682848      1.5046468
             35      85.357051       1.163842      69.746114     0.99931666      106.02891      1.3761596
             40      89.530364      1.3743614       73.47393      1.1926647      110.51586      1.6114448
             45      92.721935      1.3949356      75.817681      1.2013025      115.04213      1.6392414
             50      92.014895      1.2395478      75.256549      1.0472586      114.07951      1.4997491
             55      92.571894      1.4337162      75.784531      1.2438362      114.67612      1.6747765
             60      90.845133     0.97411226      74.177978     0.83872771      112.83836      1.1689718
             65      87.459475      1.0375025      71.567144     0.90529006      108.31439      1.2113147
             70      82.340667     0.85469002      67.231486     0.73170853      102.26067      1.0398365
             75      80.357469     0.95030689      65.675319      0.8089045      99.648367      1.1569815
             80       73.07841     0.98507144      59.576874     0.84633559      90.913211      1.1691706
             85      67.346773     0.85563438       55.07726     0.74392467      83.395858      1.0191063
             90      62.061209      1.0039353      50.801303     0.87359463      76.786992      1.1865075
             95      56.049485      1.1331925      45.754462     0.96966685      69.613071      1.3428347
            100      50.202445     0.86344823      40.972354     0.73966079      62.298163      1.0388981
            105      44.205827      0.6748961      36.105839     0.57752172      54.816268       0.817225
            110      40.450218     0.72704463      32.996988     0.63098199      50.224876     0.86065701
            115      35.229093     0.58623848      28.773663     0.50924795      43.654823     0.72911585
            120      31.862509     0.53943399       25.95398     0.46340529      39.635754     0.64689983
            125      29.566972      0.6490952      24.041809     0.54817191      36.892785      0.8072277
            130      25.896121     0.64791087      21.065831     0.58386612        32.3093     0.72582048
            135      22.172796      0.4464703      18.194394      0.3859144      27.302384     0.57907498
            140      20.835533     0.53094772      16.935082     0.46898091      26.007634     0.61061637
            145      18.282187     0.46685497       14.91636     0.40653517      22.674135     0.56260681
            150      16.362562     0.33475271      13.321286     0.28208639      20.333014      0.4145002
            155      15.022166     0.31637784      12.239758     0.26623342      18.660083     0.39581523
            160      13.588923     0.32733709      10.993764     0.27735439      17.045398     0.40218666
            165      12.228967     0.41649508       9.922144     0.35683128      15.281677      0.4946826
