#  n_b_jets-CMS        central        num_err    min (scale)        num_err    max (scale)        num_err
           -0.5      12881.964      30.698101      11098.976      27.530993      15397.734      36.330861
            0.5      3666.4187      16.917195      3182.5664      15.407635      4265.0366      18.850264
            1.5      586.45707      7.0488079      510.54061      6.4466807      683.72981      7.7391552
            2.5              0              0              0              0              0              0
            3.5              0              0              0              0              0              0
            4.5              0              0              0              0              0              0
            5.5              0              0              0              0              0              0
            6.5              0              0              0              0              0              0
