# dphi_bbZ-j1-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj20
              0      5159.8751      31.594475      4340.6879       28.12203      6189.0326      35.905397
     0.31415927      5542.5639      33.746113      4668.8942      30.997564       6635.192      36.794938
     0.62831853      5871.7641      33.284289      4954.8877       29.98212      7012.4849      37.368917
      0.9424778      6320.5409      37.235568      5336.5671      33.661043       7544.398      41.333471
      1.2566371      7035.7641      33.799085      5942.2295      30.248287       8396.758      38.460729
      1.5707963      8259.8273      38.227923      6983.5358      34.026839      9852.8488      43.846571
      1.8849556      10068.712      50.666311      8517.3981      45.899697       11999.02      56.496514
      2.1991149      12339.518      55.016335      10419.368      48.889059      14730.691      62.525537
      2.5132741      15038.426      64.053978      12678.762       56.43043      17974.714      73.702232
      2.8274334      17272.807      77.512138      14556.681      68.067199      20637.588      89.241594
      3.1415927      17272.807      77.512138      14556.681      68.067199      20637.588      89.241594
