#          y_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
           -1.7      7989.9716      81.497153      6873.9438      74.014808      9524.5738      93.288424
           -1.6      8246.2369      95.655461      7086.9498      87.323755      9843.9799       108.0004
           -1.5      8381.4707        93.5457      7211.4743      85.796588      9985.8994      105.24851
           -1.4      8420.7317      91.827205      7234.9992      82.820832      10046.367      106.01491
           -1.3      8659.9193      92.582207       7448.526      85.395854      10315.751      103.34282
           -1.2      8811.5946      97.259801      7563.8645      88.490064      10513.585      110.30349
           -1.1      8864.3035      91.824944      7615.6129      82.739115      10581.187      105.98322
             -1      8662.7112      88.163426      7432.6179      79.201805      10344.052      102.29915
           -0.9      9014.6628      98.970327      7724.1429      89.112415      10771.856      112.84387
           -0.8      8998.6609      86.181143      7703.5342       77.96424      10775.766      98.815064
           -0.7      9473.7034      122.89703       8132.349      111.70695      11282.603      137.16046
           -0.6      9296.7495      107.75563      7981.2195      99.189282      11105.112      119.96848
           -0.5       9393.555       109.1822      8038.6358       98.89685      11267.284      124.07006
           -0.4      9312.7752      99.750318      7976.1718      89.712276      11126.244      113.61234
           -0.3       9438.686      102.15498      8102.3282      92.956377      11245.622      115.81812
           -0.2      9222.2492      88.653412      7881.8083      79.203672      11050.623      102.97447
           -0.1      9363.7093      99.401588      8018.1308      89.848796      11210.616      113.67043
              0      9482.0942      99.875722      8118.3323      89.829087      11359.708      114.84125
            0.1      9409.0529      93.646716      8049.8773       84.64048      11277.222      109.27192
            0.2      9469.9385      99.692474      8124.7545      91.069225      11316.336      114.20681
            0.3       9327.239      87.946814       7986.113      79.042738      11182.991      103.11463
            0.4      9434.5446       102.0713         8078.1      91.981101        11302.6      117.20628
            0.5      9338.0294      101.43882      8005.2607      92.707959      11156.215      113.12204
            0.6      9198.2418      103.19883      7882.5742      92.336284      11016.223      118.62031
            0.7       9042.161      92.644244      7755.8685      85.267937       10795.99      103.46938
            0.8      8921.5074        91.1816      7637.7259       82.73013      10699.993      105.66903
            0.9      8965.9946      102.19772      7698.1109      92.919844      10691.871      116.63148
              1      8969.5811      95.483114      7693.4341      86.316453      10731.056      109.34475
            1.1      8717.8878      98.868331      7487.9032      92.392875      10389.651      107.99395
            1.2      8525.0431      94.360657      7331.6204      86.415988      10162.971      107.22388
            1.3      8464.1347       96.53543      7275.0025      87.571621      10089.898      109.48915
            1.4      8277.0513      91.205681      7113.5516      83.404346      9884.6777      101.89756
            1.5      8255.1028      113.11329      7099.5426      102.88025       9854.952      126.89967
            1.6      8058.0775      88.502938      6946.4181      80.578833      9577.8523      99.907193
            1.7      7719.4526      86.359152      6668.4692      80.920014      9126.1535      92.923456
            1.8      7743.7813      95.565217      6664.7509      85.077254      9266.4042      111.84842
            1.9      7506.5593      81.215862      6461.5218      73.403605      8953.1056      93.034749
              2      7265.7491      84.563786      6274.7463      76.396905      8628.9671      97.257951
            2.1      7135.0237        81.1119      6151.0791       73.05973       8502.817      94.241454
            2.2      6815.9735      80.019582        5880.97      72.151147      8124.0975      92.702877
            2.3       6615.019       78.29876      5711.5734      70.409001      7873.6403      90.964522
            2.4      6434.6213      84.991292      5570.7873      76.972019      7636.8784      97.005093
            2.5      6387.9725      80.367615      5531.5283       72.35189      7594.0565      92.551201
            2.6      6106.8562      94.902904      5293.8785      86.632405      7219.2513      105.28272
            2.7      5793.5691      76.674663      5015.8902      69.196746      6873.1401      88.756993
            2.8      5549.8533      79.519702      4813.5901      71.727093      6568.6141      91.947402
            2.9      5243.6438      70.351187       4532.629       62.03934       6248.791      84.381818
              3       5008.044      66.362801      4333.7698      59.534663      5954.2838      78.774012
            3.1      4838.9855      84.344196      4197.6493      76.408889      5738.9525      94.959703
            3.2      4470.2834      64.445309      3874.0223      57.646792         5303.9      75.708292
            3.3      4261.6712      62.612836      3696.0009       55.91945      5055.0179      73.202934
            3.4      3934.1625      60.938137      3416.4984      54.740753      4660.0357      71.774964
            3.5      3700.0945      61.055796      3211.2307      54.764673      4406.8789      73.410364
            3.6      3550.3874      63.820292      3081.5133      56.811128      4219.3231      74.685108
            3.7      3094.7681      49.968619      2692.5608      44.319566       3673.118      60.460213
            3.8      2907.1514      62.849233      2525.2796      55.261784      3442.2438      73.773109
            3.9      2608.0292       48.16299      2260.7658      42.831858      3105.6085      57.116061
              4      2430.5432      64.296689      2114.1331      57.609991      2870.9634      73.194906
            4.1      2123.1185      40.317883      1839.8399      35.854149      2540.1415      48.313941
            4.2      1991.5773      44.389453      1725.2638      39.709367       2389.609      52.565117
            4.3      1720.3104       39.13625      1489.9622      34.699208      2051.3965      46.979278
            4.4      1607.0099      55.059333      1394.7088      48.457594       1911.416      64.331318
            4.5      1413.1209       35.29043      1223.5762      31.349734       1700.129      42.012108
            4.6      1177.5547      51.017892      1014.2353      43.551835      1416.8691      61.139205
            4.7      1007.7428       28.58258      871.00709      25.136837      1213.2754      34.520609
            4.8      859.04265      26.317119      737.95818      22.823861      1048.4679      33.332687
            4.9      727.70011      31.258387      629.73927      27.924665      877.71306       35.86682
              5      727.70011      31.258387      629.73927      27.924665      877.71306       35.86682
