# dphi_Z_bjet1-        central        num_err    min (scale)        num_err    max (scale)        num_err
# CMS-1bjet
              0      402.08869      11.280667      332.65265       9.668672      491.30992      13.272252
            0.6      452.10713      8.3756081      373.87187      7.3161617      553.66232      9.6971208
            1.2      660.35487      8.7982447      554.42007      7.7552667      794.67611      10.149371
            1.8      1053.2999      12.500891      901.24054      11.312091      1242.2036      14.074075
            2.2       1807.009       17.68663      1567.0704      16.336875      2097.8774      19.199438
            2.6       3134.125      29.770326      2750.7939      27.832725      3593.6437       31.88843
            2.9      5205.7205      38.740719      4622.4266      35.822145      5951.6236      43.183132
          3.142      5205.7205      38.740719      4622.4266      35.822145      5951.6236      43.183132
