# pt_bbZ-zoom-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj30
              0      1.8426548     0.23985142      1.5172715     0.20303415      2.2820827     0.29325359
              1      5.8000358     0.48821299      4.7859367     0.41158099      7.1837487     0.60824672
              2      11.642275     0.86551467      9.8447053      0.7823073      13.920725     0.95890587
              3      15.737219      1.2993952      13.316013      1.1631738      18.813507      1.4438116
              4      24.093738      1.2281436      20.409159      1.0591017      28.773848      1.4601819
              5      27.965152      1.1849701      23.449157      1.0383156      33.835019      1.4042666
              6      32.310371      1.4094492      26.945783      1.2145663      39.378385      1.6654176
              7      37.314287      1.3436582      31.498534      1.2115505      44.755691      1.5584682
              8      42.855688      1.4205413      35.680086       1.227852      52.383867      1.6874761
              9      52.316237      1.7708471      44.330572      1.6061882      62.360302      2.0125941
             10      57.845286      1.8172654      48.852639      1.6041362      69.358084      2.1054512
             11      68.583295      2.4732951      58.108789      2.2092456      81.831929      2.8058953
             12       69.72901      1.9291406        58.6389      1.6893267      84.102437      2.2474717
             13      79.464965      2.7305961      66.694156      2.4893277      96.053727      3.0641209
             14      88.972771      2.2757565      74.504913      1.9692231      107.84758      2.6751117
             15      95.260166       2.135318      79.857789      1.8673569      115.36811      2.5144051
             16      104.31885      2.3897148      87.362772      2.0652368      126.34892      2.8198272
             17      112.62374      2.6797536      94.585443      2.3683588      135.84924      3.0790109
             18      123.51743      4.6114966      104.26749       4.236174      148.16021      4.9172574
             19      136.34413      2.9547288      114.90627      2.5844702      163.91984      3.4485282
             20      149.07452      3.7664739      125.44469      3.3291072      179.48248      4.2705419
             21      160.75792      3.3357506      135.44401      2.9121124      193.09093      3.8828071
             22      170.11228      3.6512024      143.57722      3.2438393      203.69307      4.1331905
             23      189.10135      4.1679796      159.97335       3.688988      225.78151      4.7301279
             24      193.75299       3.262115      163.23029      2.8573171      232.82609      3.7928692
             25      209.59309      3.7301755       176.9999      3.2856285      250.85584      4.2860223
             26      229.44001      4.7935183      194.07518      4.3233327      274.11906      5.3244598
             27      241.31157      4.4499068      204.58465      3.9362369      287.02457      5.0564079
             28      254.29682      3.8523748      215.52879      3.3772059      302.66856      4.4664749
             29      266.79167      3.9486188      226.20987      3.4664958      317.22358        4.55516
             30      300.08293      4.2327772      256.27338      3.7851222      353.67298      4.7862898
             31      312.33562      4.3133253      265.75753      3.7777757      369.62083       5.007213
             32       327.4269      4.5339172      278.42115      3.9678132      388.06329      5.2693295
             33      339.82731      4.7564204      289.39539      4.2017817      401.68594      5.4312604
             34      358.73143      5.5067183      306.47222      4.9253624      421.96263      6.1583717
             35      354.64171      5.7541222      302.35186      5.1851584       418.3352      6.3790381
             36      358.08163      4.6105921       304.1264      4.0201479      424.59526      5.3695672
             37      369.63637      4.7424586      315.41591      4.2191846      435.45072      5.3993491
             38      364.70168      4.4831172      309.40855      3.9143326      432.86597      5.2160865
             39      357.63661      4.6303889      304.98415      4.0936286      421.48885      5.3479297
             40       376.6415      7.1487914      320.26883      6.8492813      445.92004      7.4470191
             41      355.80104      4.9288331      301.75575      4.3363742      422.15967      5.6675788
             42      359.84594      5.3006363      306.41864      4.8157292      424.50438      5.8799113
             43      350.58221      4.8060681      298.24811       4.287174      414.32181      5.4409371
             44      343.96187      4.6017835      291.50236      4.0503784      408.41186      5.2883564
             45      335.77463      4.2749738      284.57209      3.7615448      398.68728      4.9363377
             46      349.82707      6.4068258      297.19169      5.6884567      413.99912      7.2574215
             47      335.85425      6.4855554      284.53825      5.7547659      398.87286      7.3237422
             48      317.54107       4.129075      268.51422      3.6234064      378.07307       4.847885
             49      313.07546      4.2416443      264.90439      3.7582905      372.38046      4.8466747
             50      313.07546      4.2416443      264.90439      3.7582905      372.38046      4.8466747
