#         m_bbZ        central        num_err    min (scale)        num_err    max (scale)        num_err
            100      772.98368      2.9565438      668.81705      2.6903395      925.78632      3.4472062
            110      700.42509      2.6856638      606.71901      2.4497575      833.14994      3.0720824
            120      571.68401      2.4310293      495.80066        2.21949      676.63825      2.7730742
            130      458.08585      2.1819745      396.74079      1.9861686      541.49799      2.4797842
            140      368.51771      2.0101321      318.90246      1.8433796      435.65838      2.2404049
            150      300.43593      1.7207376      259.40756      1.5694438      355.76892      1.9391868
            160      249.77873      1.5865343      215.69431      1.4501153      295.54022      1.7788662
            170      208.50405      1.3096994      179.52418       1.183694      247.21201      1.4900376
            180       178.6358      1.3003596      153.75257      1.1793236      211.83974      1.4780693
            190      151.30309      1.1981272      129.85041      1.0744861      179.83882      1.3728783
            200      132.42986      1.1140458      113.55119      1.0099185      157.50354      1.2524082
            210      117.19268      1.1657234      100.43548      1.0512883      139.66879      1.3223545
            220      99.622177     0.83184714      85.078541     0.73873332      119.04741     0.96405306
            230      90.547842     0.82580078      77.238863     0.73325719      108.39073      0.9642142
            240      80.570559     0.87937707      68.781783     0.79303321      96.331901     0.99551192
            250       72.55168      1.0062706      61.778496     0.90854037      86.980215      1.1217124
            260      64.105136     0.70214596      54.520773     0.62492761      76.909466     0.80633243
            270      58.974235     0.81508529      50.251333     0.72165994      70.660381     0.94197045
            280       54.57629      0.8969342      46.513625     0.82495951      65.311587     0.98089746
            290      48.640638     0.84525121      41.422236     0.76108042      58.264568     0.95019357
            300      44.944639     0.68873109       38.23051     0.60944947      53.946342     0.79438327
            310      39.966442     0.63368535      33.882348     0.55524353      48.115241     0.73165838
            320      37.082117     0.64794066       31.46908     0.57519389      44.668544     0.74463504
            330      33.265203     0.59717379      28.226896     0.53020323      40.083793     0.68312024
            340      31.454327     0.58056041      26.655676     0.51385088      37.901175     0.67095015
            350      28.442279     0.63306636       24.10894     0.56350944      34.238251     0.71192805
            360      27.677778     0.62033013      23.510639     0.53534565      33.207839     0.73152571
            370       24.03694     0.45572881      20.380725     0.39716664      28.953157      0.5443876
            380      22.646617     0.44929933      19.291006     0.40108769      27.112457     0.52428275
            390      20.666285     0.51929381      17.407908     0.44946795      24.975744     0.60903586
            400      19.878751     0.45208975      16.795089     0.39219907      23.925293     0.52791352
            410      18.482115      0.4216059      15.627342     0.36340307      22.229189     0.49783027
            420      16.850372     0.38001468      14.233835     0.33016829      20.285503     0.44843964
            430      16.014732     0.49125763      13.488448     0.43237855      19.333409     0.56052877
            440      14.786306     0.37767061      12.446429     0.32703556      17.869124      0.4445139
            450      13.615959     0.39914233      11.416557     0.34462259      16.527289      0.4750899
            460      13.344139     0.43682802      11.251923     0.37880038      16.083011     0.51336106
            470      11.564806     0.33312939      9.6997324     0.30236095      14.018966     0.37069512
            480      10.780992     0.33466971      9.0156199     0.28913666      13.123514      0.3940409
            490      11.621858     0.67325403      9.7903137     0.57589306      14.000757     0.80531782
            500      9.5467963     0.25588747      8.0253377     0.22456462      11.557955     0.29943897
            510      9.6926577     0.36566675      8.1336667     0.31959879      11.745936     0.42497528
            520      8.5384785     0.23809148       7.140128     0.20991589      10.403607     0.28193806
            530      8.3983248     0.26352548      7.0468362     0.23034312      10.184454     0.30810654
            540      7.6656818     0.25064048      6.4237319     0.21499859       9.288553     0.30037272
            550      7.0651404     0.19362891      5.8940921      0.1667258       8.625098     0.23342292
            560      6.5152816     0.19097506      5.4248411     0.16605494      7.9752557     0.22704416
            570      7.7033628     0.54339881      6.4735878      0.4718047      9.3096129     0.62838504
            580       6.195648     0.29475943      5.1675155     0.25243797      7.5687438     0.34916009
            590      6.0462392     0.31449641      5.0636748     0.27490161      7.3569489     0.36347685
            600      5.4254348     0.21405893      4.5080579     0.18057138      6.6466551     0.25875505
            610       4.875775     0.17706443      4.0674341     0.15111303      5.9499192     0.21346071
            620       5.057623      0.2246358      4.2045078     0.19532468      6.2065991     0.26440262
            630      4.8612883     0.19130011      4.0354495     0.16491104      5.9694865     0.22811856
            640      4.2234806      0.1889351      3.4892267     0.16607001      5.2166628     0.22288197
            650      3.9627506     0.14318735      3.3010524     0.12622015      4.8544585     0.16985823
            660      3.8229662     0.14360663      3.1766573     0.12556898      4.6904849     0.16980668
            670      3.7751131     0.20690435      3.1481084     0.18338359      4.6012903     0.24202222
            680      3.5902735     0.17671976      2.9811875     0.15024737      4.4027903     0.21157636
            690      3.1784785     0.12401263      2.6266887     0.10389017      3.9068196     0.15328567
            700      3.7649974     0.42204546      3.0862473     0.33887675      4.6784705     0.53173444
            710      3.2735232     0.17306434      2.7141303     0.14845315      4.0237951     0.20828473
            720      3.1199231     0.19913909      2.5716916     0.16517575       3.849891      0.2454381
            730      2.7645338     0.12392659      2.2824652     0.10646425      3.4167728     0.14838848
            740      2.5041166    0.099770914      2.0714999    0.083918401      3.0885271     0.12404074
            750      2.3767136     0.11630749       1.970363    0.098343074      2.9165172     0.14265963
            760      2.4739147     0.12051146      2.0222245    0.099469544      3.0913901     0.15141413
            770      2.3132794     0.28723381      1.9189584     0.23804379      2.8305224     0.35245485
            780      2.1893319     0.10985663      1.7962101    0.092314699      2.7380891      0.1362321
            790      2.1960014      0.1378353      1.8222461     0.11949091      2.6882626      0.1614868
            800      2.1426865      0.1224252      1.7722667      0.1053288      2.6439127     0.14707164
            810      1.9491827     0.12541665      1.6195457       0.108835       2.387848     0.14686542
            820       1.713226    0.079362179      1.4072375    0.066177693      2.1255355    0.098975191
            830      1.6387468    0.079551316      1.3507514    0.066916195       2.030562    0.099390234
            840      1.7378263     0.14108455      1.4575373      0.1271611      2.1032236     0.16091867
            850      1.9072088     0.17250921      1.5975778     0.15558692      2.3097592      0.1909362
            860      1.4023364    0.072940612      1.1430414    0.061114414      1.7565851    0.090236787
            870      1.3045723    0.067008304       1.061612    0.054861926       1.636245    0.085532426
            880      1.4671087     0.17155129      1.1955801     0.14363257      1.8390954     0.20795582
            890      1.3499536     0.12306289      1.1147522     0.10155339      1.6632306     0.15248994
            900      1.5112933      0.2604492      1.2613682     0.22147967      1.8504529     0.31255841
            910      1.2263377    0.092301723      1.0118375    0.079437383      1.5148167      0.1094477
            920      1.2117163    0.097349589      1.0137104    0.085435439      1.4692186     0.11407113
            930      1.0867354      0.0678728     0.88858307     0.05799164      1.3633455    0.084434807
            940      1.0289913    0.059643579     0.83438904    0.048787222      1.2977639    0.076314964
            950      1.0630113    0.098613675     0.87358427    0.083947343      1.3219895     0.11945782
            960      1.0200714    0.059602069     0.81793793    0.048373296      1.3019155    0.075871489
            970     0.95498557    0.075572234     0.78148128    0.064066152      1.1904001    0.091376684
            980      1.0411916    0.081563838     0.85465394    0.068694071      1.2952244    0.099943355
            990     0.81247056    0.057286848     0.66656249    0.046435072      1.0082008    0.074194154
           1000     0.81247056    0.057286848     0.66656249    0.046435072      1.0082008    0.074194154
