#  m_bbZ-ptj200        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
              1              0              0              0              0              0              0
              2              0              0              0              0              0              0
              3              0              0              0              0              0              0
              4              0              0              0              0              0              0
              5              0              0              0              0              0              0
              6              0              0              0              0              0              0
              7              0              0              0              0              0              0
              8              0              0              0              0              0              0
              9              0              0              0              0              0              0
             10              0              0              0              0              0              0
             11              0              0              0              0              0              0
             12              0              0              0              0              0              0
             13              0              0              0              0              0              0
             14              0              0              0              0              0              0
             15              0              0              0              0              0              0
             16              0              0              0              0              0              0
             17              0              0              0              0              0              0
             18              0              0              0              0              0              0
             19              0              0              0              0              0              0
             20              0              0              0              0              0              0
             21              0              0              0              0              0              0
             22              0              0              0              0              0              0
             23              0              0              0              0              0              0
             24              0              0              0              0              0              0
             25              0              0              0              0              0              0
             26              0              0              0              0              0              0
             27              0              0              0              0              0              0
             28              0              0              0              0              0              0
             29              0              0              0              0              0              0
             30              0              0              0              0              0              0
             31              0              0              0              0              0              0
             32              0              0              0              0              0              0
             33              0              0              0              0              0              0
             34              0              0              0              0              0              0
             35              0              0              0              0              0              0
             36              0              0              0              0              0              0
             37              0              0              0              0              0              0
             38              0              0              0              0              0              0
             39              0              0              0              0              0              0
             40              0              0              0              0              0              0
             41              0              0              0              0              0              0
             42              0              0              0              0              0              0
             43              0              0              0              0              0              0
             44              0              0              0              0              0              0
             45              0              0              0              0              0              0
             46              0              0              0              0              0              0
             47              0              0              0              0              0              0
             48              0              0              0              0              0              0
             49              0              0              0              0              0              0
             50    0.021941342    0.021940245    0.013721788    0.013721102    0.037012848    0.037010998
             51              0              0              0              0              0              0
             52              0              0              0              0              0              0
             53              0              0              0              0              0              0
             54              0              0              0              0              0              0
             55              0              0              0              0              0              0
             56              0              0              0              0              0              0
             57              0              0              0              0              0              0
             58              0              0              0              0              0              0
             59              0              0              0              0              0              0
             60              0              0              0              0              0              0
             61              0              0              0              0              0              0
             62              0              0              0              0              0              0
             63              0              0              0              0              0              0
             64    0.021941342    0.021940245     0.01572514    0.015724354    0.032044135    0.032042532
             65              0              0              0              0              0              0
             66              0              0              0              0              0              0
             67              0              0              0              0              0              0
             68              0              0              0              0              0              0
             69              0              0              0              0              0              0
             70              0              0              0              0              0              0
             71              0              0              0              0              0              0
             72              0              0              0              0              0              0
             73              0              0              0              0              0              0
             74              0              0              0              0              0              0
             75   -0.021941342    0.021940245   -0.075927374    0.075923581   0.0019014525   0.0019013574
             76              0              0              0              0              0              0
             77              0              0              0              0              0              0
             78    0.021941342    0.021940245    0.013886034     0.01388534    0.036454747    0.036452925
             79              0              0              0              0              0              0
             80    0.043882684    0.031028192    0.030789944    0.021814695    0.067656983    0.047969534
             81    0.045253074    0.032011824    0.032498883    0.023017034    0.066525141    0.047039328
             82              0              0              0              0              0              0
             83              0              0              0              0              0              0
             84              0              0              0              0              0              0
             85    0.043882684    0.031028192    0.032831844    0.023280171    0.060710057    0.043088379
             86    0.021941342    0.021940245    0.013189945    0.013189285    0.038659216    0.038657283
             87    0.043882684    0.031028192    0.034199442    0.024700602    0.058299999    0.042899551
             88    0.071818997    0.041750467     0.04647933     0.02702552      0.1159419    0.067416464
             89    0.043882684    0.031028192    0.030986592    0.021957382    0.065104471    0.046166869
             90    0.022282122    0.022281008    0.016837988    0.016837146    0.030239666    0.030238154
             91     0.15358939    0.058048431     0.11226704    0.042919784     0.21893352     0.08412331
             92      0.2632961    0.076003237      0.1847162    0.053997713      0.3984838     0.11692292
             93     0.39495589    0.093087341     0.29558771    0.070896316      0.5457162     0.13229862
             94     0.47136483     0.10791888     0.33184022    0.075558495     0.70268325     0.16643357
             95     0.53420673     0.11507318     0.36588044    0.078796516     0.81508268     0.17727493
             96     0.44925365     0.11198349      0.3337419    0.081128313      0.6259581     0.16497573
             97      0.6801816     0.12215732     0.49787542     0.09052078     0.97402123     0.17828656
             98      0.6597207     0.12437743     0.47318492    0.089189444     0.96347822     0.18783875
             99     0.76980953      0.1427734     0.55383688     0.10112319      1.1185011      0.2151619
            100      1.0145274     0.16435971     0.78383039      0.1236171       1.350919     0.24528393
            101      1.1829207     0.16258151     0.88983888      0.1228068      1.6305643     0.23151987
            102      1.3246665     0.17838359     0.94665586     0.12776641      1.9352883     0.26563044
            103     0.98888999     0.16292376      0.8178038     0.13188936      1.1832061     0.24244298
            104      1.4762503     0.20544381      1.0925314      0.1462683      2.0760989     0.31413508
            105      1.6668503     0.36440107      1.2056606     0.24593891      2.4033793     0.57064071
            106      1.3087492     0.17616815     0.95192068     0.12689463      1.8776184     0.26074068
            107      1.8197727     0.21480056      1.3263583     0.15496286      2.5992436     0.32585267
            108      1.2786224     0.17358216     0.92234826     0.12205278      1.8494816     0.26543875
            109       2.638261     0.88679197      1.8462447     0.56519937      3.9618274       1.463088
            110      1.6597867     0.20160783      1.1962033     0.14213662       2.412029     0.31068587
            111      1.6777894     0.24393704      1.2474777     0.17277374      2.3310046     0.36866544
            112      2.0023369     0.22786898      1.5377883     0.17473877      2.6960531     0.32272938
            113      1.7966062     0.21446153      1.3447492      0.1616558       2.494629     0.30880688
            114      1.9585772     0.23138471      1.4895665     0.18079543      2.6614883     0.31528581
            115      1.6277559     0.20312488      1.2350001     0.14881158      2.1995682      0.3006544
            116      2.2776666     0.23878431      1.6846771     0.18104762      3.2017698     0.33665891
            117      2.1279224     0.22185113       1.539267     0.16213177      3.0711855     0.32355261
            118      2.0107643     0.21871217      1.5257101     0.16534049      2.7349084     0.30950366
            119      2.5968442     0.25425793      1.9092036     0.18517445      3.6678785     0.37792828
            120      2.0378336      0.2229755      1.5208408     0.16729021      2.8241698     0.32304347
            121      2.0678755     0.22855819      1.5438251     0.16851067      2.8627832     0.32843223
