#       dy_b-bx        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      23.542095      2.5065533      19.411184      2.0163663      28.868352       3.279033
           -4.9       34.49481      3.2434002       28.77133      2.6864856      41.743168      4.0523317
           -4.8      38.623311       3.363259      32.611894       2.727105      46.313877      4.2983105
           -4.7      47.456364      3.7235921      40.125788      3.2227442      56.492916      4.6668856
           -4.6      52.305587      4.2284445      44.040408      3.5567514      62.924782       5.406675
           -4.5      68.925933      5.5311302      58.618833       4.727055      81.867285      6.6875893
           -4.4      77.753171      5.6820739       65.35389      4.8397255      94.009168      6.8684287
           -4.3      80.365615      5.8884148      68.374157      5.0667084      95.550241      7.0971822
           -4.2      105.99883      7.1664468      89.922523      6.3067007      127.51012        8.69982
           -4.1      110.06126      7.9169389      93.163619      6.8912305      133.71475      9.8951647
             -4      129.76297      6.6649221      108.54019      5.6120806      157.52975      8.2580745
           -3.9      158.45863      8.0097954      133.08598      6.8526265      191.87586      9.7008217
           -3.8      187.85652      8.4470831      159.35684      7.2308856      224.85814      10.505738
           -3.7       215.2962      10.122137      181.33299      8.5667118      261.40211      12.587874
           -3.6      254.60264      11.707683      215.73803      9.9207929      303.57045      14.809104
           -3.5      294.91027      11.750086      247.05141      9.8370642      361.29536      15.642152
           -3.4       304.8266      11.675176      257.42223      10.014295      371.82289      15.042252
           -3.3      321.33115      11.261332       271.3149      9.5676076      389.27638      14.205187
           -3.2      398.34432      13.625852            334      11.593351      487.36513      17.097426
           -3.1      440.82585      14.809706      370.97906      12.537292      538.08281      18.600807
             -3      496.73314      15.419093      419.79324      13.263575      602.92217      18.950066
           -2.9      622.87809      21.692273      526.08805      18.637945      757.78821      27.078455
           -2.8      683.70862      28.948451      576.05933      23.414596      842.29264      43.158512
           -2.7      774.58244      20.953134      660.01307      18.642683      932.51647      25.026623
           -2.6      925.67611      33.233641      787.03762      28.981226      1113.0853      39.199645
           -2.5      1083.6187      43.208263      922.59408      39.746265      1308.2361      47.728318
           -2.4      1183.9554      28.872157      1007.4604      25.199626      1431.1361      35.512887
           -2.3      1382.0656      29.831548      1175.9425      25.740448      1673.4018      39.125662
           -2.2      1606.0196      33.650881      1368.5667      29.335613      1937.4328      41.342018
           -2.1      1807.0615      40.866496      1540.9641      36.365235      2169.7772       47.71398
             -2      2233.1556      61.891486      1917.0198      58.129088      2661.5305      65.098404
           -1.9      2592.8689      44.918951      2221.6508      40.725562      3118.9159      52.213353
           -1.8       3020.568      48.356016      2587.5059      42.802989      3630.2275      57.741823
           -1.7      3655.7496      61.459541      3140.8485       54.44262      4374.6585      74.276311
           -1.6      4208.8012      64.195551      3605.4273      56.458648      5061.0115      76.002372
           -1.5      5065.2016      68.738985      4351.6589      61.373079      6062.6374      81.102975
           -1.4      5942.3521      76.760261      5132.2725      71.546317       7051.677      87.858689
           -1.3      7102.1283      87.273228      6103.4421       79.20868      8511.2254      98.911781
           -1.2       8277.772      88.624156      7104.1037      78.741651      9934.4176      105.39137
           -1.1      9682.6008       88.98338      8308.9019      79.827331      11633.928      103.21419
             -1       11614.57      118.23303      9995.8343      107.00367      13875.474      133.86064
           -0.9      13765.879      120.61711      11845.049      110.11992      16478.589      135.47166
           -0.8      15493.795      119.85293      13302.204      107.22865      18593.382      140.09536
           -0.7       18241.39      148.97608      15706.157      133.41856      21780.806      173.14607
           -0.6      20933.115      156.22206      18032.722      140.80646      24945.187      179.19897
           -0.5      23937.495      167.12985      20642.156      151.10543      28527.799      190.96128
           -0.4      26857.751      159.00922      23167.017      144.05832      31962.318      183.94024
           -0.3      29897.292      175.84346      25793.403      159.67094      35571.895      199.87892
           -0.2      33218.918      189.91459      28719.972      172.41058       39364.11      216.03061
           -0.1       34887.06      197.46229      30258.038      179.73208      41175.921      224.20065
              0      35214.045      202.12422      30568.927      184.35892      41462.175       228.8212
            0.1      32923.055      189.55206      28476.485      171.70259      39030.553      216.23496
            0.2      29846.982      173.57786      25765.689       158.0632      35492.679      198.43027
            0.3      26836.941      171.87473      23139.402      154.69117       31943.87      197.26721
            0.4      23756.851       156.8743      20465.768      142.21635      28359.392      179.20659
            0.5       20977.72      157.18145      18061.525      142.71811      25072.638      178.44798
            0.6      18250.751      146.74543      15699.731      131.54352      21851.404      170.24758
            0.7      15671.084      130.26023      13479.054      117.34859      18777.734      150.79967
            0.8      13487.218      117.65417      11616.897      107.45086      16121.953      134.06678
            0.9      11557.292      108.55794      9931.1236      97.428758      13847.609      126.52685
              1      9849.9748      105.80781      8460.8417      94.854953       11789.08      121.83648
            1.1      8418.1124      99.023056      7251.4736      90.759201      10073.732       113.3051
            1.2       7114.265      91.727379      6115.4164      83.746994      8514.3237      101.43448
            1.3      5987.2992      89.105509      5132.9333      80.508212      7182.5027      101.70556
            1.4       4998.497      70.057081      4298.1289      63.382598      5973.5427      81.605649
            1.5      4272.4258      63.368539      3663.5101      56.508103      5131.3772       74.97844
            1.6      3720.5437       64.32319      3180.4958      57.343504       4495.573      75.382489
            1.7      3044.6363      50.599507       2604.848      43.821294      3674.7536      63.072593
            1.8      2650.0124      44.038863      2267.7525      39.846075      3190.2398      51.875743
            1.9      2187.4778       47.42785      1875.3625      41.506832      2618.1437      63.140352
              2      1926.3594      41.332259      1649.6736      36.167392      2306.7921      50.173185
            2.1      1577.1147      32.995766      1344.6084      28.938537      1904.3246      40.139057
            2.2      1416.5981      44.329482      1205.2631      38.232873      1709.8784       53.31816
            2.3      1197.6813      30.303394      1018.7321      26.089929      1446.3316      38.059528
