#          y_ep        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      1289.5976      33.682792      1111.8898      30.057863       1557.723      40.517846
           -4.9      1536.8706      39.288274      1329.2049      35.211596      1851.8864      45.860756
           -4.8        1733.12      37.877849      1489.7394      33.335189      2093.1518      46.204629
           -4.7      2075.7944      45.602968      1784.3337      39.347489      2519.0034      57.863637
           -4.6      2224.7973      38.773341      1913.0037      33.933296      2699.9899      48.594796
           -4.5      2408.1282      39.978512       2072.805      35.015193      2914.6038      51.207086
           -4.4      2805.5009      44.943864      2411.2959      39.904268      3406.4584      54.481778
           -4.3      3184.1849      64.223705      2740.0615      57.853396      3846.7442      74.966708
           -4.2      3514.2289      74.030676      3026.3785      65.848296      4231.9191       86.33734
           -4.1       3730.109      58.122201      3227.6327      53.440874      4458.8765      67.024854
             -4      3923.6426      53.530592      3382.2209      47.362848       4700.254      65.106025
           -3.9       4319.146      68.090888      3724.0079      62.218848      5182.4141      76.284143
           -3.8      4552.4769      66.995987      3921.9176      60.643717       5439.468      76.402855
           -3.7      4829.7964      58.962842      4158.6737      53.338774      5799.9069      69.209139
           -3.6      4997.0626      63.909713      4301.9668      56.862901      5994.0078      76.201705
           -3.5      5258.8213       89.20752       4534.459      80.322127      6284.1463      100.12504
           -3.4      5468.0145      75.380404      4707.2715      68.147786      6505.6032       85.95542
           -3.3      5708.1978       72.22593      4912.5077      64.434135      6831.3752      85.471909
           -3.2      5776.4364      74.292758      4977.8275      66.673918      6910.0058      88.195797
           -3.1      6031.1668      74.590995       5195.226      67.369137      7205.4366      89.649354
             -3      6323.1963      86.118681      5450.7465      77.023473      7535.8379      101.65834
           -2.9      6266.0507      75.090188      5398.6395      67.237287      7476.8773      88.295505
           -2.8      6355.5333        75.3094      5468.5342      67.253862      7604.5512      89.369554
           -2.7      6459.8135      80.686215      5559.4072      71.889619      7722.7705      96.288015
           -2.6      6502.4036      87.292746       5590.759      79.325333      7749.1193      97.548873
           -2.5        6670.42      76.021581         5764.4      69.641054      7895.8755      87.227693
           -2.4      6575.7607      70.551178      5654.5949      63.043594      7835.0588      82.748806
           -2.3      6764.9769      76.132787      5813.6117      68.205253      8076.2948      88.006772
           -2.2      6891.2404      82.443807       5936.401      75.667164      8188.3005      92.304928
           -2.1      6905.0137      73.557315      5938.6212      65.733025      8256.5594       87.21939
             -2      6975.0507      87.087612      6003.6868      78.259049      8308.3976       100.0397
           -1.9      6989.9684      75.658641      6016.5114      67.839164      8329.9912      88.544063
           -1.8      7047.3616      84.826377      6073.6586       76.82712      8383.3416      96.720311
           -1.7      7177.8215      90.963587      6191.8524      81.052758      8508.5721      106.13176
           -1.6      7104.8961      84.008589      6113.6876      75.369993      8454.7521      97.671569
           -1.5      7084.1766      84.039989      6092.7893      75.952734      8429.9581      95.839581
           -1.4      7444.8206      103.93667      6424.8078      94.560187      8811.8627      116.12938
           -1.3      7339.9344      97.037746      6335.7781      89.273262      8712.1113      107.68613
           -1.2      7249.7086      89.642518      6243.1487      80.283494      8608.6431      103.10693
           -1.1       7351.169      84.439841      6337.5343      77.467806       8724.529      95.898974
             -1      7486.9999      109.73632      6475.2193        100.931       8835.476      119.24444
           -0.9      7348.6476      89.438658      6338.4868      81.398386      8703.9966      101.29198
           -0.8      7575.2082      108.25081      6539.5205      101.33932      8981.6389       116.6439
           -0.7      7619.6796      113.47087      6579.0703      103.20058      9039.6716      128.00213
           -0.6      7456.4806      96.020219      6430.6537       86.53384      8842.0045      110.50667
           -0.5      7449.8888      102.14409      6417.0103      91.297426      8837.1652      116.75706
           -0.4      7446.0182      89.975175      6422.3959      81.720538      8806.2623       101.2646
           -0.3      7446.7148      89.513454      6423.1739      81.600697      8832.4278      100.22737
           -0.2      7432.3918      86.679171      6404.6795      77.586487      8836.3899      100.63197
           -0.1       7532.591      93.690989      6493.8583      85.656316      8940.4229       104.4811
              0      7567.6423      93.811675      6528.5152      84.638906      8999.6425      109.59001
            0.1      7703.4113      108.53864      6658.4238      99.037991      9122.0792       121.8326
            0.2      7507.3207      99.878791      6473.9709      91.822863      8913.8891       110.6054
            0.3      7367.9797       87.77652       6346.555      78.325926      8755.4106      102.27571
            0.4      7511.7697      95.207853       6479.451      86.615762      8899.8411      106.35459
            0.5      7603.1465      91.132668      6571.1472      82.572221      9012.4799      105.32989
            0.6      7400.7154      87.049008      6369.4637      78.155362      8813.4504      101.47752
            0.7      7320.2018      85.710955      6304.4593      77.626991      8686.2171      97.347661
            0.8       7350.206      81.300947      6327.2947      73.336206      8748.1922      93.917804
            0.9       7392.092      92.879687      6372.4411      84.065529      8758.0822      104.95295
              1      7283.7697      82.988841      6272.6959      74.168938      8649.9512      96.425511
            1.1      7325.5091      98.259482      6314.9696      89.611017      8714.4097       110.5987
            1.2      7129.9324      78.625329      6144.8587      70.673379      8451.7869      94.479491
            1.3      7247.7971      104.75019       6247.886      95.085349      8606.7106      119.14877
            1.4      7029.2336      88.397383      6045.0691       78.65818      8358.9501      101.70042
            1.5       7220.943      90.736162      6216.6501      82.171046      8598.5615      104.37943
            1.6      7058.2803      88.719722      6076.1497       80.54723      8404.2355      100.93379
            1.7      7319.4266       99.05158      6307.3181      90.286918      8707.7444      111.34778
            1.8      6970.7663       81.50932      5994.7832      72.729686      8315.5643      96.185305
            1.9      7035.2469      98.097327      6061.5981      88.861744      8377.1941      112.62763
              2      7028.8227      90.457825      6053.9344      82.400708      8364.9318      103.29363
            2.1      6744.3883      73.133421      5800.9124      65.536173      8057.1735      86.203149
            2.2      6819.7882      93.019643      5877.9979      85.041577      8097.2312      104.70287
            2.3      6782.2376      96.231486      5857.5453      88.462535      8023.9279      105.02249
            2.4       6686.175      78.468979      5746.7622      70.154182      7995.5459      91.774322
            2.5      6636.4122      75.602461      5703.9977      67.451286      7917.7971      88.208315
