#          y_ep        central        num_err    min (scale)        num_err    max (scale)        num_err
            2.6      6388.7314       70.20799       5485.982      63.193384      7637.2136      81.615911
            2.7       6443.626      74.272401      5538.6774      66.614062      7713.7829      86.656327
            2.8      6310.7583      77.764613      5443.4361      70.557954      7505.4003      89.194772
            2.9      6037.5153      76.375899      5190.7893      69.036986      7199.3874      86.951994
              3      5972.1997      76.472415      5141.9418      69.658009      7110.0108      85.757836
            3.1      5908.9894      82.192488      5086.6201      74.170883      7061.3061       93.94987
            3.2      5739.9637      78.174921      4952.4256      71.007501      6833.8966      89.192921
            3.3      5515.8843      71.743273      4750.2754       63.33988      6595.5211       85.76932
            3.4      5314.5896      72.103823      4573.6875      64.355088      6361.8094      84.892937
            3.5      5031.6174      63.350256      4329.9891      57.155484      6039.9418      73.924903
            3.6      4768.5831      65.167445      4105.8965      58.597697      5742.7493      76.585038
            3.7      4623.0737      61.779472      3974.7909      54.620599      5563.3197      75.040834
            3.8      4299.3829      65.785646      3699.8027      58.276699      5169.2931      79.669139
            3.9      4061.3682      64.203919      3496.8555      57.079197      4891.8305      76.005695
              4       3757.258      65.515884      3235.7314      58.409728      4507.3395      76.888348
            4.1      3396.7497      62.483457        2934.87      56.848712       4068.069      70.928383
            4.2      3111.0065      51.260112      2674.3877      44.748205      3760.7117      63.575246
            4.3      2886.4195      58.748619      2492.4031      56.127248      3468.8774      62.608212
            4.4      2599.4889      62.531157      2239.3334      55.355585       3131.592      72.583747
            4.5      2250.7065      37.627258      1935.6841      33.151934      2723.1367      46.706011
            4.6      1949.1009      37.398787      1672.6461      32.397596      2362.5354       47.53577
            4.7      1797.9343      48.064191      1550.8711      42.920674      2165.3779       55.26212
            4.8      1526.4186      33.947475       1315.393      29.867398      1847.9586      42.127479
            4.9      1336.4188      49.719055       1153.716       44.59849      1605.8546      56.112545
              5      1336.4188      49.719055       1153.716       44.59849      1605.8546      56.112545
