# pt_bjet1-CMS-        central        num_err    min (scale)        num_err    max (scale)        num_err
# 1bjet
             30      102.25766     0.63211193      88.816105     0.57430942      119.22951     0.70787502
             50      40.738818     0.35178881       35.39029     0.32539809      47.303778     0.38366443
             75       16.96486     0.21666149      14.725138     0.19550607      19.725967     0.24253674
            110      6.9054932     0.10793915       5.971416    0.098201937      8.0656223     0.12047199
            155      2.4839974    0.046466314      2.1299247    0.041857417      2.9200554    0.053278154
            220     0.70063748    0.024756351     0.59556163     0.02228968     0.83011057    0.027830744
            360    0.088023162   0.0037969474    0.073416008   0.0032504721     0.10583468    0.004914193
            600    0.088023162   0.0037969474    0.073416008   0.0032504721     0.10583468    0.004914193
