# total-mbbZ250        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      49412.089      62.192503      42670.718      57.397795      58845.918       70.55845
              1      49412.089      62.192503      42670.718      57.397795      58845.918       70.55845
