# dphi_bbZ-j1-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj60
              0      1442.4589      12.867116      1177.0394      10.964705      1793.1713      15.897576
     0.31415927       1543.144      15.258016      1263.4647      13.186624      1910.3806      18.342063
     0.62831853      1634.0479      14.365057       1334.573      12.320535      2029.9186      17.313439
      0.9424778       1799.721      20.356335      1469.3092      18.313133      2237.7682        22.9576
      1.2566371      1976.8281      15.383127      1615.2154      13.268513      2454.3953        19.0541
      1.5707963      2391.0779      19.348111      1952.4787      16.828648      2970.7643      23.142027
      1.8849556      3046.1181      26.704352      2487.0911      23.110821      3785.0022      31.475927
      2.1991149      4039.4098      32.838737      3298.7389      28.793307      5017.8271      38.041032
      2.5132741      5328.0408      37.485991      4347.3471      32.177181       6617.807      44.543221
      2.8274334        6737.44      49.082635      5515.2881      42.173344      8322.7757      58.139969
      3.1415927        6737.44      49.082635      5515.2881      42.173344      8322.7757      58.139969
