# pt_bjet1_2-CM        central        num_err    min (scale)        num_err    max (scale)        num_err
# S-1bjet
             30      102.25766     0.63211193      88.816105     0.57430942      119.22951     0.70787502
             50      43.852874     0.41704262      38.108823      0.3865041      50.900402     0.45334527
             70      23.071731     0.27841773      20.023489     0.25681778      26.799644     0.30370311
             90      13.687423     0.29351673      11.874542     0.25982693      15.949839     0.33453286
            110      7.2557574     0.11896349      6.2834449     0.10840926      8.4616356     0.13245765
            150      2.9803464    0.055462643      2.5545269    0.049545917      3.5040705    0.064502059
            200      2.9803464    0.055462643      2.5545269    0.049545917      3.5040705    0.064502059
