# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ500
              0       366.7548      7.2192768      302.45222      6.0710027      573.33139      11.419559
              1      1452.4039      15.126057       1204.883      13.409695      2219.4719      23.040788
              2      2006.0924      17.845233      1741.8762      16.182717      2645.4822      23.736531
              3      2150.6597      18.752399      1889.7678      16.591909      2658.0071      23.312976
              4      2161.5588      18.728315      1895.1723      16.769597      2593.1023      22.077298
              5      2068.0661      19.688229      1811.5997       17.76631      2432.8856      22.345158
              6      1912.4228      14.818892      1669.1036      13.317339      2237.6808      16.868794
              7      1828.6429      17.545854      1597.4148      15.886774      2119.0372      19.311482
              8      1680.1521      13.807668      1464.1867      12.428294       1944.866      15.436294
              9      1616.2759      14.521586      1410.5713      13.409238      1860.4536      15.546081
             10      1529.4934       13.98746      1331.9064      12.670982      1761.8302      15.286255
             11      1429.1769      12.848881      1245.0309      11.747705      1641.4352      13.779386
             12      1350.8124      12.203995       1174.587      11.138964      1553.9448       13.15782
             13       1287.882       12.19459      1118.8817      11.182281      1481.9359      13.047667
             14       1227.183      13.209045      1065.5477      12.211706      1412.2682      13.900497
             15      1183.2236      11.850668      1027.6257      10.964446      1360.1109      12.501841
             16       1109.011      9.9758927      962.03785      9.1663373      1275.8729      10.694519
             17      1021.2866      8.6189397      883.14659        7.82275      1181.0525      9.4648177
             18      997.36539      9.9384925       862.9904      9.2206982      1151.3449      10.492854
             19      952.15165      9.0284351      823.71533      8.1697378       1099.075      9.9566117
             20       927.0633      9.2696163      801.64899      8.5053644      1071.2075      9.9439971
             21      890.79508      9.2140481      771.11266       8.594489      1026.8977      9.7564244
             22      859.48687      9.7065761      742.96099      8.8833294      993.35792      10.424155
             23      819.04107      8.0593054      708.48317      7.3846267      945.14197      8.7218426
             24      772.73208      6.9539898       665.6496      6.2620793      897.32992      7.7195153
             25      741.49181      7.3345129      639.90237      6.7167729      858.41877      7.9535807
             26      737.46993      9.1853425      636.70424      8.5007278      853.84036      9.6899492
             27      703.15712      8.2511965      606.05984      7.6565863      816.17155      9.1988319
             28      682.30713      7.9516601      587.84621      7.2228261      792.61905      8.8827469
             29       645.5021      6.9090351       555.2174      6.1911349      751.18783      7.6886291
             30      626.80615       6.702232      540.23848      6.1636156      728.83285      7.4587111
             31      603.26798      6.8646717      518.66966      6.1774759      703.96209      7.7320626
             32      580.90733      5.9273159      499.30268      5.3899149      678.97289      6.7304759
             33      568.78532      6.5872034      488.62773      5.8138852       665.1527      7.5469514
             34      567.01524      6.8955118      487.79905      6.1650344      661.48618      7.7344306
             35      524.61764      6.6337116      449.97299      5.9758616      614.40446      7.3591092
             36      506.42659      6.3842893      433.42365       5.703544      594.58824      7.1546206
             37      498.23927      6.1246133      427.57991      5.5449726      582.67182      6.7703038
             38      474.92105      5.4877831      405.90483      4.8945058      558.47427       6.211477
             39      452.55708       5.217843      387.63819      4.6262278      530.54374       5.991521
             40      460.82698       7.516261      393.55339       7.174845      542.61053      7.8566824
             41       418.9662      4.7143561      356.73986      4.1650961      494.47008      5.4093359
             42      419.22479      5.6905694      358.33126      5.1680977      492.23562       6.303597
             43       398.6472      5.1108292      340.47447      4.5655798      468.81886       5.771088
             44      386.68853       5.025291      329.14773      4.4226393      456.52835      5.7702453
             45      371.35153      4.6033213      316.01741      4.0778743      438.66422      5.2576359
             46       374.2392      6.4836564      319.03352      5.7634293      440.89148      7.3331865
             47      355.56907      5.9593394      301.98043      5.3630762      421.03571      6.6026619
             48      334.74719      4.2968195      284.18911      3.7856351      396.51478      5.0121821
             49      327.11262      4.3604143      277.70745      3.8680409      387.38389      4.9706376
             50      327.11262      4.3604143      277.70745      3.8680409      387.38389      4.9706376
