#   pt_Z-ptj120        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1.0585499     0.10230628      0.8534015    0.085032032      1.3327785     0.13596091
              5      3.6400078     0.15741822      2.8508342     0.12634961      4.7506175     0.20617783
             10      5.8599352     0.18741043      4.5970602     0.14832507      7.6301056     0.25054642
             15      7.9887507     0.25139531      6.2701238     0.20405783      10.410892     0.32623226
             20      9.8520123     0.27127244      7.7659327     0.21998325      12.757115     0.35962092
             25      11.496476     0.27736265      8.9920185     0.22123136      15.030135     0.36550882
             30      12.789219      0.3144809      10.062574     0.25890031      16.605873     0.40104014
             35      14.252788     0.32965709      11.214568     0.27177646      18.526422     0.42030393
             40       14.24678     0.40718998      11.260674     0.34497486      18.396023     0.49657246
             45      14.763177      0.4301463      11.643737     0.36067132      19.126987     0.53372967
             50      15.423672     0.41138291      12.146569     0.33956047       20.01058     0.51492252
             55      16.604738     0.82118925      13.199902     0.69293235      21.289958     0.98523235
             60      15.947467     0.42195262      12.558911     0.35004257      20.699472     0.52510578
             65      15.094473     0.40010142       11.95622     0.33377512      19.423417     0.50107739
             70      14.247454     0.34610087      11.174169     0.28240327      18.574922     0.44560549
             75      16.037674     0.62367094      12.678895     0.53013746      20.732037     0.75917968
             80      15.569276     0.43648386      12.260705     0.36670769       20.22065      0.5355603
             85      14.997563     0.45530115      11.876434     0.38465629      19.319311     0.55253037
             90       14.80192     0.54352576      11.781303     0.46258162      18.943951     0.65311882
             95      15.279934     0.96569727       12.16785     0.82617321      19.573867      1.1379091
            100      14.417112     0.47576061      11.434269     0.38979308      18.530902     0.61243989
            105      13.538814     0.48584222      10.746528     0.41242432      17.376692     0.58394859
            110      13.723526     0.45853239       10.89463     0.37896589      17.597437     0.57329506
            115      13.242671     0.33531388      10.513336     0.27340734      16.992074     0.43013385
            120      13.054935     0.36044643       10.43366      0.3052489      16.593876     0.44232487
            125       13.22562     0.48613776      10.503626      0.3881315      16.970144     0.64583233
            130      12.445889     0.34085062      9.8881601     0.27966038      15.953814     0.43081076
            135      11.743512      0.3449679      9.4297517     0.28502395      14.808473     0.44081401
            140      11.621104     0.46245242      9.3100897     0.41189365      14.743827     0.52461552
            145      10.745362     0.36225442      8.6424418     0.30816135      13.532187     0.45295687
            150      9.8228491     0.24556908        7.88326     0.20168126      12.392284     0.31558234
            155      9.5172492     0.23611417      7.6114786     0.19195915       12.07187     0.30829189
            160      8.9678136     0.26084085      7.1702307     0.21691119      11.389059     0.32956788
            165       8.377471     0.37269508      6.6933248     0.31737495      10.647629     0.44530035
            170      8.0825433     0.78151555      6.6187564     0.75464704      9.9779926     0.77883754
            175       6.675342      0.1932554      5.3147665     0.15522043      8.5119133     0.25265805
            180      6.8975787     0.26419939      5.5587964     0.22876821      8.6719486        0.31536
            185      5.8942082     0.22442345      4.7508614     0.19441958      7.4063663     0.26953328
            190      5.2216658      0.1740634      4.1961965     0.14795398      6.5781607     0.22370252
            195      5.0493222     0.19232776      4.0197809     0.15864757      6.4346572     0.24508101
            200      4.8727968     0.17413462      3.8878212     0.14187865      6.1921882     0.22276982
            205      4.5618356     0.29891829      3.6728185      0.2658702      5.7497284      0.3381012
            210      3.6728512     0.14430591      2.9262463     0.11621143      4.6722404     0.18948555
            215      3.8500471     0.15859331      3.1115325     0.13305743      4.8127977     0.19996515
            220      3.5219199     0.14963161      2.8194974     0.12239605      4.4579183     0.19184811
            225      3.2197723      0.1764512      2.5923477     0.15670227        4.04838     0.20463624
            230      2.9082638     0.14976591      2.3346937     0.12546043      3.6660353     0.18640836
            235      3.2250745     0.38810555      2.6053993     0.31877726       4.031404     0.47784525
            240      2.5125835     0.16406122      2.0361169     0.13916983      3.1266759     0.20254813
            245      2.2096679     0.13866764      1.7967109     0.11985491      2.7283184       0.186272
            250      2.2781975      0.1419339        1.84327     0.12089082      2.8430738     0.17302151
            255      2.2384849     0.16879799      1.8728052     0.16096232      2.6644449     0.19424904
            260      1.8004901     0.11627524      1.4769056     0.10174235      2.1998046     0.16639964
            265      1.7208735     0.12644975      1.3968554     0.10665411      2.1377526     0.15465585
            270      1.5508838    0.094071079      1.2272373    0.075786327      1.9899234     0.12271345
            275      1.4072748    0.098723404      1.1230334    0.080352799      1.7872673     0.12674253
            280       1.308968    0.083464067      1.0565647    0.066598858      1.6300958     0.11239674
            285      1.1511727    0.077039149     0.89961397    0.059669934      1.4979152      0.1039025
            290      1.1769695    0.079585689     0.93220056    0.062140979      1.5057581     0.10804577
            295      1.5008701     0.48572242      1.2424803     0.43105735      1.8262274     0.54309522
            300      1.0014553     0.07248519     0.78852257    0.057678156      1.2903656    0.098629387
            305     0.87170845    0.070528625     0.69024894    0.056245734      1.1163134    0.092377456
            310     0.91991657    0.076902898     0.73837207    0.064305461      1.1579491     0.09700314
            315     0.74822259    0.075365964      0.6155982    0.063127858     0.90642213    0.094322049
            320      1.0289886     0.18518857     0.82484771     0.16214492      1.3019378     0.21041756
            325     0.70818952    0.062076743     0.55475944    0.048146054     0.90712995    0.083965558
            330     0.72019421    0.074295572     0.58992212    0.064219207     0.88527575    0.088979048
            335     0.58601655    0.058554492     0.46141061    0.047495717     0.75749799    0.075304694
            340     0.54957186     0.06849583     0.45964547    0.058893422     0.65169598     0.08564678
            345     0.49229822    0.065663878     0.39421856    0.055420313     0.62388223    0.081710072
            350     0.61435386    0.075931194     0.49774525    0.067378996      0.7671124    0.088307546
            355     0.45016794    0.052322184      0.3543648    0.041471084     0.58047244     0.06957371
            360      0.6031132     0.14976384     0.49656535     0.12998244      0.7342677     0.17367107
            365     0.59717923     0.18969693     0.49432224     0.16811293     0.72580648     0.21319111
            370     0.45281934    0.094392221     0.37422581     0.08566287     0.55063397     0.10347496
            375     0.44778068    0.056242562     0.35740022    0.047509235     0.56867531    0.068546884
            380      0.3775466    0.045382951     0.30361609    0.036008949     0.46951721    0.062719909
            385     0.37358336    0.044934402     0.30677441    0.037073802     0.45053051    0.061136888
            390     0.34857945    0.048910182     0.27780145    0.039030712      0.4425838    0.064441162
