#    pt_em-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
             30      1583.9387      12.857842      1368.9152      11.660265      1888.3424      14.861138
             31      1622.5293      13.228775      1402.5302       11.94142      1931.8634      15.193532
             32      1634.1098      14.427072      1410.4498      13.044933      1957.4396      16.737842
             33      1630.2279      12.344103      1407.1779      11.069109      1954.9626      14.619197
             34      1659.6005      13.114671      1432.5154      11.808344      1992.8314       15.34651
             35      1631.4796      11.644776      1409.9692      10.446665      1955.2176      13.907604
             36      1597.3668      11.525643      1379.0203      10.300313      1923.6309      13.943974
             37      1570.0478      12.138718      1355.6986      10.930946      1885.6928      14.123274
             38      1519.5837      12.044096      1311.8994      10.888635      1827.8881      14.218873
             39      1442.1796      12.254609      1243.8161      10.773799      1736.2489       14.85082
             40      1371.0611      12.215864      1183.7442      11.224592      1643.8532      13.858648
             41      1278.6308      10.658763      1105.3584      9.5228024      1529.5178       12.63159
             42      1172.3643      10.154945      1014.5096      9.1066779      1394.3315      11.876358
             43      1077.9185      9.8579874      931.57203      8.8095188      1286.5527      11.624049
             44       1001.225      8.7095548      867.13395      7.9297675      1187.2872      10.061546
             45      914.86236      8.4162971       791.6939      7.5509577      1081.5874      9.7521652
             46      850.39638      7.7830336      736.28139      7.0094286      1003.2119      8.9703897
             47      790.10216      8.1362257      684.66665      7.4185024      931.35033      9.1751188
             48      699.28065       6.692349      603.91441      5.9744178      827.16425      7.8236332
             49      644.85609      6.5061048       557.3539      5.8359113       760.6975      7.6476286
             50      593.57233      6.4588769      513.18095      5.9380377      698.32475      7.2612412
             51      555.07371      6.4821476      478.65641      5.7112358      656.39353      7.6617942
             52      511.45342      6.1926044      442.39103      5.6095422      599.65614      7.0056227
             53      473.64424      6.3659731       410.0207      5.7701745      554.95793      7.1639957
             54       439.9316      5.8621981      380.30098      5.3430445      515.61863      6.5703967
             55      402.81413      5.1724634      346.97501      4.6247465      475.33875      5.9713233
             56      373.26022       4.657058       322.2314      4.1838104      438.70601      5.3452514
             57       352.1333      4.7624557      303.44767      4.3318993      413.65173      5.3479717
             58      318.76159      4.6553802      274.45773      4.2378024      374.47899      5.3089732
             59      296.97263      4.4215432      255.62466      3.9872487      349.39814      4.9937694
             60       278.2743      3.9724436       239.4463       3.541319      327.78055      4.6107736
             61      263.23502      3.9489702      226.03797      3.5122268      310.35808      4.5555029
             62      248.56433      5.2249854      212.80545      4.8752263      294.39922         5.5664
             63      234.53762      4.5037447      202.10588      4.1760068      275.18178      4.8795912
             64      214.86038      4.6594096      184.49775      4.1217658      252.79967      5.3161584
             65      195.83798      3.2620066      167.74922      2.9014612      231.41193      3.8308475
             66      189.47605      3.2827753      161.72769       2.894164      224.91529      3.8265066
             67      180.58603      3.9401651      154.88015      3.5431945      212.99379      4.4516256
             68      168.28516      3.3905759      144.40638      3.0993339      198.94621      3.9739264
             69      162.22736      4.7107804      138.11139      4.0173375      193.22851      5.6189225
             70      148.95089      3.0445364      126.74373      2.6760326      177.51598      3.5332596
             71      139.36373      3.2539065      119.30043      2.9135478      164.65829      3.6907321
             72      132.55436      2.6110781      113.41921        2.34498      156.59797      2.9858729
             73      128.12903      2.8986917      109.56933      2.6051762      151.70035        3.28509
             74      125.79505      3.0652128      107.51527      2.7738176       149.1195      3.5060821
             75      116.14317      2.5585738      99.154896      2.3110713      137.67937      2.9251796
             76      106.96628       3.453086      91.512922      3.0717591      126.30584      3.8903396
             77      99.147093      2.1366738      84.415326      1.9019312      117.97548      2.4769516
             78      94.831427      2.2289525      80.752309      1.9787823      112.74409      2.5745056
             79      89.807119      2.0881456      76.785348       1.858629        106.239      2.4329244
             80      83.802669       2.345302      71.585031       2.073775      99.058698      2.7078243
             81      81.702181      2.5541198      69.234877      2.1851286      97.798817      3.0502206
             82      76.315132      1.9379402      65.029352      1.7187091      90.519058      2.2423549
             83      71.874353      1.7360559      61.087876      1.5238354      85.494995       2.032206
             84      72.065984        3.57562      61.507488       3.248074      85.367712       3.920542
             85      71.051107      2.0745284      60.494277      1.8864016      84.565005      2.3325003
             86      62.656483       1.872176      53.493726      1.6688616      74.049457      2.1671412
             87      61.611086      1.7915813      52.493039      1.5975871      73.220264      2.1071364
             88      61.982024      2.0534618      52.682414       1.834526      73.811971       2.367751
             89      57.228705      2.5992368      48.930378      2.3096958      67.518497       2.945294
             90      49.732882       1.460054       41.92327      1.2861745      59.881722      1.7177651
             91      51.322241       1.564721      43.818931      1.4214677       60.70172      1.8065784
             92      50.415762      2.3614522      42.694993      2.0660617      60.431414      2.7161905
             93      48.260011        1.51512      41.281597      1.3747387      56.813747      1.8420356
             94      45.833145      2.0897258      38.812394      1.8623967      54.795075       2.362025
             95      42.473018      1.5696794      35.786526      1.3792645      51.209665      1.8349639
             96       42.16609      1.3518978      35.856568      1.2004854      50.267226      1.5869747
             97      39.969573       1.989648      34.052794      1.7875966      47.362629      2.2271307
             98      36.726861      1.3535562      30.987893      1.1852705      44.134023      1.5897289
             99      36.748723      1.4556123      30.934789      1.2877873      44.428976      1.7121048
            100      36.748723      1.4556123      30.934789      1.2877873      44.428976      1.7121048
