# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ150
              0      301.25454      6.8071813      245.45758      5.6848865      482.87732      10.898366
              1      1190.4737      13.244136      976.83003       11.46897      1854.4034       20.89669
              2      1604.0831      16.261594      1385.2637      14.798085      2130.5911      21.760768
              3       1687.961      16.919699      1472.6636      14.890113      2093.3483      21.052557
              4      1629.1722      16.503129      1419.6135       14.71574      1956.2101      19.428571
              5      1534.0864      17.196262      1337.4068      15.429635      1802.6622      19.521809
              6      1389.8603       12.97553      1209.2009      11.681745      1620.6861      14.653119
              7      1303.6393        14.7221      1136.0343      13.410784      1504.5579      15.938763
              8      1178.1861      11.154577      1024.5482      10.039392      1358.1795      12.403991
              9      1109.2364       11.69581      966.73248      10.822188        1269.59      12.370345
             10      1034.2332      11.426069      900.65826      10.441808      1182.9975      12.213463
             11      958.55235      10.980592      834.79911      10.119411      1094.1736      11.501684
             12      890.08704      10.055265       775.1824      9.2979925      1014.8518      10.530476
             13      834.19548      10.382402      726.35056      9.6239533       951.0201      10.835562
             14       789.2111      10.184434      686.23801      9.4988345      901.21578      10.543325
             15      747.29008      9.8162963       652.0195      9.2734777      847.97766      9.9186391
             16      704.56836      8.2802091      613.70067       7.697698       801.3979      8.6651734
             17      623.56683      6.5982358       540.9048      6.0397788      714.28292      7.1396815
             18      617.91081      8.0652191      537.57996      7.6253151      704.22913      8.2087834
             19      567.94555      6.4744925      493.41821      5.8750591      648.69204      7.2079924
             20      550.50017      7.1688185       478.4441      6.6431206      629.32348      7.8723884
             21      531.18016      6.4512294      462.37571      6.1204042      607.15531      7.0661472
             22      499.43249      7.2664917      433.95761      6.7547485      573.26112      8.0591126
             23      471.58601      5.9063299      410.69124      5.4859323      539.62013      6.4776855
             24      441.80271      5.0678093      383.16236      4.6077058      508.34549      5.7159188
             25      424.52238      5.5595101      368.97723       5.155452      488.00683      6.2578802
             26      415.59326      6.1747278      360.63872      5.5206565      478.99955      6.8681034
             27      396.59745      6.0767162      344.04944      5.4626993      457.36111      6.8094941
             28      377.64285      5.1600404      327.59969      4.6480135      435.38063      5.7578481
             29      354.16118      5.1276336      306.37299      4.5453396      409.61545      5.8337745
             30      349.88451      5.0957437       302.9738      4.6071806      404.47562      5.6250826
             31      325.53418      4.6159613       281.6817      4.1353326      376.29029      5.1887903
             32      316.22383      4.4018507      272.60826      3.9175143       367.4177      4.9629323
             33      299.82625      3.9617593      257.83216      3.5144839       349.7552      4.5066458
             34      299.84831      5.1289635       258.5675      4.5957049      348.08187      5.7131901
             35      274.77514      3.9687004      236.37112      3.5492857      320.06984      4.4816719
             36      268.18344      5.1109528      230.40782      4.6124854      312.76824      5.6048475
             37      258.13095      4.8614507       222.6747      4.4770447      299.32206      5.2212914
             38      247.38424      3.9103363      212.38837      3.5160425      288.82082      4.3653195
             39      227.27028      3.4510544      195.29646      3.0909069      264.97586      3.9522713
             40      235.44132      5.9557297      202.09199      5.9523705      275.07393      5.7900865
             41      214.52038      3.3521506      183.31457      2.9709717      251.72652      3.8100193
             42      205.31503      3.4706377      175.45715      3.0890026      240.87518      3.9198744
             43      194.15133      3.3138624      166.25585      2.9621485      227.21694      3.7428105
             44       189.4628      3.3865776       161.7164      2.9789967      222.51019      3.8821172
             45      176.37904      3.2848602      150.30448      2.9296201      207.81409      3.7006631
             46      174.87929      3.5842435      148.96518      3.1937542      206.01378      4.0239198
             47      162.34265      3.2766856      137.87999      2.9506611      192.02915      3.6336938
             48      150.57514      2.7148993      127.74348      2.3798258      178.31095      3.1480743
             49      148.13203      2.9579978      125.78428      2.6427362      175.27024      3.3364876
             50      148.13203      2.9579978      125.78428      2.6427362      175.27024      3.3364876
