#pt_Z-CMS-2bjet        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1.3140959    0.092126008      1.1593911    0.083332668      1.5051087     0.10316595
             10      3.6036617     0.16483316       3.170298     0.14950478      4.1581177     0.18529351
             20      5.5902795     0.17094938       4.911965     0.16211117      6.4374931     0.17678588
             40      4.5265436     0.11815586      3.9441873     0.10651247      5.2572925      0.1326504
             60      4.0992047     0.13132554       3.575652     0.11961852      4.7596938     0.14710599
             80      3.2392626     0.10170444      2.8255914     0.09354521      3.7708402     0.11240342
            100      1.9171789    0.049838795      1.6581499    0.045557898      2.2564617    0.055367071
            150     0.89649295    0.030682538     0.76109651    0.027469196      1.0807634    0.035385819
            200     0.89649295    0.030682538     0.76109651    0.027469196      1.0807634    0.035385819
