#  total-ptj200        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      730.48951      7.2065567      568.88526      5.9566756      958.27594      9.1130186
              1      730.48951      7.2065567      568.88526      5.9566756      958.27594      9.1130186
