qTcut          mu_R/mWbb      mu_F/mWbb      dXS +- err (NLO.CS.32.RA.QCD)     

independent    0.5            1              18384.679       +- 2.3438466      
independent    1              1              13485.835       +- 1.7036076      
independent    2              1              10206.265       +- 1.2807034      
