#qTcut         central scale                 minimum (antipodal)           maximum (antipodal)           
#              xiR=1  xiF=1                  xiR=2  xiF=0.5                xiR=0.5  xiF=2                µR=xiR*mWbb  µF=xiF*mWbb
0              23691.229      50.793242      21366.852      32.907307      25573.072      81.619817      
0.01           23658.140      34.304584      21345.899      22.559100      25518.869      55.006476                -9.77%           7.87%
0.02           23668.725      29.227283      21353.872      19.494835      25533.035      46.336946                -9.78%           7.88%
0.03           23662.591      27.920046      21351.373      18.785511      25519.711      43.900683                -9.77%           7.85%
0.04           23647.324      27.027391      21341.447      18.173683      25495.251      42.520427                -9.75%           7.81%
0.05           23632.034      26.220346      21332.722      17.703409      25467.731      41.088962                -9.73%           7.77%
0.06           23619.412      25.707983      21325.735      17.400383      25444.365      40.192559                -9.71%           7.73%
0.07           23623.947      25.670502      21329.364      17.384585      25449.954      40.103340                -9.71%           7.73%
0.08           23615.337      25.631612      21324.846      17.415058      25433.561      39.901119                -9.70%           7.70%
0.09           23594.805      25.153984      21312.087      17.067817      25399.321      39.229112                -9.67%           7.65%
0.1            23590.311      24.805626      21309.414      16.854298      25391.329      38.638325                -9.67%           7.63%
0.11           23578.020      24.690716      21301.577      16.778778      25371.156      38.451525                -9.65%           7.61%
0.12           23570.452      24.660062      21298.008      16.750240      25355.676      38.419192                -9.64%           7.57%
0.13           23569.310      24.448963      21298.022      16.618292      25351.889      38.064211                -9.64%           7.56%
0.14           23556.836      24.316466      21290.514      16.536838      25330.319      37.838255                -9.62%           7.53%
0.15           23554.622      24.214112      21290.268      16.471246      25323.767      37.671054                -9.61%           7.51%
0.16           23559.334      24.261668      21294.227      16.507083      25328.635      37.728669                -9.61%           7.51%
0.17           23553.537      24.127468      21291.097      16.414211      25317.645      37.528665                -9.61%           7.49%
0.18           23548.505      24.054640      21288.615      16.368204      25307.472      37.408497                -9.60%           7.47%
0.19           23545.647      24.010610      21287.444      16.338084      25300.939      37.339385                -9.59%           7.45%
0.2            23544.215      23.966223      21287.444      16.310406      25296.205      37.264467                -9.59%           7.44%
0.21           23540.497      23.902257      21285.559      16.267100      25288.756      37.165661                -9.58%           7.43%
0.22           23538.187      23.915158      21284.666      16.278342      25283.293      37.181930                -9.57%           7.41%
0.23           23543.990      23.862645      21289.218      16.241940      25290.481      37.101019                -9.58%           7.42%
0.24           23531.497      23.853831      21281.710      16.232082      25268.967      37.097601                -9.56%           7.38%
0.25           23535.649      23.902972      21284.552      16.275709      25275.001      37.145407                -9.56%           7.39%
0.26           23527.157      23.795703      21279.900      16.190733      25259.087      37.011121                -9.55%           7.36%
0.27           23528.053      23.707904      21280.637      16.141897      25259.842      36.849259                -9.55%           7.36%
0.28           23522.607      23.669990      21277.769      16.116837      25249.242      36.788757                -9.54%           7.34%
0.29           23520.291      23.653220      21276.859      16.098403      25243.730      36.774474                -9.54%           7.33%
0.3            23517.331      23.606368      21275.276      16.068315      25237.852      36.699394                -9.53%           7.32%
0.31           23515.511      23.583398      21274.398      16.052874      25233.789      36.663271                -9.53%           7.31%
0.32           23514.668      23.595802      21274.491      16.057557      25230.592      36.689190                -9.53%           7.30%
0.33           23514.560      23.573133      21274.788      16.042980      25229.199      36.651074                -9.53%           7.29%
