#pt_bbZ-mbbZ250        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1127.5396      2.2948342      1127.5396      2.2948342      1127.5396      2.2948342
              5      1544.3458      2.7878595      1544.3458      2.7878595      1544.3458      2.7878595
             10      1220.2666      2.3914255      1220.2666      2.3914255      1220.2666      2.3914255
             15      961.82868      2.0005392      961.82868      2.0005392      961.82868      2.0005392
             20      774.12657      1.7537789      774.12657      1.7537789      774.12657      1.7537789
             25      635.37985       1.618072      635.37985       1.618072      635.37985       1.618072
             30       530.9602      1.4490865       530.9602      1.4490865       530.9602      1.4490865
             35      445.33345       1.283139      445.33345       1.283139      445.33345       1.283139
             40      378.91707      1.2189843      378.91707      1.2189843      378.91707      1.2189843
             45      324.45058      1.1383839      324.45058      1.1383839      324.45058      1.1383839
             50      279.84054      1.0567815      279.84054      1.0567815      279.84054      1.0567815
             55      241.45208     0.99887989      241.45208     0.99887989      241.45208     0.99887989
             60      207.64714      0.9383028      207.64714      0.9383028      207.64714      0.9383028
             65      182.40905     0.93331862      182.40905     0.93331862      182.40905     0.93331862
             70      157.08297     0.86682132      157.08297     0.86682132      157.08297     0.86682132
             75      137.85034     0.83191879      137.85034     0.83191879      137.85034     0.83191879
             80      121.37026     0.80237292      121.37026     0.80237292      121.37026     0.80237292
             85      105.03383     0.75568175      105.03383     0.75568175      105.03383     0.75568175
             90      93.351334     0.78431957      93.351334     0.78431957      93.351334     0.78431957
             95      80.242193     0.74693304      80.242193     0.74693304      80.242193     0.74693304
            100       68.38302     0.67479444       68.38302     0.67479444       68.38302     0.67479444
            105       59.59902     0.63922651       59.59902     0.63922651       59.59902     0.63922651
            110      52.584078     0.64761832      52.584078     0.64761832      52.584078     0.64761832
            115      44.801465     0.54761141      44.801465     0.54761141      44.801465     0.54761141
            120      38.445226     0.48749685      38.445226     0.48749685      38.445226     0.48749685
            125       34.39536     0.50146518       34.39536     0.50146518       34.39536     0.50146518
            130      30.216043     0.48225494      30.216043     0.48225494      30.216043     0.48225494
            135      25.860623       0.463412      25.860623       0.463412      25.860623       0.463412
            140      22.773937     0.44910936      22.773937     0.44910936      22.773937     0.44910936
            145      18.779065     0.30419448      18.779065     0.30419448      18.779065     0.30419448
            150      17.191561     0.41941551      17.191561     0.41941551      17.191561     0.41941551
            155      14.752531      0.3451759      14.752531      0.3451759      14.752531      0.3451759
            160      12.996517     0.35228904      12.996517     0.35228904      12.996517     0.35228904
            165      10.860383     0.23128672      10.860383     0.23128672      10.860383     0.23128672
            170      9.1325489      0.2251959      9.1325489      0.2251959      9.1325489      0.2251959
            175      8.8814032     0.29214953      8.8814032     0.29214953      8.8814032     0.29214953
            180      7.4396923     0.28448431      7.4396923     0.28448431      7.4396923     0.28448431
            185      6.4903374     0.20495791      6.4903374     0.20495791      6.4903374     0.20495791
            190      5.7978443     0.24479751      5.7978443     0.24479751      5.7978443     0.24479751
            195      5.0532405     0.26854896      5.0532405     0.26854896      5.0532405     0.26854896
            200      4.5035872     0.20584314      4.5035872     0.20584314      4.5035872     0.20584314
            205      3.6674264     0.10830202      3.6674264     0.10830202      3.6674264     0.10830202
            210      3.3449819       0.117486      3.3449819       0.117486      3.3449819       0.117486
            215       3.031032     0.11426311       3.031032     0.11426311       3.031032     0.11426311
            220      2.6850232       0.120929      2.6850232       0.120929      2.6850232       0.120929
            225      2.2893989    0.075092986      2.2893989    0.075092986      2.2893989    0.075092986
            230      2.1705237     0.19131265      2.1705237     0.19131265      2.1705237     0.19131265
            235      1.8166179    0.086355639      1.8166179    0.086355639      1.8166179    0.086355639
            240      1.6128866    0.053657758      1.6128866    0.053657758      1.6128866    0.053657758
            245      1.3645206    0.066923367      1.3645206    0.066923367      1.3645206    0.066923367
            250      1.2712444    0.051280389      1.2712444    0.051280389      1.2712444    0.051280389
            255      1.3355281     0.12542879      1.3355281     0.12542879      1.3355281     0.12542879
            260      1.1397974    0.062113899      1.1397974    0.062113899      1.1397974    0.062113899
            265     0.90872039    0.054333267     0.90872039    0.054333267     0.90872039    0.054333267
            270     0.85232055    0.047332911     0.85232055    0.047332911     0.85232055    0.047332911
            275     0.79742776    0.033905667     0.79742776    0.033905667     0.79742776    0.033905667
            280     0.85439523     0.10953831     0.85439523     0.10953831     0.85439523     0.10953831
            285     0.66337754    0.029594048     0.66337754    0.029594048     0.66337754    0.029594048
            290     0.62206551    0.035643467     0.62206551    0.035643467     0.62206551    0.035643467
            295     0.53213626    0.032879161     0.53213626    0.032879161     0.53213626    0.032879161
            300     0.54723622    0.061930566     0.54723622    0.061930566     0.54723622    0.061930566
            305     0.45902641    0.028960407     0.45902641    0.028960407     0.45902641    0.028960407
            310     0.41399964    0.036269025     0.41399964    0.036269025     0.41399964    0.036269025
            315     0.42583793    0.055246057     0.42583793    0.055246057     0.42583793    0.055246057
            320     0.42791407    0.044133427     0.42791407    0.044133427     0.42791407    0.044133427
            325     0.40740163     0.07286976     0.40740163     0.07286976     0.40740163     0.07286976
            330     0.30310634    0.024412366     0.30310634    0.024412366     0.30310634    0.024412366
            335     0.30405348    0.024680897     0.30405348    0.024680897     0.30405348    0.024680897
            340     0.21562039     0.01476335     0.21562039     0.01476335     0.21562039     0.01476335
            345       0.240411    0.021418927       0.240411    0.021418927       0.240411    0.021418927
            350     0.21514281    0.029094121     0.21514281    0.029094121     0.21514281    0.029094121
            355     0.19575407    0.017564336     0.19575407    0.017564336     0.19575407    0.017564336
            360     0.17282807    0.015900531     0.17282807    0.015900531     0.17282807    0.015900531
            365     0.13251079    0.011925809     0.13251079    0.011925809     0.13251079    0.011925809
            370     0.21688628    0.055961832     0.21688628    0.055961832     0.21688628    0.055961832
            375     0.14459787    0.011277573     0.14459787    0.011277573     0.14459787    0.011277573
            380     0.13746301    0.011304457     0.13746301    0.011304457     0.13746301    0.011304457
            385     0.12452041    0.011282943     0.12452041    0.011282943     0.12452041    0.011282943
            390     0.22063246     0.11296173     0.22063246     0.11296173     0.22063246     0.11296173
            395    0.091944015    0.011239852    0.091944015    0.011239852    0.091944015    0.011239852
            400    0.086236909   0.0093377625    0.086236909   0.0093377625    0.086236909   0.0093377625
            405    0.082883607   0.0085663164    0.082883607   0.0085663164    0.082883607   0.0085663164
            410    0.092114257    0.019153615    0.092114257    0.019153615    0.092114257    0.019153615
            415    0.074421515   0.0079152281    0.074421515   0.0079152281    0.074421515   0.0079152281
            420    0.069619586   0.0094106691    0.069619586   0.0094106691    0.069619586   0.0094106691
            425    0.062239783   0.0090511256    0.062239783   0.0090511256    0.062239783   0.0090511256
            430    0.071780216   0.0096983072    0.071780216   0.0096983072    0.071780216   0.0096983072
            435    0.064031968    0.008159739    0.064031968    0.008159739    0.064031968    0.008159739
