#          y_bb        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      599.32898      11.908091      599.32898      11.908091      599.32898      11.908091
           -4.9      707.63755      12.374751      707.63755      12.374751      707.63755      12.374751
           -4.8      867.26835      13.868564      867.26835      13.868564      867.26835      13.868564
           -4.7      1053.5681      17.473612      1053.5681      17.473612      1053.5681      17.473612
           -4.6      1176.1047      18.945302      1176.1047      18.945302      1176.1047      18.945302
           -4.5      1379.2045      19.401331      1379.2045      19.401331      1379.2045      19.401331
           -4.4      1603.6079      21.171879      1603.6079      21.171879      1603.6079      21.171879
           -4.3      1844.6994      22.637424      1844.6994      22.637424      1844.6994      22.637424
           -4.2      2076.9168      25.313802      2076.9168      25.313802      2076.9168      25.313802
           -4.1      2290.1413      24.544006      2290.1413      24.544006      2290.1413      24.544006
             -4       2542.606      24.852454       2542.606      24.852454       2542.606      24.852454
           -3.9      2817.2566      26.807995      2817.2566      26.807995      2817.2566      26.807995
           -3.8      3117.1069      29.341844      3117.1069      29.341844      3117.1069      29.341844
           -3.7       3364.152      29.350077       3364.152      29.350077       3364.152      29.350077
           -3.6      3683.5071      30.325214      3683.5071      30.325214      3683.5071      30.325214
           -3.5      4001.6551      31.161495      4001.6551      31.161495      4001.6551      31.161495
           -3.4      4297.7134      32.959242      4297.7134      32.959242      4297.7134      32.959242
           -3.3      4587.3802      35.464994      4587.3802      35.464994      4587.3802      35.464994
           -3.2      4843.3336      37.730829      4843.3336      37.730829      4843.3336      37.730829
           -3.1      5075.4623      34.774289      5075.4623      34.774289      5075.4623      34.774289
             -3      5375.1113      37.936623      5375.1113      37.936623      5375.1113      37.936623
           -2.9      5567.3812      35.452939      5567.3812      35.452939      5567.3812      35.452939
           -2.8      5855.9743      35.383413      5855.9743      35.383413      5855.9743      35.383413
           -2.7      6059.9037      38.132137      6059.9037      38.132137      6059.9037      38.132137
           -2.6      6345.2604      40.220784      6345.2604      40.220784      6345.2604      40.220784
           -2.5      6598.5315      36.602854      6598.5315      36.602854      6598.5315      36.602854
           -2.4      6807.0582      41.580393      6807.0582      41.580393      6807.0582      41.580393
           -2.3      7031.0632      39.690429      7031.0632      39.690429      7031.0632      39.690429
           -2.2      7284.7922      39.392909      7284.7922      39.392909      7284.7922      39.392909
           -2.1      7484.5774       42.25533      7484.5774       42.25533      7484.5774       42.25533
             -2      7526.3471       38.45067      7526.3471       38.45067      7526.3471       38.45067
           -1.9      7797.5544      42.403499      7797.5544      42.403499      7797.5544      42.403499
           -1.8      8018.6486      44.191368      8018.6486      44.191368      8018.6486      44.191368
           -1.7      8137.8569      44.417074      8137.8569      44.417074      8137.8569      44.417074
           -1.6      8317.8458      44.261644      8317.8458      44.261644      8317.8458      44.261644
           -1.5      8522.2299      46.472767      8522.2299      46.472767      8522.2299      46.472767
