#          y_bb        central        num_err    min (scale)        num_err    max (scale)        num_err
           -1.4      8612.1857       44.42864      8612.1857       44.42864      8612.1857       44.42864
           -1.3      8712.8341      43.827788      8712.8341      43.827788      8712.8341      43.827788
           -1.2      8839.5488      44.575564      8839.5488      44.575564      8839.5488      44.575564
           -1.1      8992.5385      45.633886      8992.5385      45.633886      8992.5385      45.633886
             -1      9006.7769      44.614541      9006.7769      44.614541      9006.7769      44.614541
           -0.9      9173.2389      48.151341      9173.2389      48.151341      9173.2389      48.151341
           -0.8       9352.057      49.092509       9352.057      49.092509       9352.057      49.092509
           -0.7      9202.7179      47.159927      9202.7179      47.159927      9202.7179      47.159927
           -0.6      9317.2455      47.822185      9317.2455      47.822185      9317.2455      47.822185
           -0.5      9369.9367      44.449776      9369.9367      44.449776      9369.9367      44.449776
           -0.4      9453.0411      46.669244      9453.0411      46.669244      9453.0411      46.669244
           -0.3      9573.2872      49.237831      9573.2872      49.237831      9573.2872      49.237831
           -0.2      9490.4934      45.028754      9490.4934      45.028754      9490.4934      45.028754
           -0.1      9459.0238        46.4794      9459.0238        46.4794      9459.0238        46.4794
              0      9372.1802      45.426564      9372.1802      45.426564      9372.1802      45.426564
            0.1      9483.6497       48.64015      9483.6497       48.64015      9483.6497       48.64015
            0.2      9458.0438      45.917451      9458.0438      45.917451      9458.0438      45.917451
            0.3      9381.1323      44.275947      9381.1323      44.275947      9381.1323      44.275947
            0.4      9375.6401      45.636078      9375.6401      45.636078      9375.6401      45.636078
            0.5       9377.872      46.960037       9377.872      46.960037       9377.872      46.960037
            0.6      9373.9647      48.942491      9373.9647      48.942491      9373.9647      48.942491
            0.7      9188.0356      46.656141      9188.0356      46.656141      9188.0356      46.656141
            0.8      9119.1885      44.855103      9119.1885      44.855103      9119.1885      44.855103
            0.9      9012.0637      46.311768      9012.0637      46.311768      9012.0637      46.311768
              1      8972.3159      45.245482      8972.3159      45.245482      8972.3159      45.245482
            1.1      8841.2824      47.631712      8841.2824      47.631712      8841.2824      47.631712
            1.2      8746.3359      47.438757      8746.3359      47.438757      8746.3359      47.438757
            1.3      8583.3105      46.653194      8583.3105      46.653194      8583.3105      46.653194
            1.4      8443.8093      44.997694      8443.8093      44.997694      8443.8093      44.997694
            1.5      8325.0921        45.3827      8325.0921        45.3827      8325.0921        45.3827
            1.6      8191.4983      45.252103      8191.4983      45.252103      8191.4983      45.252103
            1.7      8000.3718      43.728521      8000.3718      43.728521      8000.3718      43.728521
            1.8      7808.2527      42.996041      7808.2527      42.996041      7808.2527      42.996041
            1.9      7656.2847      43.326627      7656.2847      43.326627      7656.2847      43.326627
              2      7393.7073      40.920591      7393.7073      40.920591      7393.7073      40.920591
            2.1       7225.704      39.915487       7225.704      39.915487       7225.704      39.915487
            2.2       6999.905      40.987379       6999.905      40.987379       6999.905      40.987379
            2.3      6830.7213      40.435737      6830.7213      40.435737      6830.7213      40.435737
            2.4       6550.006      38.359557       6550.006      38.359557       6550.006      38.359557
            2.5      6382.7889      40.444927      6382.7889      40.444927      6382.7889      40.444927
            2.6      6093.3036      36.596062      6093.3036      36.596062      6093.3036      36.596062
            2.7      5933.7253      40.660757      5933.7253      40.660757      5933.7253      40.660757
            2.8       5621.952      37.116517       5621.952      37.116517       5621.952      37.116517
            2.9      5318.4284       35.68982      5318.4284       35.68982      5318.4284       35.68982
              3      5022.4103      32.851882      5022.4103      32.851882      5022.4103      32.851882
            3.1      4834.5432      35.542109      4834.5432      35.542109      4834.5432      35.542109
            3.2      4512.4576      34.544202      4512.4576      34.544202      4512.4576      34.544202
            3.3      4223.7366      33.954837      4223.7366      33.954837      4223.7366      33.954837
            3.4      3995.7931       32.25033      3995.7931       32.25033      3995.7931       32.25033
            3.5      3673.2217      31.055522      3673.2217      31.055522      3673.2217      31.055522
            3.6      3422.9071      29.989096      3422.9071      29.989096      3422.9071      29.989096
            3.7      3101.7793      28.886366      3101.7793      28.886366      3101.7793      28.886366
            3.8      2826.4733      26.450817      2826.4733      26.450817      2826.4733      26.450817
            3.9       2587.714      26.322386       2587.714      26.322386       2587.714      26.322386
              4      2296.2726      24.343575      2296.2726      24.343575      2296.2726      24.343575
            4.1      2060.7609      24.656928      2060.7609      24.656928      2060.7609      24.656928
            4.2      1831.1764      22.040703      1831.1764      22.040703      1831.1764      22.040703
            4.3      1612.2768       21.54263      1612.2768       21.54263      1612.2768       21.54263
            4.4      1409.3793      18.367668      1409.3793      18.367668      1409.3793      18.367668
            4.5      1208.4639      19.891566      1208.4639      19.891566      1208.4639      19.891566
            4.6      1022.8272      18.087617      1022.8272      18.087617      1022.8272      18.087617
            4.7      904.02014      15.662021      904.02014      15.662021      904.02014      15.662021
            4.8      707.67624      12.288815      707.67624      12.288815      707.67624      12.288815
            4.9      600.78618      13.030084      600.78618      13.030084      600.78618      13.030084
              5      600.78618      13.030084      600.78618      13.030084      600.78618      13.030084
