# total-mbbZ250        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       50431.95      30.570669       50431.95      30.570669       50431.95      30.570669
              1       50431.95      30.570669       50431.95      30.570669       50431.95      30.570669
