#       pt_lep1        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      4.3656156     0.14049117      4.3656156     0.14049117      4.3656156     0.14049117
              5      46.916779      0.4584021      46.916779      0.4584021      46.916779      0.4584021
             10      150.54639      1.1073345      150.54639      1.1073345      150.54639      1.1073345
             15      306.24607       1.668423      306.24607       1.668423      306.24607       1.668423
             20      505.59144      2.1908507      505.59144      2.1908507      505.59144      2.1908507
             25      733.48809      2.3638142      733.48809      2.3638142      733.48809      2.3638142
             30      1006.0711      2.4200836      1006.0711      2.4200836      1006.0711      2.4200836
             35      1427.8687      2.5839779      1427.8687      2.5839779      1427.8687      2.5839779
             40      1882.7152      2.6474978      1882.7152      2.6474978      1882.7152      2.6474978
             45      1425.3268      2.1764096      1425.3268      2.1764096      1425.3268      2.1764096
             50      1001.7538      1.8504627      1001.7538      1.8504627      1001.7538      1.8504627
             55      717.82126      1.6008853      717.82126      1.6008853      717.82126      1.6008853
             60       526.5934      1.4179312       526.5934      1.4179312       526.5934      1.4179312
             65      396.90464      1.2931213      396.90464      1.2931213      396.90464      1.2931213
             70      303.28223      1.0316513      303.28223      1.0316513      303.28223      1.0316513
             75       235.4728     0.92172057       235.4728     0.92172057       235.4728     0.92172057
             80      185.25163     0.88373806      185.25163     0.88373806      185.25163     0.88373806
             85      151.07207     0.85895206      151.07207     0.85895206      151.07207     0.85895206
             90      121.47196     0.72523472      121.47196     0.72523472      121.47196     0.72523472
             95      99.505077      0.6587781      99.505077      0.6587781      99.505077      0.6587781
            100      80.435458     0.57381128      80.435458     0.57381128      80.435458     0.57381128
            105      66.530775     0.53866596      66.530775     0.53866596      66.530775     0.53866596
            110      55.799411     0.46916856      55.799411     0.46916856      55.799411     0.46916856
            115      47.679696     0.60347459      47.679696     0.60347459      47.679696     0.60347459
            120      39.806086     0.46325423      39.806086     0.46325423      39.806086     0.46325423
            125      34.288197     0.43663627      34.288197     0.43663627      34.288197     0.43663627
            130      28.808989     0.36179688      28.808989     0.36179688      28.808989     0.36179688
            135      24.930276     0.31829196      24.930276     0.31829196      24.930276     0.31829196
            140      21.967137     0.37416324      21.967137     0.37416324      21.967137     0.37416324
            145      18.264586     0.23822872      18.264586     0.23822872      18.264586     0.23822872
            150      16.282152     0.29161843      16.282152     0.29161843      16.282152     0.29161843
            155      14.400055      0.3058272      14.400055      0.3058272      14.400055      0.3058272
            160      12.490844     0.26234446      12.490844     0.26234446      12.490844     0.26234446
            165      10.786976      0.2467097      10.786976      0.2467097      10.786976      0.2467097
            170      9.6557973     0.21733336      9.6557973     0.21733336      9.6557973     0.21733336
            175       8.215838     0.15041185       8.215838     0.15041185       8.215838     0.15041185
            180      7.7944227     0.24845338      7.7944227     0.24845338      7.7944227     0.24845338
            185      6.8904365     0.18777611      6.8904365     0.18777611      6.8904365     0.18777611
            190      6.0755319     0.17369729      6.0755319     0.17369729      6.0755319     0.17369729
            195      5.3808034      0.1591176      5.3808034      0.1591176      5.3808034      0.1591176
            200      4.9507596     0.17586922      4.9507596     0.17586922      4.9507596     0.17586922
            205      4.6030451      0.2001763      4.6030451      0.2001763      4.6030451      0.2001763
            210      3.8295506     0.10386414      3.8295506     0.10386414      3.8295506     0.10386414
            215      3.3966267     0.11151758      3.3966267     0.11151758      3.3966267     0.11151758
            220      3.2808713     0.16286881      3.2808713     0.16286881      3.2808713     0.16286881
            225      2.7662533    0.096306644      2.7662533    0.096306644      2.7662533    0.096306644
            230      2.7279806     0.11859535      2.7279806     0.11859535      2.7279806     0.11859535
            235      2.3757677    0.097764447      2.3757677    0.097764447      2.3757677    0.097764447
            240      2.0727938     0.07013515      2.0727938     0.07013515      2.0727938     0.07013515
            245      1.9908373    0.089651466      1.9908373    0.089651466      1.9908373    0.089651466
            250      1.9212318     0.15874718      1.9212318     0.15874718      1.9212318     0.15874718
            255      1.7773852     0.14175417      1.7773852     0.14175417      1.7773852     0.14175417
            260      1.4979706     0.07041314      1.4979706     0.07041314      1.4979706     0.07041314
            265      1.4375939    0.090306898      1.4375939    0.090306898      1.4375939    0.090306898
            270      1.3124707    0.072596795      1.3124707    0.072596795      1.3124707    0.072596795
            275      1.1121934    0.071645764      1.1121934    0.071645764      1.1121934    0.071645764
            280      1.1915542    0.090109508      1.1915542    0.090109508      1.1915542    0.090109508
