#     total-CMS        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      17244.045      17.125738      17244.045      17.125738      17244.045      17.125738
              1      17244.045      17.125738      17244.045      17.125738      17244.045      17.125738
