# pt_bjet1-CMS-        central        num_err    min (scale)        num_err    max (scale)        num_err
# 1bjet
             30      104.66248     0.31430432      104.66248     0.31430432      104.66248     0.31430432
             50      41.970476     0.18869378      41.970476     0.18869378      41.970476     0.18869378
             75      17.604784     0.11521026      17.604784     0.11521026      17.604784     0.11521026
            110      6.9839989    0.060734879      6.9839989    0.060734879      6.9839989    0.060734879
            155      2.6252706    0.031624155      2.6252706    0.031624155      2.6252706    0.031624155
            220     0.72887906    0.014094733     0.72887906    0.014094733     0.72887906    0.014094733
            360     0.11701407   0.0057116568     0.11701407   0.0057116568     0.11701407   0.0057116568
            600     0.11701407   0.0057116568     0.11701407   0.0057116568     0.11701407   0.0057116568
