#          pt_Z        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      447.15008       1.699298      447.15008       1.699298      447.15008       1.699298
              5      1070.8308      2.4411771      1070.8308      2.4411771      1070.8308      2.4411771
             10      1275.3975      2.4842137      1275.3975      2.4842137      1275.3975      2.4842137
             15      1244.0824      2.4728138      1244.0824      2.4728138      1244.0824      2.4728138
             20      1118.6411      2.2945468      1118.6411      2.2945468      1118.6411      2.2945468
             25      970.07368      2.0486542      970.07368      2.0486542      970.07368      2.0486542
             30      828.59581      1.8955932      828.59581      1.8955932      828.59581      1.8955932
             35      702.35812      1.7481751      702.35812      1.7481751      702.35812      1.7481751
             40      591.25583      1.5870293      591.25583      1.5870293      591.25583      1.5870293
             45      502.60467      1.4399145      502.60467      1.4399145      502.60467      1.4399145
             50      425.78416      1.3772681      425.78416      1.3772681      425.78416      1.3772681
             55      360.34596      1.2685011      360.34596      1.2685011      360.34596      1.2685011
             60      305.25474      1.1408275      305.25474      1.1408275      305.25474      1.1408275
             65      259.09839      1.0485093      259.09839      1.0485093      259.09839      1.0485093
             70      219.92399      1.0087328      219.92399      1.0087328      219.92399      1.0087328
             75       188.7983     0.94874085       188.7983     0.94874085       188.7983     0.94874085
             80      163.73189     0.95378598      163.73189     0.95378598      163.73189     0.95378598
             85      137.67648     0.77041773      137.67648     0.77041773      137.67648     0.77041773
             90      118.90195      0.7602352      118.90195      0.7602352      118.90195      0.7602352
             95      102.17818     0.64410511      102.17818     0.64410511      102.17818     0.64410511
            100      89.179773     0.66940564      89.179773     0.66940564      89.179773     0.66940564
            105      75.746035     0.58985171      75.746035     0.58985171      75.746035     0.58985171
            110      66.822203     0.62262938      66.822203     0.62262938      66.822203     0.62262938
            115       57.95519     0.55798966       57.95519     0.55798966       57.95519     0.55798966
            120      50.202647     0.50785507      50.202647     0.50785507      50.202647     0.50785507
            125      43.880492     0.40862899      43.880492     0.40862899      43.880492     0.40862899
            130      39.163802     0.49160795      39.163802     0.49160795      39.163802     0.49160795
            135      33.829809     0.36590008      33.829809     0.36590008      33.829809     0.36590008
            140      30.161206       0.403435      30.161206       0.403435      30.161206       0.403435
            145      26.987786       0.365394      26.987786       0.365394      26.987786       0.365394
            150      23.355058     0.32192109      23.355058     0.32192109      23.355058     0.32192109
            155      21.469637     0.30823304      21.469637     0.30823304      21.469637     0.30823304
            160      18.528274     0.27543103      18.528274     0.27543103      18.528274     0.27543103
            165      16.856915      0.2757479      16.856915      0.2757479      16.856915      0.2757479
            170      14.400397     0.21421328      14.400397     0.21421328      14.400397     0.21421328
            175      13.587915     0.27695831      13.587915     0.27695831      13.587915     0.27695831
            180      12.788129     0.37396877      12.788129     0.37396877      12.788129     0.37396877
            185      10.904323     0.24657532      10.904323     0.24657532      10.904323     0.24657532
            190      9.5542202     0.18163004      9.5542202     0.18163004      9.5542202     0.18163004
            195      8.9910293     0.27868028      8.9910293     0.27868028      8.9910293     0.27868028
            200      7.9674922     0.18687543      7.9674922     0.18687543      7.9674922     0.18687543
            205      7.3775159      0.1587922      7.3775159      0.1587922      7.3775159      0.1587922
            210       6.904035     0.29623872       6.904035     0.29623872       6.904035     0.29623872
            215      6.2444479     0.14856758      6.2444479     0.14856758      6.2444479     0.14856758
            220      5.2727083     0.12967983      5.2727083     0.12967983      5.2727083     0.12967983
            225      5.1659639     0.19171979      5.1659639     0.19171979      5.1659639     0.19171979
            230      4.5235241     0.12379771      4.5235241     0.12379771      4.5235241     0.12379771
            235      4.4138852     0.14391393      4.4138852     0.14391393      4.4138852     0.14391393
            240      3.8046532      0.1132086      3.8046532      0.1132086      3.8046532      0.1132086
            245      3.5786959     0.19165418      3.5786959     0.19165418      3.5786959     0.19165418
            250      3.2981768     0.11188815      3.2981768     0.11188815      3.2981768     0.11188815
            255      3.1278275     0.10638288      3.1278275     0.10638288      3.1278275     0.10638288
            260      2.8142079    0.094230945      2.8142079    0.094230945      2.8142079    0.094230945
            265      2.4930005    0.082044038      2.4930005    0.082044038      2.4930005    0.082044038
            270      2.4347639    0.090675971      2.4347639    0.090675971      2.4347639    0.090675971
            275      2.2322885     0.13114782      2.2322885     0.13114782      2.2322885     0.13114782
            280      1.9907542    0.082262116      1.9907542    0.082262116      1.9907542    0.082262116
            285      1.9661672    0.096795834      1.9661672    0.096795834      1.9661672    0.096795834
            290      1.8768394      0.1329834      1.8768394      0.1329834      1.8768394      0.1329834
            295      1.6925072    0.089611384      1.6925072    0.089611384      1.6925072    0.089611384
