#total-mbbZ1000        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      58810.387      32.879663      58810.387      32.879663      58810.387      32.879663
              1      58810.387      32.879663      58810.387      32.879663      58810.387      32.879663
