#pt_Z-CMS-2bjet        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1.3996198    0.053663676      1.3996198    0.053663676      1.3996198    0.053663676
             10      3.9003072    0.084936014      3.9003072    0.084936014      3.9003072    0.084936014
             20      5.3696849    0.081403108      5.3696849    0.081403108      5.3696849    0.081403108
             40      4.5252997     0.06971433      4.5252997     0.06971433      4.5252997     0.06971433
             60      4.1560114    0.074774326      4.1560114    0.074774326      4.1560114    0.074774326
             80      3.3455673    0.071704361      3.3455673    0.071704361      3.3455673    0.071704361
            100      2.0534245     0.03405031      2.0534245     0.03405031      2.0534245     0.03405031
            150     0.92882102    0.021984369     0.92882102    0.021984369     0.92882102    0.021984369
            200     0.92882102    0.021984369     0.92882102    0.021984369     0.92882102    0.021984369
