#    pt_j1-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      158.54646      1.4438688      158.54646      1.4438688      158.54646      1.4438688
              1      854.96788      3.6770004      854.96788      3.6770004      854.96788      3.6770004
              2      1443.8919      5.7140146      1443.8919      5.7140146      1443.8919      5.7140146
              3      1687.8307      6.6889784      1687.8307      6.6889784      1687.8307      6.6889784
              4      1743.0145      6.5832128      1743.0145      6.5832128      1743.0145      6.5832128
              5      1747.0398      7.0017373      1747.0398      7.0017373      1747.0398      7.0017373
              6      1696.5797      6.7824426      1696.5797      6.7824426      1696.5797      6.7824426
              7      1628.1674      6.5125642      1628.1674      6.5125642      1628.1674      6.5125642
              8      1540.8031      6.2423108      1540.8031      6.2423108      1540.8031      6.2423108
              9      1483.5116      6.2906973      1483.5116      6.2906973      1483.5116      6.2906973
             10      1397.6586      5.7360747      1397.6586      5.7360747      1397.6586      5.7360747
             11      1337.6905       5.516107      1337.6905       5.516107      1337.6905       5.516107
             12      1283.7115      5.6928521      1283.7115      5.6928521      1283.7115      5.6928521
             13      1225.5783      5.5361286      1225.5783      5.5361286      1225.5783      5.5361286
             14      1170.1739      5.1880858      1170.1739      5.1880858      1170.1739      5.1880858
             15      1110.2675      4.9171385      1110.2675      4.9171385      1110.2675      4.9171385
             16      1071.0884      4.8548658      1071.0884      4.8548658      1071.0884      4.8548658
             17      1022.7384      4.5141907      1022.7384      4.5141907      1022.7384      4.5141907
             18      975.26065      4.4183511      975.26065      4.4183511      975.26065      4.4183511
             19      943.17692      4.4440225      943.17692      4.4440225      943.17692      4.4440225
             20       909.2039      4.4228923       909.2039      4.4228923       909.2039      4.4228923
             21      875.13955      4.3672227      875.13955      4.3672227      875.13955      4.3672227
             22      844.32141      4.4413864      844.32141      4.4413864      844.32141      4.4413864
             23       814.7786      3.9293497       814.7786      3.9293497       814.7786      3.9293497
             24      784.38813      4.1425858      784.38813      4.1425858      784.38813      4.1425858
             25      750.77304       3.854478      750.77304       3.854478      750.77304       3.854478
             26      731.47227      3.7852863      731.47227      3.7852863      731.47227      3.7852863
             27      707.04843      3.6806817      707.04843      3.6806817      707.04843      3.6806817
             28      683.80522       3.771384      683.80522       3.771384      683.80522       3.771384
             29       654.1527       3.831471       654.1527       3.831471       654.1527       3.831471
             30       636.9472       3.604339       636.9472       3.604339       636.9472       3.604339
             31      617.31807      3.7498551      617.31807      3.7498551      617.31807      3.7498551
             32      598.17749      3.3073228      598.17749      3.3073228      598.17749      3.3073228
             33      582.54431      3.5959396      582.54431      3.5959396      582.54431      3.5959396
             34      555.73259      2.9550362      555.73259      2.9550362      555.73259      2.9550362
             35       540.7036      3.2668192       540.7036      3.2668192       540.7036      3.2668192
             36      526.11938      3.1155794      526.11938      3.1155794      526.11938      3.1155794
             37      507.34235      2.8658248      507.34235      2.8658248      507.34235      2.8658248
             38      495.22581      3.0595613      495.22581      3.0595613      495.22581      3.0595613
             39      479.38728      3.0257728      479.38728      3.0257728      479.38728      3.0257728
             40       467.4715       2.983971       467.4715       2.983971       467.4715       2.983971
             41       454.1831      3.0106322       454.1831      3.0106322       454.1831      3.0106322
             42      448.31027      3.1942401      448.31027      3.1942401      448.31027      3.1942401
             43      429.24331      2.8989288      429.24331      2.8989288      429.24331      2.8989288
             44      414.13768      2.6538777      414.13768      2.6538777      414.13768      2.6538777
             45      403.99059      2.8033879      403.99059      2.8033879      403.99059      2.8033879
             46      392.30129      2.8766608      392.30129      2.8766608      392.30129      2.8766608
             47      381.29242      2.9381985      381.29242      2.9381985      381.29242      2.9381985
             48      374.80417      2.9336961      374.80417      2.9336961      374.80417      2.9336961
             49      361.17833      2.7146816      361.17833      2.7146816      361.17833      2.7146816
             50      361.17833      2.7146816      361.17833      2.7146816      361.17833      2.7146816
