# pt_bb-mbbZ750        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      874.72269      2.1198798      874.72269      2.1198798      874.72269      2.1198798
              5      1825.6806      2.7933145      1825.6806      2.7933145      1825.6806      2.7933145
             10      1816.4351      2.7421235      1816.4351      2.7421235      1816.4351      2.7421235
             15      1492.6093      2.5081925      1492.6093      2.5081925      1492.6093      2.5081925
             20      1168.3399      2.3768783      1168.3399      2.3768783      1168.3399      2.3768783
             25      888.28694      1.9620179      888.28694      1.9620179      888.28694      1.9620179
             30      683.34171      1.7728398      683.34171      1.7728398      683.34171      1.7728398
             35      528.41865       1.545612      528.41865       1.545612      528.41865       1.545612
             40      418.52499      1.4683015      418.52499      1.4683015      418.52499      1.4683015
             45      330.71308      1.3225515      330.71308      1.3225515      330.71308      1.3225515
             50      265.64089      1.1921433      265.64089      1.1921433      265.64089      1.1921433
             55      214.19803       1.085455      214.19803       1.085455      214.19803       1.085455
             60      173.03968     0.95612956      173.03968     0.95612956      173.03968     0.95612956
             65      142.48776     0.88397556      142.48776     0.88397556      142.48776     0.88397556
             70      118.11848     0.81136087      118.11848     0.81136087      118.11848     0.81136087
             75      100.51425     0.83239269      100.51425     0.83239269      100.51425     0.83239269
             80      82.972841     0.70304841      82.972841     0.70304841      82.972841     0.70304841
             85      71.014963      0.6783448      71.014963      0.6783448      71.014963      0.6783448
             90      60.737426     0.60850932      60.737426     0.60850932      60.737426     0.60850932
             95      51.441536     0.56094193      51.441536     0.56094193      51.441536     0.56094193
            100      44.291416     0.54142666      44.291416     0.54142666      44.291416     0.54142666
            105       37.93025     0.54480557       37.93025     0.54480557       37.93025     0.54480557
            110      32.941641     0.44839178      32.941641     0.44839178      32.941641     0.44839178
            115      29.364373     0.48296064      29.364373     0.48296064      29.364373     0.48296064
            120      25.096767     0.41034641      25.096767     0.41034641      25.096767     0.41034641
            125      22.741227     0.43909867      22.741227     0.43909867      22.741227     0.43909867
            130      19.430094     0.29965019      19.430094     0.29965019      19.430094     0.29965019
            135      16.897652     0.29478962      16.897652     0.29478962      16.897652     0.29478962
            140      15.434652     0.38439999      15.434652     0.38439999      15.434652     0.38439999
