# pt_bjet1_2-CM        central        num_err    min (scale)        num_err    max (scale)        num_err
# S-2bjet
             30       6.911933    0.093411931       6.911933    0.093411931       6.911933    0.093411931
             50      7.4089947    0.099894909      7.4089947    0.099894909      7.4089947    0.099894909
             70      4.7366228    0.065551432      4.7366228    0.065551432      4.7366228    0.065551432
             90      3.1958009    0.066685444      3.1958009    0.066685444      3.1958009    0.066685444
            110      1.7876303    0.033567983      1.7876303    0.033567983      1.7876303    0.033567983
            150     0.81172469    0.019378248     0.81172469    0.019378248     0.81172469    0.019378248
            200     0.81172469    0.019378248     0.81172469    0.019378248     0.81172469    0.019378248
