#   total-ptj60        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      12220.476      19.130832      12220.476      19.130832      12220.476      19.130832
              1      12220.476      19.130832      12220.476      19.130832      12220.476      19.130832
